A1,A6,B1,B9,D1,E38,year,weight,B10
1,8,8229,2,8,1,2020,29.2096879844082,-7
1,10,8215,1,8,1,2020,37.4896924979043,2
1,10,8215,1,9,1,2020,37.8188826380413,2
1,11,8229,1,8,1,2020,25.8461481559006,2
2,7,8212,2,8,2,2020,184.421326046651,-7
1,8,8229,2,6,2,2020,32.8950976529644,-7
2,7,8215,1,8,1,2020,49.6454273478429,4
2,14,8207,1,4,1,2020,253.53008227499,3
2,7,8229,1,6,3,2020,30.5524033775126,1
1,14,8207,2,7,3,2020,253.580431374922,-7
1,13,8207,2,7,1,2020,253.580431374922,-7
1,9,8207,1,9,2,2020,271.927335970524,2
2,5,8231,2,6,2,2020,258.999982044489,-7
2,10,8510,1,2,-7,2020,163.581811203163,3
1,6,8510,1,7,1,2020,139.907708464667,4
1,12,8231,1,8,1,2020,221.172520529512,2
2,5,8215,1,8,-7,2020,35.3117728189623,2
2,7,8424,2,7,1,2020,86.4320455948471,-7
1,7,8218,1,8,1,2020,149.964213504292,2
2,10,8212,1,6,1,2020,133.781229282063,2
2,9,8218,1,8,2,2020,150.016425942899,4
1,9,8439,1,7,1,2020,75.6551142035631,2
1,14,8215,1,6,4,2020,37.8188826380413,2
1,5,8510,2,7,1,2020,160.505544867752,-7
1,6,8510,1,7,1,2020,160.505544867752,4
2,11,8424,2,3,2,2020,65.7778398191328,-7
2,11,8229,1,8,1,2020,33.6868762233105,3
2,13,8215,1,9,3,2020,35.3117728189623,2
1,10,8229,1,9,1,2020,30.2097835588449,4
1,15,8406,2,8,1,2020,118.139992325602,-7
1,14,8510,1,7,1,2020,110.983404518299,2
2,10,8354,2,5,-7,2020,183.486306959557,-7
2,12,8407,1,8,1,2020,85.8400452825536,3
2,5,8424,1,8,-7,2020,87.7177962731095,1
2,6,8236,2,2,-7,2020,61.7449490056975,-7
1,9,8423,1,7,-7,2020,76.6746688229181,1
1,11,8218,2,9,2,2020,175.817439249281,-7
2,11,8218,1,5,-7,2020,178.732141370689,4
2,12,8229,1,8,-7,2020,34.4072245199095,2
1,14,8215,2,7,1,2020,37.4896924979043,-7
1,7,8229,1,8,1,2020,25.8461481559006,5
2,12,8229,1,9,1,2020,33.6868762233105,3
1,11,8439,2,8,1,2020,79.2275567630611,-7
1,6,8523,1,8,1,2020,154.618207437735,3
1,13,8229,1,6,-7,2020,25.8461481559006,2
2,10,8439,1,7,1,2020,46.0016723163669,3
2,8,8231,2,2,-7,2020,258.999982044489,-7
1,11,8432,1,6,1,2020,66.934456615708,4
1,15,8510,1,8,1,2020,110.983404518299,2
1,6,8229,1,9,-7,2020,29.2096879844082,3
2,12,8309,1,6,-7,2020,158.562750264217,2
2,12,8236,2,5,3,2020,61.7449490056975,-7
2,6,8229,1,4,-7,2020,37.24889261642,1
1,5,8236,1,8,1,2020,67.0323140084209,2
2,12,8439,1,6,-7,2020,44.5435659070281,1
1,9,8207,1,8,1,2020,262.863091438173,5
2,10,8439,2,8,1,2020,46.0016723163669,-7
1,11,8218,1,6,1,2020,173.765414981666,2
1,7,8218,2,2,1,2020,173.765414981666,-7
1,11,8229,2,7,1,2020,25.8461481559006,-7
2,10,8229,1,9,1,2020,31.5984714978761,3
2,9,8406,2,8,2,2020,193.059794571982,-7
1,6,8231,1,7,4,2020,264.638519333369,3
2,14,8212,2,8,1,2020,117.533501849633,-7
2,6,8424,2,2,4,2020,87.7177962731095,-7
2,9,8439,1,8,2,2020,40.3888174170082,2
2,11,8215,1,7,1,2020,40.9749136954578,3
1,10,8231,2,4,2,2020,221.172520529512,-7
1,13,8231,1,3,1,2020,194.004980105559,2
1,9,8218,2,5,-7,2020,168.800688839332,-7
1,6,8207,1,6,1,2020,262.863091438173,5
2,5,8218,1,8,2,2020,166.309440828089,1
1,12,8423,1,7,3,2020,63.417653301129,2
1,14,8242,1,6,1,2020,154.618207437735,3
2,11,8218,1,4,2,2020,176.646098637604,1
1,12,8212,1,5,1,2020,154.873774722756,2
1,9,8218,1,7,2,2020,147.570009805384,5
2,14,8212,2,8,1,2020,145.542216471695,-7
2,8,8231,1,3,1,2020,188.014801780443,3
1,13,8218,1,8,1,2020,173.765414981666,4
1,10,8218,1,9,1,2020,173.765414981666,4
2,8,8510,1,7,1,2020,163.581811203163,3
2,14,8423,1,8,-7,2020,48.1824923372908,1
2,7,8229,1,9,1,2020,33.6868762233105,5
2,11,8232,1,7,-7,2020,46.0016723163669,2
1,9,8218,1,8,1,2020,184.32259126134,3
1,13,8313,2,7,-7,2020,163.464528519352,-7
1,12,8423,2,9,1,2020,72.2308374645052,-7
1,12,8229,2,4,1,2020,35.6118802716244,-7
1,7,8427,2,7,-7,2020,68.377853158225,-7
1,11,8207,2,8,1,2020,271.927335970524,-7
2,15,8212,2,8,1,2020,186.54441207555,-7
1,7,8229,1,8,1,2020,32.8950976529644,5
2,8,8229,1,9,1,2020,33.6868762233105,1
1,10,8212,1,8,1,2020,154.618207437735,2
1,6,8231,1,8,1,2020,221.172520529512,1
2,14,8229,1,9,-7,2020,34.4072245199095,2
1,12,8406,1,8,1,2020,144.069094381539,4
2,14,8407,1,9,1,2020,85.8400452825536,1
2,9,8349,1,6,1,2020,35.3117728189623,3
1,15,8207,2,8,2,2020,293.681522848165,-7
1,10,8229,1,8,1,2020,32.2064071848605,2
2,9,8510,1,7,-7,2020,174.161599375836,3
1,11,8439,1,8,-7,2020,63.417653301129,2
2,10,8229,1,7,1,2020,34.4072245199095,3
1,11,8218,2,8,2,2020,147.570009805384,-7
1,9,8231,1,7,3,2020,188.502670025822,4
1,13,8229,1,8,1,2020,32.2064071848605,2
2,6,8310,1,2,-7,2020,158.562750264217,1
1,13,8510,1,8,1,2020,110.983404518299,4
1,11,8309,2,7,3,2020,176.094238228353,-7
2,14,8406,2,3,-7,2020,94.960550093825,-7
1,14,8212,1,8,1,2020,146.349854098819,4
1,14,8439,1,9,1,2020,75.6551142035631,2
1,11,8215,1,7,2,2020,37.8188826380413,3
1,6,8510,1,6,1,2020,143.757140185899,2
1,12,8229,2,7,3,2020,29.2096879844082,-7
2,6,8319,2,3,-7,2020,236.890205107303,-7
2,6,8207,1,8,3,2020,335.708798598607,2
1,8,8437,1,4,3,2020,118.139992325602,1
1,7,8212,2,8,1,2020,132.07524408918,-7
1,6,8215,1,7,1,2020,38.8711946561952,3
1,12,8406,1,9,1,2020,118.139992325602,3
2,6,8345,1,7,-7,2020,173.165202193082,3
1,10,8207,1,5,-7,2020,35.6118802716244,2
2,13,8427,2,8,2,2020,41.489056093164,-7
2,9,8510,2,8,1,2020,174.161599375836,-7
2,7,8231,2,5,2,2020,234.911917870803,-7
1,6,8218,2,8,1,2020,175.817439249281,-7
1,14,8212,1,9,1,2020,154.618207437735,2
2,8,8407,1,7,1,2020,87.7177962731095,1
2,8,8236,2,6,1,2020,65.7778398191328,-7
2,10,8229,1,7,1,2020,27.0342478370718,3
1,12,8523,1,7,1,2020,32.3082438776559,2
2,12,8406,1,8,1,2020,86.4320455948471,2
1,13,8439,2,9,2,2020,72.2308374645052,-7
1,14,8218,1,8,1,2020,173.765414981666,4
1,12,8423,1,8,1,2020,72.2308374645052,2
2,12,8406,1,2,1,2020,106.969902582875,1
1,6,8236,1,8,1,2020,66.934456615708,3
1,6,8345,1,7,3,2020,202.508373962606,2
2,1,8439,1,8,1,2020,50.4576747629665,3
1,7,8207,1,8,1,2020,262.863091438173,5
2,11,8215,1,7,1,2020,41.3347069261508,3
1,7,8207,2,2,1,2020,348.06699004227,-7
1,9,8229,1,8,1,2020,32.2064071848605,1
2,13,8212,1,9,-7,2020,133.781229282063,2
1,15,8401,2,6,2,2020,163.597323822864,-7
2,10,8406,1,3,1,2020,85.8400452825536,1
1,9,8218,1,5,4,2020,173.765414981666,5
2,13,8212,1,8,2,2020,117.533501849633,3
1,9,8229,1,4,2,2020,25.8461481559006,1
2,13,8509,2,8,1,2020,40.9749136954578,-7
1,13,8215,2,9,1,2020,32.3082438776559,-7
1,12,8207,1,7,1,2020,262.863091438173,5
2,9,8218,1,5,-7,2020,187.378291822483,3
1,15,8229,2,9,1,2020,29.2096879844082,-7
2,10,8406,1,8,1,2020,85.8400452825536,2
2,10,8424,1,7,1,2020,87.7177962731095,1
1,7,8229,1,8,1,2020,32.8950976529644,2
1,9,8406,1,8,1,2020,127.894670591019,2
2,11,8215,1,8,1,2020,40.9749136954578,3
2,14,8212,2,8,1,2020,117.533501849633,-7
2,14,8207,1,6,-7,2020,283.254298817575,3
1,9,8215,1,9,1,2020,38.8711946561952,2
1,10,8336,2,9,1,2020,163.464528519352,-7
2,6,8231,1,3,4,2020,188.014801780443,3
1,8,8212,1,8,-7,2020,142.123806836706,3
2,13,8439,1,7,1,2020,44.5435659070281,1
2,9,8229,2,7,1,2020,38.0540732017433,-7
2,13,8207,1,9,1,2020,244.577005003127,2
1,6,8212,2,8,1,2020,124.862873538856,-7
2,13,8207,1,8,1,2020,262.272498905162,1
1,9,8212,1,9,1,2020,154.873774722756,4
1,12,8207,2,7,-7,2020,234.716226837715,-7
2,5,8510,1,8,-7,2020,194.590208538344,3
2,12,8407,2,6,1,2020,85.8400452825536,-7
1,10,8215,1,7,3,2020,38.8711946561952,2
1,9,8439,1,7,1,2020,72.2308374645052,1
2,11,8406,2,7,-7,2020,86.4320455948471,-7
1,14,8229,1,8,1,2020,32.8950976529644,3
1,13,8215,1,8,-7,2020,38.8711946561952,2
2,8,8215,2,7,1,2020,42.4848469046785,-7
1,14,8215,1,5,1,2020,32.3082438776559,1
1,8,8229,2,5,2,2020,25.8461481559006,-7
2,14,8439,1,8,-7,2020,40.3888174170082,2
2,6,8510,1,9,1,2020,178.953495352227,2
1,8,8510,1,8,1,2020,160.505544867752,5
1,10,8236,1,9,2,2020,67.0323140084209,4
2,9,8236,1,8,2,2020,64.483463722513,1
2,7,8212,1,5,-7,2020,133.781229282063,5
1,9,8423,1,7,-7,2020,32.3082438776559,3
1,8,8218,2,8,2,2020,175.817439249281,-7
2,14,8207,2,8,1,2020,244.577005003127,-7
1,11,8212,2,8,1,2020,124.862873538856,-7
1,7,8215,1,7,1,2020,38.8711946561952,2
1,7,8439,1,7,2,2020,72.2308374645052,2
2,5,8509,1,9,1,2020,40.9749136954578,2
2,8,8439,1,8,-7,2020,46.0315629416536,2
1,10,8427,1,8,1,2020,67.0323140084209,4
2,8,8432,1,3,-7,2020,85.8400452825536,1
2,12,8212,2,8,1,2020,145.542216471695,-7
2,14,8424,1,8,-7,2020,106.969902582875,1
2,8,8423,1,7,1,2020,40.9749136954578,2
1,8,8207,1,9,2,2020,234.716226837715,2
1,9,8207,1,5,1,2020,271.927335970524,2
1,7,8423,1,8,1,2020,75.6551142035631,2
2,8,8212,1,8,1,2020,145.542216471695,2
2,6,8215,1,8,-7,2020,35.3117728189623,2
2,7,8236,2,6,1,2020,64.483463722513,-7
2,11,8236,1,6,3,2020,64.483463722513,2
1,8,8218,1,5,4,2020,163.597323822864,5
1,13,8510,2,8,1,2020,131.408740123856,-7
2,7,8218,1,5,1,2020,184.591200525352,2
2,10,8310,1,6,-7,2020,128.977972411611,2
1,13,8439,1,8,1,2020,63.417653301129,2
1,11,8215,2,6,1,2020,37.9601032602894,-7
1,11,8215,1,8,1,2020,37.8188826380413,4
2,11,8423,2,8,1,2020,48.1824923372908,-7
2,12,8218,1,8,3,2020,150.016425942899,3
1,13,8212,1,6,2,2020,154.873774722756,2
1,7,8212,1,6,1,2020,154.873774722756,2
1,6,8510,1,8,1,2020,131.408740123856,4
1,6,8510,1,8,1,2020,131.408740123856,4
1,4,8218,1,9,1,2020,163.597323822864,5
2,11,8439,1,8,2,2020,44.5435659070281,3
1,6,8439,1,8,1,2020,69.9413501099024,2
2,10,8406,2,7,-7,2020,85.8400452825536,-7
1,14,8229,1,8,1,2020,32.8950976529644,1
1,5,8236,2,8,-7,2020,75.297296501075,-7
2,8,8229,1,8,-7,2020,27.0342478370718,2
2,5,8424,1,9,1,2020,86.4320455948471,5
2,7,8406,1,5,3,2020,87.7177962731095,1
2,12,8207,1,4,3,2020,253.53008227499,5
2,11,8215,2,7,-7,2020,42.4848469046785,-7
2,13,8231,1,2,-7,2020,234.911917870803,2
1,5,8218,1,5,1,2020,149.964213504292,3
2,13,8423,1,7,1,2020,48.1824923372908,1
1,6,8229,2,4,3,2020,35.6118802716244,-7
2,7,8207,2,8,2,2020,244.577005003127,-7
1,8,8236,1,8,1,2020,68.377853158225,5
2,8,8432,1,7,3,2020,105.297122213266,2
1,12,8510,2,9,2,2020,131.408740123856,-7
1,8,8212,2,9,1,2020,124.862873538856,-7
1,7,8215,1,8,-7,2020,32.3082438776559,2
1,10,8218,1,6,1,2020,184.32259126134,4
1,10,8229,1,4,1,2020,25.8461481559006,2
2,12,8215,2,6,1,2020,42.4848469046785,-7
1,7,8229,2,8,2,2020,30.2097835588449,-7
2,10,8229,1,5,3,2020,37.24889261642,1
1,8,8439,1,7,1,2020,72.2777710820909,2
1,7,8439,2,7,1,2020,76.6746688229181,-7
2,6,8439,1,9,2,2020,44.5435659070281,3
2,10,8207,2,9,1,2020,244.577005003127,-7
2,13,8229,2,9,1,2020,30.5524033775126,-7
1,13,8229,1,8,1,2020,25.8461481559006,2
1,7,8207,1,4,1,2020,303.004745795727,2
1,8,8423,2,5,-7,2020,69.9413501099024,-7
2,7,8229,1,5,-7,2020,27.0342478370718,2
1,11,8207,2,6,1,2020,262.863091438173,-7
2,6,8510,1,8,1,2020,194.590208538344,5
1,6,8236,1,7,1,2020,68.377853158225,4
2,12,8218,1,5,-7,2020,152.450320759081,2
1,14,8215,2,7,2,2020,32.3082438776559,-7
1,8,8215,2,7,1,2020,45.4227144694145,-7
2,11,8218,2,8,1,2020,150.016425942899,-7
2,14,8229,1,5,-7,2020,27.0342478370718,1
1,8,8439,1,7,1,2020,69.9413501099024,2
2,6,8432,1,8,-7,2020,86.4320455948471,1
2,6,8207,1,5,3,2020,244.577005003127,1
1,7,8212,1,8,1,2020,195.921812501522,2
1,6,8212,1,8,2,2020,195.921812501522,1
1,10,8236,1,4,1,2020,75.4412225217843,4
1,7,8229,1,8,1,2020,36.3816748235551,1
2,11,8406,1,4,3,2020,85.8400452825536,1
2,10,8236,1,8,1,2020,64.3893272791225,4
2,13,8406,1,3,-7,2020,85.8400452825536,1
1,9,8229,1,3,1,2020,31.5984714978761,2
2,6,8439,1,9,3,2020,44.5435659070281,2
1,14,8510,1,8,2,2020,131.408740123856,4
2,14,8212,1,9,2,2020,133.781229282063,2
1,6,8207,2,8,3,2020,253.580431374922,-7
2,11,8424,1,4,-7,2020,86.4320455948471,1
2,6,8207,1,6,2,2020,226.38257800235,4
2,6,8218,1,8,1,2020,184.591200525352,3
2,13,8510,2,8,1,2020,178.953495352227,-7
1,7,8212,1,8,2,2020,154.618207437735,3
2,14,8215,1,8,1,2020,40.9749136954578,2
2,15,8406,2,7,1,2020,87.7177962731095,-7
2,8,8231,1,7,4,2020,188.014801780443,3
2,7,8231,1,7,1,2020,234.911917870803,3
2,13,8229,1,8,1,2020,31.5984714978761,2
1,7,8212,1,8,2,2020,142.123806836706,2
2,9,8207,1,7,1,2020,335.708798598607,3
2,10,8212,1,7,-7,2020,133.781229282063,2
1,10,8212,2,4,2,2020,124.862873538856,-7
1,8,8229,2,2,1,2020,35.6118802716244,-7
2,10,8432,1,7,2,2020,85.8400452825536,2
2,13,8229,1,8,1,2020,30.5524033775126,4
1,9,8236,2,8,1,2020,71.5582184213983,-7
1,7,8439,1,8,1,2020,63.417653301129,4
2,9,8229,2,5,1,2020,37.24889261642,-7
1,9,8229,1,9,1,2020,36.3816748235551,5
1,13,8215,1,8,1,2020,37.9601032602894,4
2,14,8215,1,7,-7,2020,42.4848469046785,2
1,15,8207,1,8,1,2020,234.716226837715,5
1,8,8340,1,8,-7,2020,38.8711946561952,2
2,12,8236,2,8,2,2020,64.483463722513,-7
1,10,8229,1,6,1,2020,35.6118802716244,5
2,14,8207,2,5,1,2020,262.272498905162,-7
2,10,8236,2,8,1,2020,64.3893272791225,-7
1,7,8212,2,7,2,2020,154.618207437735,-7
1,6,8229,2,8,2,2020,36.3816748235551,-7
1,5,8218,1,9,1,2020,147.570009805384,2
1,8,8236,1,8,1,2020,71.5582184213983,3
1,9,8236,1,8,1,2020,75.4412225217843,4
2,8,8401,1,6,2,2020,87.7177962731095,1
2,6,8510,1,7,1,2020,163.581811203163,3
2,15,8229,1,8,1,2020,37.24889261642,5
1,5,8207,1,5,-7,2020,253.580431374922,5
2,9,8215,1,9,1,2020,40.9749136954578,3
1,10,8212,1,3,1,2020,124.862873538856,2
1,14,8424,2,8,1,2020,127.894670591019,-7
1,13,8215,2,7,1,2020,37.9601032602894,-7
1,9,8439,1,9,1,2020,63.417653301129,4
2,8,8312,1,1,-7,2020,214.526073886882,2
1,8,8229,1,9,1,2020,36.3816748235551,4
1,6,8229,1,9,1,2020,25.8461481559006,4
1,13,8207,1,8,1,2020,253.580431374922,4
2,7,8406,1,5,4,2020,94.960550093825,1
1,10,8406,1,2,-7,2020,141.816162041416,1
1,6,8218,2,2,4,2020,163.597323822864,-7
1,14,8313,1,3,2,2020,32.3082438776559,2
2,5,8507,1,8,-7,2020,44.5435659070281,3
1,14,8439,2,8,1,2020,75.6551142035631,-7
2,11,8231,2,4,2,2020,258.999982044489,-7
1,10,8215,1,9,1,2020,32.3082438776559,4
2,8,8310,2,8,3,2020,186.54441207555,-7
2,13,8406,2,8,1,2020,166.309440828089,-7
2,6,8510,1,7,1,2020,163.581811203163,4
2,8,8406,2,7,1,2020,87.7177962731095,-7
1,14,8207,1,9,2,2020,303.004745795727,2
2,6,8212,1,8,1,2020,145.542216471695,3
2,11,8212,2,7,1,2020,124.322510811156,-7
1,12,8439,1,9,1,2020,63.417653301129,2
1,7,8236,1,6,2,2020,72.3533097371917,4
1,9,8218,1,8,2,2020,147.570009805384,4
2,5,8207,1,9,1,2020,340.95424857671,3
1,13,8310,2,5,1,2020,171.941072232401,-7
2,9,8345,2,4,-7,2020,183.486306959557,-7
1,11,8510,1,8,1,2020,131.408740123856,2
2,11,8215,1,8,2,2020,35.3117728189623,2
2,6,8424,2,8,1,2020,87.7177962731095,-7
1,11,8215,1,8,1,2020,32.3082438776559,2
2,9,8439,1,8,1,2020,46.0016723163669,2
1,12,8229,2,8,1,2020,29.2096879844082,-7
2,10,8236,2,8,1,2020,68.837274229325,-7
1,9,8229,2,8,1,2020,30.2097835588449,-7
1,10,8215,1,8,1,2020,38.8711946561952,2
2,7,8263,1,4,1,2020,251.724091563574,3
2,10,8215,1,8,-7,2020,42.4848469046785,3
1,11,8207,2,8,1,2020,353.50553676168,-7
1,1,8207,1,6,-7,2020,271.927335970524,1
1,7,8218,1,9,1,2020,147.570009805384,2
1,10,8240,1,8,1,2020,72.2308374645052,2
2,5,8229,1,5,-7,2020,54.5883850556257,1
1,12,8423,2,7,-7,2020,63.417653301129,-7
1,9,8424,1,8,2,2020,144.069094381539,1
2,6,8336,1,4,1,2020,186.54441207555,1
2,8,8207,2,3,2,2020,253.53008227499,-7
1,10,8212,1,8,1,2020,124.862873538856,4
1,8,8218,1,3,1,2020,173.765414981666,4
2,6,8439,1,8,-7,2020,46.0315629416536,3
1,10,8207,1,4,4,2020,234.716226837715,4
1,6,8319,1,5,-7,2020,171.941072232401,1
2,11,8231,1,2,1,2020,258.999982044489,3
2,9,8218,1,9,1,2020,187.378291822483,4
1,8,8510,1,7,1,2020,110.983404518299,4
1,7,8406,1,9,1,2020,144.069094381539,3
2,11,8236,1,8,3,2020,65.7778398191328,1
1,5,8510,1,8,1,2020,131.408740123856,2
2,9,8236,1,8,2,2020,64.483463722513,4
1,9,8212,2,9,2,2020,124.862873538856,-7
1,15,8212,1,6,1,2020,154.873774722756,4
1,10,8207,2,4,1,2020,253.580431374922,-7
2,9,8439,2,8,1,2020,40.3888174170082,-7
2,8,8215,2,7,1,2020,40.9749136954578,-7
1,6,8218,1,3,2,2020,173.765414981666,5
2,8,8406,2,4,4,2020,105.297122213266,-7
2,8,8218,2,5,2,2020,184.591200525352,-7
1,10,8231,1,4,1,2020,188.502670025822,5
2,7,8304,1,9,2,2020,42.4848469046785,3
1,10,8212,2,8,2,2020,154.618207437735,-7
1,12,8218,1,9,2,2020,147.570009805384,1
1,10,8218,1,2,3,2020,163.597323822864,2
1,10,8229,1,8,2,2020,30.2097835588449,3
1,8,8215,2,6,-7,2020,32.3082438776559,-7
2,7,8406,1,7,4,2020,85.8400452825536,2
1,14,8215,1,7,1,2020,32.3082438776559,2
2,12,8207,1,8,1,2020,253.53008227499,3
1,9,8207,1,8,2,2020,262.863091438173,4
2,1,8236,1,5,-7,2020,65.7778398191328,2
1,7,8236,2,8,3,2020,66.934456615708,-7
1,8,8510,2,8,1,2020,143.757140185899,-7
2,9,8336,2,3,2,2020,182.144779715277,-7
1,9,8231,1,5,1,2020,264.638519333369,2
1,10,8218,1,9,1,2020,175.817439249281,2
2,10,8236,2,8,1,2020,64.483463722513,-7
1,11,8212,1,8,2,2020,154.618207437735,4
1,8,8212,1,8,-7,2020,154.873774722756,1
2,14,8207,2,7,1,2020,340.95424857671,-7
1,10,8510,2,9,1,2020,76.6746688229181,-7
1,11,8423,1,8,1,2020,63.417653301129,2
1,11,8207,1,6,1,2020,262.863091438173,1
2,11,8337,2,2,2,2020,158.562750264217,-7
1,5,8212,1,8,1,2020,154.618207437735,3
2,7,8510,1,8,-7,2020,138.155698833161,2
2,15,8218,2,9,3,2020,150.016425942899,-7
1,12,8212,2,4,-7,2020,154.873774722756,-7
2,14,8406,1,3,-7,2020,106.969902582875,1
2,11,8215,1,7,1,2020,41.3347069261508,2
1,14,8439,1,9,1,2020,72.2308374645052,2
2,3,8236,1,9,2,2020,61.7449490056975,2
2,12,8207,1,6,3,2020,283.254298817575,1
1,6,8215,1,8,1,2020,32.3082438776559,3
2,10,8229,2,7,3,2020,31.5984714978761,-7
1,11,8401,1,7,1,2020,147.570009805384,1
1,12,8212,1,8,1,2020,146.349854098819,4
1,7,8218,1,5,1,2020,149.964213504292,4
2,13,8207,1,8,-7,2020,226.38257800235,2
1,13,8207,1,9,1,2020,253.580431374922,4
1,12,8207,1,3,1,2020,293.681522848165,2
2,6,8406,2,8,3,2020,85.8400452825536,-7
2,12,8212,1,7,1,2020,145.782782118755,2
1,12,8231,1,8,-7,2020,272.287691376224,2
2,12,8212,2,8,2,2020,145.782782118755,-7
2,14,8439,1,8,1,2020,46.0315629416536,2
1,11,8212,1,6,1,2020,146.349854098819,1
1,9,8231,2,4,4,2020,194.004980105559,-7
1,7,8336,1,5,1,2020,121.752656900072,2
1,13,8212,1,8,1,2020,124.862873538856,2
1,14,8438,1,8,-7,2020,141.816162041416,2
2,8,8231,1,6,3,2020,188.014801780443,4
2,6,8229,1,5,1,2020,27.0342478370718,2
2,11,8207,1,7,2,2020,262.272498905162,2
2,6,8439,1,8,2,2020,44.5435659070281,2
2,6,8212,1,9,1,2020,124.322510811156,4
2,10,8439,1,9,3,2020,46.0315629416536,3
2,12,8310,1,5,1,2020,128.977972411611,1
1,11,8207,1,8,1,2020,234.716226837715,5
1,6,8212,2,8,1,2020,132.07524408918,-7
2,8,8424,1,8,1,2020,105.297122213266,1
1,8,8215,1,7,-7,2020,32.3082438776559,3
1,9,8509,1,8,-7,2020,72.2777710820909,2
2,10,8207,1,8,3,2020,292.246498780038,3
1,10,8354,2,8,1,2020,173.207447437724,-7
2,6,8218,1,7,1,2020,187.378291822483,4
2,10,8229,2,5,1,2020,31.5984714978761,-7
2,10,8212,2,4,4,2020,145.542216471695,-7
1,10,8215,1,8,1,2020,32.3082438776559,5
2,11,8215,2,8,1,2020,49.6454273478429,-7
2,12,8510,1,7,-7,2020,163.581811203163,3
1,11,8439,2,7,1,2020,76.6746688229181,-7
1,6,8218,1,5,3,2020,175.817439249281,1
2,9,8330,1,3,-7,2020,186.54441207555,2
1,7,8218,1,9,1,2020,147.570009805384,2
2,13,8218,1,8,-7,2020,152.450320759081,3
1,15,8229,1,9,2,2020,29.2096879844082,4
2,10,8231,1,3,2,2020,216.010958961658,1
2,13,8218,1,9,1,2020,150.016425942899,4
2,7,8229,1,8,1,2020,30.5524033775126,1
1,10,8215,2,7,1,2020,38.8711946561952,-7
1,5,8354,1,7,2,2020,223.619671841119,1
2,13,8229,1,8,1,2020,34.4072245199095,1
1,15,8229,2,5,2,2020,32.8950976529644,-7
1,5,8215,1,7,1,2020,35.3117728189623,2
2,9,8218,2,2,-7,2020,152.450320759081,-7
2,9,8406,1,9,1,2020,86.4320455948471,2
2,8,8229,2,7,3,2020,33.6868762233105,-7
1,11,8229,1,9,1,2020,32.8950976529644,5
2,8,8212,1,6,-7,2020,117.533501849633,1
2,14,8218,1,5,-7,2020,152.450320759081,3
2,14,8207,1,4,2,2020,262.272498905162,3
1,8,8215,1,7,1,2020,37.4896924979043,2
1,5,8231,2,8,1,2020,246.963815552756,-7
1,14,8218,2,9,1,2020,147.570009805384,-7
1,12,8510,1,7,-7,2020,177.146587981131,4
1,5,8212,1,8,1,2020,146.349854098819,4
1,6,8439,1,7,1,2020,63.417653301129,4
1,6,8218,1,8,1,2020,175.817439249281,5
2,6,8218,1,9,-7,2020,152.450320759081,3
1,13,8212,1,8,1,2020,154.618207437735,4
1,11,8207,2,6,1,2020,234.716226837715,-7
1,14,8510,2,9,1,2020,110.983404518299,-7
1,13,8207,2,4,1,2020,353.50553676168,-7
2,7,8231,1,8,1,2020,193.059794571982,2
2,13,8229,2,4,3,2020,34.4072245199095,-7
1,6,8401,1,8,1,2020,115.611001664198,2
2,14,8229,1,8,1,2020,33.6868762233105,1
2,14,8439,1,7,1,2020,46.0315629416536,5
1,13,8236,1,9,1,2020,75.4412225217843,4
1,9,8212,1,9,-7,2020,142.123806836706,4
1,6,8212,2,8,1,2020,132.07524408918,-7
1,8,8212,1,6,1,2020,154.873774722756,4
1,8,8212,1,9,1,2020,154.618207437735,3
2,7,8439,1,9,4,2020,46.0016723163669,3
1,8,8236,2,7,2,2020,71.5582184213983,-7
1,10,8212,1,7,1,2020,154.873774722756,1
2,7,8407,1,8,1,2020,87.7177962731095,1
2,7,8229,1,5,4,2020,34.4072245199095,2
2,6,8236,1,8,1,2020,72.5726301952574,3
1,13,8236,2,9,1,2020,64.185553493133,-7
1,7,8212,2,8,1,2020,154.618207437735,-7
2,6,8229,1,8,1,2020,30.5524033775126,1
1,13,8439,1,9,1,2020,63.417653301129,5
1,10,8207,1,8,2,2020,234.716226837715,4
1,6,8215,1,2,-7,2020,32.3082438776559,2
1,4,8212,2,9,1,2020,132.07524408918,-7
2,9,8236,2,8,1,2020,64.3893272791225,-7
2,13,8424,1,8,-7,2020,85.8400452825536,2
1,14,8439,2,9,1,2020,72.2308374645052,-7
2,7,8406,1,2,1,2020,87.7177962731095,1
1,10,8229,2,7,1,2020,32.2064071848605,-7
2,13,8439,1,8,-7,2020,37.9601032602894,3
2,11,8207,2,7,1,2020,335.708798598607,-7
1,13,8439,1,8,3,2020,72.2308374645052,4
2,14,8439,1,8,1,2020,63.417653301129,2
1,1,8345,2,3,1,2020,149.6801024941,-7
2,7,8236,1,3,1,2020,64.483463722513,3
2,13,8510,1,8,2,2020,163.581811203163,1
1,8,8218,1,9,1,2020,173.765414981666,5
1,9,8439,1,7,-7,2020,63.417653301129,1
1,6,8345,1,2,-7,2020,121.752656900072,2
2,11,8207,1,8,1,2020,244.577005003127,1
2,6,8218,1,9,1,2020,171.599067247958,5
1,14,8406,1,4,1,2020,115.611001664198,2
1,11,8212,2,8,3,2020,124.862873538856,-7
1,9,8218,1,5,2,2020,181.580950887887,3
2,13,8406,1,7,-7,2020,94.960550093825,1
