A1,A6,B1,B9,D1,E38,year,weight,B10
2,10,8439,2,8,1,2018,25.5655018470119,-7
2,5,8423,1,8,1,2018,25.5285231069676,1
2,9,8212,2,7,2,2018,139.348473033844,-7
1,9,8312,1,1,2,2018,80.1310400400267,1
2,7,8215,1,7,1,2018,35.0051503799311,2
1,11,8423,2,8,1,2018,25.8194982137825,-7
1,4,8424,2,2,3,2018,59.4354547910541,-7
2,10,8218,1,7,1,2018,178.562187813972,1
1,12,8510,2,7,1,2018,16.2285418585574,-7
1,9,8207,2,8,1,2018,447.89991344211,-7
1,9,8212,2,8,2,2018,137.193659106926,-7
2,12,8406,2,7,1,2018,60.4810602683451,-7
1,12,8207,1,9,1,2018,408.914432160406,4
2,8,8218,1,9,2,2018,142.095116353267,2
1,5,8215,1,7,1,2018,46.7534074736533,1
1,7,8523,1,8,1,2018,28.3682040369577,2
2,12,8998,1,8,1,2018,60.4810602683451,1
1,5,8510,1,8,1,2018,20.0908569046506,4
1,12,8439,1,8,1,2018,25.8194982137825,2
1,3,8229,1,7,1,2018,35.6474305415175,1
1,4,8236,2,8,1,2018,63.3555516634303,-7
1,7,8405,1,5,1,2018,59.3719553578297,4
2,8,8510,1,8,-7,2018,17.0262627671209,3
2,9,8236,2,8,3,2018,67.2393020561023,-7
2,7,8345,1,6,-7,2018,74.0861310147463,1
1,4,8218,1,9,3,2018,143.154874571557,3
1,4,8510,1,8,1,2018,20.0908569046506,2
1,6,8510,1,8,1,2018,17.494372926597,4
2,4,8510,1,8,-7,2018,19.5532706608277,2
1,10,8207,2,9,3,2018,408.914432160406,-7
1,8,8231,1,2,2,2018,340.572614336266,4
2,9,8218,1,5,2,2018,142.095116353267,3
2,9,8423,1,8,-7,2018,28.089135067548,1
1,6,8215,1,2,-7,2018,25.7821520854634,2
2,3,8309,2,6,-7,2018,74.0861310147463,-7
2,9,8207,1,7,1,2018,337.582357485572,4
1,6,8231,1,3,4,2018,324.133316221888,4
2,9,8406,2,2,-7,2018,43.2166569568887,-7
1,4,8207,2,8,1,2018,447.89991344211,-7
1,4,8212,2,8,1,2018,164.279462215597,-7
1,4,8218,2,8,1,2018,181.630434135561,-7
2,8,8510,1,8,1,2018,17.0262627671209,3
1,7,8218,2,5,2,2018,143.154874571557,-7
1,11,8215,1,8,1,2018,35.4303168391754,4
2,10,8231,1,5,2,2018,239.42011175175,3
2,12,8207,1,9,1,2018,265.357290749673,4
2,5,8218,2,8,2,2018,137.855003809855,-7
1,5,8212,1,8,1,2018,141.195454433612,2
1,4,8510,1,8,1,2018,20.0908569046506,4
2,8,8212,1,8,1,2018,133.27280033577,2
1,1,8218,2,5,2,2018,150.776546284591,-7
2,9,8212,1,5,3,2018,340.572614336266,4
1,5,8424,1,7,1,2018,59.4354547910541,2
2,5,8236,1,9,1,2018,69.8454765969629,1
2,10,8231,2,7,1,2018,329.554741980749,-7
1,1,8218,2,9,1,2018,172.316052767439,-7
1,6,8510,1,8,1,2018,17.494372926597,2
1,9,8215,1,7,2,2018,35.4303168391754,1
2,9,8207,2,8,1,2018,264.958256858071,-7
1,4,8236,1,8,1,2018,63.3555516634303,2
2,5,8218,1,4,1,2018,142.095116353267,3
1,7,8407,1,2,1,2018,37.9343667824311,4
2,11,8229,2,8,1,2018,33.341126728719,-7
2,7,8336,1,5,3,2018,74.0861310147463,3
1,11,8207,2,7,1,2018,408.914432160406,-7
1,12,8215,1,7,-7,2018,34.6321536841877,2
1,4,8229,2,8,1,2018,34.0942209782288,-7
2,11,8236,1,5,4,2018,56.7103574790626,2
1,11,8423,1,3,-7,2018,25.8194982137825,1
1,10,8229,2,8,1,2018,32.1817080988778,-7
1,1,8231,1,3,1,2018,324.133316221888,2
2,12,8439,1,7,3,2018,25.5655018470119,2
2,6,8423,2,9,-7,2018,29.6252596461835,-7
2,4,8236,2,7,1,2018,67.2393020561023,-7
1,11,8215,1,8,1,2018,37.5257612419977,2
1,10,8218,2,6,2,2018,160.0077634212,-7
2,5,8215,1,3,-7,2018,35.0051503799311,2
2,7,8439,1,8,1,2018,25.5285231069676,2
1,8,8229,1,5,1,2018,32.0334029629626,1
1,4,8212,1,8,4,2018,165.381712820244,2
1,5,8212,1,8,1,2018,164.279462215597,1
2,11,8207,1,6,1,2018,274.762858202313,2
2,6,8439,2,8,1,2018,29.6252596461835,-7
1,6,8236,2,7,1,2018,59.4354547910541,-7
2,3,8218,1,5,3,2018,142.095116353267,5
2,5,8510,1,8,1,2018,17.0262627671209,1
2,7,8207,1,5,4,2018,274.762858202313,1
1,6,8218,2,2,1,2018,147.557999322535,-7
1,11,8229,2,4,4,2018,32.1817080988778,-7
2,3,8212,1,6,1,2018,166.859695700096,1
2,5,8510,1,7,-7,2018,17.2975092107323,3
1,9,8401,2,2,2,2018,42.0178939775888,-7
2,4,8337,1,7,4,2018,74.0861310147463,1
1,4,8415,1,8,1,2018,25.7821520854634,4
1,5,8236,1,8,1,2018,63.3555516634303,2
1,4,8215,1,3,3,2018,45.7793779605382,2
2,6,8236,1,4,4,2018,63.0115078339826,3
2,4,8236,2,6,-7,2018,67.2393020561023,-7
1,12,8439,1,7,1,2018,26.9008831524086,2
1,4,8236,1,2,2,2018,65.8111932408763,3
1,8,8229,1,8,1,2018,38.6180492681095,5
1,6,8218,2,5,1,2018,147.557999322535,-7
1,3,8432,1,8,-7,2018,31.0737103712154,1
2,11,8510,1,7,-7,2018,15.7943024977442,1
2,5,8231,2,3,1,2018,274.762858202313,-7
2,4,8212,1,8,1,2018,167.979258657,3
2,4,8229,1,3,1,2018,40.009351607687,2
2,9,8229,1,8,1,2018,33.341126728719,3
1,12,8207,1,7,2,2018,373.860811324546,4
1,6,8401,1,8,1,2018,37.9343667824311,2
2,5,8510,2,9,1,2018,17.2975092107323,-7
1,9,8215,2,9,1,2018,35.4303168391754,-7
2,6,8212,1,5,-7,2018,166.859695700096,1
2,7,8207,1,8,1,2018,33.1874785657354,1
1,9,8354,1,6,3,2018,128.606217084254,1
2,6,8231,1,2,-7,2018,274.762858202313,3
1,6,8218,1,5,1,2018,147.557999322535,4
1,9,8215,1,7,1,2018,50.0929365431336,2
1,5,8218,1,7,1,2018,185.427056641267,2
2,9,8425,1,8,2,2018,62.5482270508295,4
1,5,8310,2,6,-7,2018,80.1310400400267,-7
1,6,8215,1,8,1,2018,45.7793779605382,5
1,3,8236,1,2,2,2018,59.3719553578297,5
2,8,8236,1,8,1,2018,82.007624416865,4
1,9,8330,1,3,1,2018,80.1310400400267,2
2,4,8264,1,8,2,2018,25.5285231069676,2
1,12,8207,1,9,1,2018,437.248976833521,2
2,9,8229,1,4,-7,2018,32.7349243898416,1
2,4,8218,1,9,1,2018,142.095116353267,3
2,9,8401,1,8,1,2018,31.9602377550574,3
1,12,8207,1,6,1,2018,408.914432160406,2
1,8,8312,2,5,4,2018,80.1310400400267,-7
2,9,8438,1,8,4,2018,56.7103574790626,3
1,8,8232,1,3,1,2018,364.551812845204,1
1,9,8229,2,9,1,2018,32.1817080988778,-7
1,4,8212,2,5,2,2018,138.575872700505,-7
2,5,8439,1,8,4,2018,25.5285231069676,3
1,7,8207,2,8,1,2018,364.551812845204,-7
2,6,8510,1,8,1,2018,17.0262627671209,3
1,7,8215,1,7,1,2018,38.7711184230461,2
1,4,8336,1,7,-7,2018,80.1310400400267,1
1,5,8510,1,9,1,2018,17.7730768620675,2
1,7,8215,1,7,1,2018,38.7711184230461,5
1,11,8229,1,8,1,2018,32.1817080988778,2
2,6,8218,1,4,1,2018,142.095116353267,3
2,6,8212,2,9,1,2018,166.859695700096,-7
2,5,8207,1,2,1,2018,417.896922330327,3
2,8,8215,1,8,-7,2018,44.6625054770934,1
1,5,8439,2,7,1,2018,28.3682040369577,-7
1,6,8207,2,8,1,2018,364.551812845204,-7
1,7,8310,1,7,3,2018,80.1310400400267,1
1,9,8215,1,7,1,2018,37.5257612419977,2
1,4,8215,1,7,1,2018,46.7534074736533,2
2,10,8406,1,6,-7,2018,39.016627463231,2
1,10,8207,1,8,1,2018,352.07262738276,3
1,7,8354,1,4,1,2018,80.1310400400267,2
2,9,8406,1,8,1,2018,60.4810602683451,4
1,10,8207,1,4,1,2018,317.659513158926,3
1,6,8438,1,8,-7,2018,34.0484073094498,1
1,11,8354,2,6,4,2018,113.217440861469,-7
1,6,8215,1,7,1,2018,38.7711184230461,2
2,5,8406,2,9,1,2018,60.4810602683451,-7
2,9,8212,1,3,1,2018,139.348473033844,4
2,7,8236,2,8,1,2018,67.2393020561023,-7
2,8,8423,1,8,1,2018,28.089135067548,2
1,11,8212,1,7,1,2018,131.211937521916,2
1,4,8236,1,8,1,2018,68.4112841587587,5
2,4,8212,1,8,1,2018,143.413122025624,2
2,4,8229,1,7,1,2018,33.6813419667604,3
2,5,8212,1,4,4,2018,140.752396181062,1
1,9,8423,1,8,2,2018,29.9195901999037,5
2,7,8215,1,8,3,2018,45.6127717411273,1
1,10,8407,1,4,3,2018,58.803409540506,2
1,8,8236,2,2,1,2018,66.0076445491317,-7
2,10,8218,1,8,1,2018,142.095116353267,5
2,12,8229,1,5,2,2018,49.8817891836487,1
2,5,8337,2,4,1,2018,118.904447558095,-7
2,13,8401,1,2,-7,2018,43.2166569568887,3
2,4,8229,2,8,1,2018,33.1874785657354,-7
2,9,8406,1,8,2,2018,31.9602377550574,1
2,3,8215,2,7,1,2018,45.6127717411273,-7
1,7,8218,2,9,1,2018,150.776546284591,-7
2,6,8406,1,8,1,2018,31.9602377550574,2
2,10,8601,1,7,-7,2018,36.6102509834784,2
2,11,8207,1,8,1,2018,265.357290749673,3
1,5,8229,1,6,1,2018,32.0334029629626,4
2,3,8406,1,7,2,2018,31.9602377550574,1
2,8,8229,1,4,-7,2018,40.009351607687,2
1,12,8439,1,7,1,2018,25.8194982137825,2
1,5,8212,2,8,1,2018,138.575872700505,-7
1,9,8207,1,8,2,2018,352.07262738276,3
1,5,8236,1,9,1,2018,59.3719553578297,1
1,5,8218,2,8,1,2018,150.776546284591,-7
2,7,8229,2,8,1,2018,33.6813419667604,-7
2,11,8207,2,3,1,2018,140.339978451488,-7
1,9,8207,1,9,2,2018,437.248976833521,4
2,6,8510,1,8,-7,2018,17.0262627671209,3
2,9,8236,1,8,-7,2018,56.7103574790626,2
2,3,8405,1,7,3,2018,31.9602377550574,3
1,5,8432,1,4,4,2018,59.3719553578297,5
2,8,8439,1,7,-7,2018,25.5655018470119,1
2,8,8427,1,8,-7,2018,33.787238326761,2
1,7,8998,1,8,1,2018,45.7793779605382,3
2,7,8432,1,3,2,2018,63.0115078339826,3
1,3,8218,2,7,1,2018,181.630434135561,-7
1,5,8212,1,8,1,2018,164.279462215597,5
2,11,8207,2,8,1,2018,337.582357485572,-7
1,6,8231,2,8,3,2018,283.74559098134,-7
2,6,8439,1,8,1,2018,29.6252596461835,3
2,9,8250,1,3,-7,2018,36.6102509834784,2
1,11,8310,2,3,1,2018,128.606217084254,-7
1,12,8215,1,9,-7,2018,35.4303168391754,1
2,4,8438,2,8,-7,2018,34.0484073094498,-7
2,6,8510,1,7,-7,2018,17.2975092107323,2
2,5,8336,1,7,-7,2018,74.0861310147463,1
1,4,8236,1,4,-7,2018,59.3719553578297,2
2,4,8229,1,8,3,2018,32.7349243898416,3
1,4,8439,1,8,1,2018,25.7821520854634,2
1,11,8510,2,7,1,2018,17.494372926597,-7
2,6,8218,1,1,-7,2018,142.095116353267,3
2,4,8510,1,8,1,2018,17.0262627671209,1
1,5,8229,1,8,1,2018,32.5100925464258,5
2,8,8214,2,9,-7,2018,48.8708268305858,-7
2,12,8401,1,7,4,2018,43.2166569568887,1
1,7,8229,1,8,2,2018,34.0942209782288,5
2,6,8212,2,7,1,2018,143.413122025624,-7
1,5,8218,1,8,1,2018,191.46228085271,4
1,13,8207,2,4,1,2018,31.5965860999322,-7
1,11,8423,2,8,1,2018,25.8194982137825,-7
1,6,8229,1,8,2,2018,34.0942209782288,3
1,13,8212,2,9,1,2018,120.199506604871,-7
1,10,8207,1,5,1,2018,317.659513158926,4
2,10,8330,1,4,1,2018,98.7393671128755,3
1,11,8215,2,7,3,2018,46.7534074736533,-7
2,9,8510,1,8,1,2018,17.2975092107323,1
1,8,8215,1,8,1,2018,38.7711184230461,4
1,6,8236,2,6,2,2018,59.4354547910541,-7
2,11,8405,1,5,1,2018,31.9602377550574,1
2,6,8423,2,7,-7,2018,29.6252596461835,-7
1,3,8510,1,8,1,2018,17.494372926597,3
1,4,8212,2,8,1,2018,164.279462215597,-7
1,4,8207,2,8,2,2018,447.89991344211,-7
1,7,8236,2,6,1,2018,63.3555516634303,-7
2,6,8336,1,7,-7,2018,74.0861310147463,1
1,10,8207,1,6,1,2018,364.551812845204,2
1,9,8231,1,6,1,2018,340.572614336266,4
1,8,8439,1,8,1,2018,28.3682040369577,4
1,8,8212,2,9,2,2018,164.279462215597,-7
2,10,8229,2,8,3,2018,32.7349243898416,-7
2,6,8231,1,6,2,2018,264.958256858071,2
2,5,8218,2,5,1,2018,142.095116353267,-7
1,9,8212,1,8,1,2018,120.199506604871,2
1,8,8207,1,8,1,2018,364.551812845204,5
1,6,8232,1,8,1,2018,25.7821520854634,4
2,7,8335,1,6,2,2018,98.7393671128755,2
1,11,8439,1,8,1,2018,25.8194982137825,2
1,4,8212,1,5,3,2018,164.279462215597,5
2,7,8406,1,5,-7,2018,31.9602377550574,3
1,9,8354,2,3,1,2018,128.606217084254,-7
1,10,8439,2,7,-7,2018,29.9195901999037,-7
1,6,8354,1,4,-7,2018,80.1310400400267,3
2,11,8539,1,7,1,2018,48.8708268305858,2
1,8,8229,1,9,-7,2018,40.8896998424114,2
1,8,8510,1,8,2,2018,17.494372926597,2
1,10,8207,2,4,1,2018,352.07262738276,-7
2,4,8229,1,9,1,2018,49.8817891836487,2
1,6,8218,1,9,1,2018,147.557999322535,4
1,7,8207,2,5,2,2018,447.89991344211,-7
1,9,8212,1,8,1,2018,137.193659106926,1
1,4,8248,2,4,3,2018,48.1471784687829,-7
2,7,8212,2,8,1,2018,166.859695700096,-7
2,8,8432,1,7,-7,2018,43.2166569568887,1
1,6,8406,2,9,1,2018,58.803409540506,-7
2,11,8264,1,4,1,2018,281.779054361708,2
1,5,8236,2,8,1,2018,63.3555516634303,-7
2,9,8229,1,6,1,2018,32.7349243898416,2
2,5,8207,1,8,2,2018,274.762858202313,2
2,4,8218,1,7,1,2018,137.855003809855,5
2,3,8998,1,4,3,2018,63.0788998376644,3
2,4,8423,2,8,-7,2018,29.6252596461835,-7
2,11,8439,1,8,1,2018,25.5655018470119,2
1,6,8439,1,9,1,2018,25.8194982137825,2
2,4,8236,1,8,-7,2018,63.0788998376644,3
2,3,8236,1,8,1,2018,67.2393020561023,4
1,5,8236,1,2,1,2018,66.0076445491317,3
2,10,8230,1,9,2,2018,34.5659288173129,2
1,5,8212,2,8,1,2018,163.429155491523,-7
1,11,8207,1,4,-7,2018,317.659513158926,4
2,4,8229,2,5,1,2018,33.6813419667604,-7
1,9,8424,1,7,4,2018,37.9343667824311,2
1,6,8207,1,9,1,2018,364.551812845204,3
2,10,8509,1,9,-7,2018,33.787238326761,3
2,5,8214,1,7,-7,2018,48.8708268305858,3
2,6,8207,1,8,1,2018,337.582357485572,5
2,3,8229,1,5,-7,2018,33.1874785657354,1
2,4,8212,1,8,2,2018,167.979258657,3
2,5,8215,1,8,-7,2018,44.6625054770934,4
1,5,8215,1,8,1,2018,38.7711184230461,2
1,11,8510,1,8,1,2018,20.0908569046506,2
1,5,8212,1,9,1,2018,165.381712820244,2
2,7,8423,2,8,1,2018,25.5285231069676,-7
1,6,8231,1,2,2,2018,265.577226720543,5
2,8,8215,1,7,2,2018,48.8708268305858,1
2,4,8215,2,7,1,2018,45.6127717411273,-7
1,1,8218,2,7,1,2018,160.0077634212,-7
1,11,8410,1,5,3,2018,66.0076445491317,2
1,8,8407,2,6,3,2018,58.803409540506,-7
2,6,8229,1,1,-7,2018,33.1874785657354,1
1,12,8310,2,2,2,2018,135.274687229983,-7
2,13,8406,1,3,2,2018,39.016627463231,2
2,4,8236,1,5,-7,2018,70.0539705411917,3
1,7,8207,1,9,1,2018,373.860811324546,5
2,3,8218,2,2,3,2018,137.855003809855,-7
1,4,8424,1,8,1,2018,58.803409540506,4
2,6,8207,1,8,1,2018,337.582357485572,1
1,13,8439,1,7,1,2018,25.8194982137825,2
2,8,8207,1,5,-7,2018,264.958256858071,3
1,5,8212,1,6,-7,2018,177.136115512878,2
1,11,8423,2,7,1,2018,26.9008831524086,-7
2,5,8406,2,4,-7,2018,39.016627463231,-7
1,4,8336,1,5,3,2018,80.1310400400267,1
2,4,8236,1,8,2,2018,69.8454765969629,2
1,6,8218,2,5,1,2018,172.316052767439,-7
1,7,8212,1,8,1,2018,141.195454433612,2
2,9,8215,1,7,1,2018,33.787238326761,2
2,6,8439,2,8,2,2018,29.6252596461835,-7
1,12,8510,1,7,2,2018,16.2285418585574,4
1,7,8212,1,8,1,2018,138.575872700505,1
2,2,8407,1,4,-7,2018,43.2166569568887,1
2,5,8212,2,7,-7,2018,140.752396181062,-7
1,6,8510,2,9,1,2018,17.7730768620675,-7
2,13,8406,1,5,-7,2018,43.2166569568887,3
1,9,8410,1,5,3,2018,37.9343667824311,1
2,3,8439,2,7,3,2018,28.089135067548,-7
1,5,8218,1,8,-7,2018,147.557999322535,3
1,6,8207,1,8,1,2018,364.551812845204,5
2,9,8406,1,2,-7,2018,43.2166569568887,1
1,7,8229,1,5,1,2018,32.5100925464258,1
2,5,8231,2,4,4,2018,201.46632185623,-7
1,6,8207,1,8,2,2018,364.551812845204,4
2,9,8236,2,8,1,2018,82.007624416865,-7
2,1,8405,1,2,1,2018,39.016627463231,1
2,9,8229,1,8,1,2018,36.9317096403403,1
2,5,8401,1,7,-7,2018,39.016627463231,3
2,7,8439,1,6,-7,2018,25.5285231069676,1
2,1,8218,1,7,1,2018,178.562187813972,2
1,1,8218,1,9,1,2018,185.427056641267,2
2,7,8236,2,6,-7,2018,70.0539705411917,-7
2,6,8510,1,8,-7,2018,17.2975092107323,1
2,4,8218,1,5,4,2018,306.344490690134,3
1,4,8215,1,8,1,2018,50.0929365431336,2
1,9,8218,1,4,1,2018,145.735384696726,2
1,8,8215,2,3,1,2018,46.7534074736533,-7
1,4,8229,1,8,1,2018,35.6474305415175,5
2,5,8510,1,8,2,2018,17.0262627671209,1
1,7,8510,1,8,1,2018,17.7730768620675,2
2,6,8231,1,2,2,2018,274.762858202313,3
1,7,8310,1,8,1,2018,106.795807410619,5
2,12,8406,2,3,-7,2018,60.4810602683451,-7
2,6,8236,1,5,1,2018,70.0539705411917,2
2,3,8423,1,7,1,2018,28.089135067548,2
2,7,8212,2,8,1,2018,166.859695700096,-7
2,6,8212,1,7,1,2018,166.859695700096,3
2,6,8231,1,3,4,2018,274.762858202313,2
2,6,8229,1,4,1,2018,40.009351607687,1
1,8,8424,2,5,1,2018,59.3719553578297,-7
1,8,8229,2,6,1,2018,32.1817080988778,-7
1,9,8215,1,8,-7,2018,37.5257612419977,1
2,11,8215,1,8,-7,2018,34.5659288173129,1
2,5,8218,2,8,1,2018,154.083966068582,-7
2,10,8231,1,2,1,2018,239.42011175175,3
2,10,8410,1,7,-7,2018,43.2166569568887,2
2,1,8218,1,7,-7,2018,178.562187813972,3
2,8,8345,1,3,1,2018,74.0861310147463,1
2,7,8236,1,9,3,2018,63.0115078339826,1
2,8,8207,1,9,1,2018,265.357290749673,4
2,9,8207,1,9,1,2018,239.42011175175,2
1,10,8212,1,8,1,2018,131.211937521916,2
1,7,8218,2,5,2,2018,191.46228085271,-7
1,5,8218,1,7,1,2018,185.427056641267,5
1,6,8432,1,6,1,2018,31.0737103712154,1
1,7,8236,1,2,1,2018,66.0076445491317,4
1,4,8236,1,8,1,2018,66.0076445491317,2
1,11,8218,1,7,1,2018,145.735384696726,2
1,5,8218,2,8,1,2018,46.7534074736533,-7
1,7,8207,1,8,1,2018,364.551812845204,2
2,10,8236,1,6,1,2018,70.0539705411917,2
1,5,8439,1,7,2,2018,25.7821520854634,2
2,11,8432,2,7,1,2018,60.4810602683451,-7
2,12,8215,1,3,-7,2018,36.6102509834784,3
2,5,8406,1,8,-7,2018,31.9602377550574,2
2,8,8212,1,8,1,2018,133.27280033577,4
1,6,8231,1,3,1,2018,201.46632185623,4
1,5,8212,1,7,1,2018,165.381712820244,2
2,10,8236,1,8,1,2018,56.7103574790626,3
2,5,8229,2,8,1,2018,35.3225421988,-7
2,4,8439,1,9,1,2018,28.089135067548,4
1,6,8231,2,7,1,2018,283.74559098134,-7
1,7,8229,1,7,2,2018,34.0942209782288,2
2,5,8207,1,8,1,2018,274.762858202313,2
1,7,8423,1,7,1,2018,28.3682040369577,2
2,6,8236,1,9,1,2018,67.2393020561023,4
1,7,8229,1,7,1,2018,32.5100925464258,1
1,4,8607,1,6,-7,2018,46.7534074736533,2
2,6,8218,2,7,1,2018,137.855003809855,-7
1,12,8207,2,3,2,2018,408.914432160406,-7
1,4,8207,2,4,2,2018,447.89991344211,-7
1,3,8310,1,8,1,2018,80.1310400400267,3
1,4,8207,2,9,1,2018,447.89991344211,-7
2,3,8218,1,7,4,2018,178.562187813972,1
2,6,8229,2,6,1,2018,45.0105208212093,-7
2,11,8207,1,8,1,2018,265.357290749673,2
1,13,8229,1,4,1,2018,32.1817080988778,5
1,6,8229,2,8,1,2018,34.0942209782288,-7
1,8,8215,1,8,1,2018,35.8805219879624,2
2,3,8424,1,7,4,2018,31.9602377550574,1
1,8,8215,1,9,1,2018,38.7711184230461,2
1,9,8229,1,8,1,2018,31.5965860999322,2
2,4,8437,2,7,2,2018,60.4810602683451,-7
2,5,8212,2,8,1,2018,166.859695700096,-7
1,6,8229,2,4,2,2018,32.5100925464258,-7
2,5,8215,1,8,1,2018,45.6127717411273,4
2,12,8207,1,4,1,2018,265.357290749673,3
2,10,8212,2,8,1,2018,139.348473033844,-7
1,8,8207,2,8,1,2018,447.89991344211,-7
2,5,8229,1,5,3,2018,35.3225421988,1
1,12,8207,2,6,2,2018,317.659513158926,-7
1,11,8207,2,7,1,2018,317.659513158926,-7
1,7,8207,1,9,1,2018,364.551812845204,2
2,3,8231,2,6,1,2018,262.253115003588,-7
2,8,8510,1,2,-7,2018,17.0262627671209,3
2,7,8406,1,7,-7,2018,39.016627463231,2
1,4,8510,1,7,1,2018,20.0908569046506,4
1,10,8231,1,8,2,2018,340.572614336266,2
2,3,8215,1,8,-7,2018,44.6625054770934,2
2,5,8424,2,6,1,2018,31.9602377550574,-7
1,6,8231,2,4,2,2018,213.814257988535,-7
1,5,8218,1,8,1,2018,147.557999322535,2
2,8,8212,1,6,3,2018,167.979258657,2
2,8,8218,1,8,1,2018,142.095116353267,4
1,10,8207,1,9,1,2018,317.659513158926,2
1,7,8439,1,7,1,2018,28.3682040369577,2
1,13,8215,1,6,4,2018,37.5257612419977,2
1,3,8510,2,7,1,2018,20.0908569046506,-7
1,4,8510,1,8,1,2018,20.0908569046506,4
2,9,-9,2,3,2,2018,82.007624416865,-7
2,9,8229,1,8,2,2018,33.341126728719,3
1,4,8510,1,7,1,2018,20.0908569046506,4
2,11,8215,1,9,2,2018,36.6102509834784,2
1,8,8229,1,9,1,2018,31.5965860999322,4
1,13,8406,2,8,1,2018,42.0178939775888,-7
1,12,8510,1,7,1,2018,17.494372926597,2
1,11,8207,2,8,1,2018,408.914432160406,-7
2,8,8354,2,5,1,2018,74.0861310147463,-7
2,4,8236,1,7,1,2018,72.6049553484002,3
2,10,8407,1,8,1,2018,43.2166569568887,3
2,3,8424,1,7,-7,2018,60.4810602683451,1
2,4,8236,2,2,-7,2018,63.0115078339826,-7
1,7,8423,1,7,-7,2018,25.7821520854634,1
1,9,8218,2,9,2,2018,160.0077634212,-7
2,9,8218,1,5,1,2018,154.083966068582,4
2,10,8229,1,8,-7,2018,32.7349243898416,2
1,12,8215,2,7,1,2018,37.5257612419977,-7
2,12,8439,1,8,4,2018,122.087404139836,2
1,5,8229,1,8,1,2018,32.1817080988778,5
2,7,8212,1,8,-7,2018,166.859695700096,1
2,10,8229,1,9,1,2018,33.341126728719,3
1,9,8439,2,8,1,2018,28.3682040369577,-7
1,4,8523,1,8,-7,2018,165.381712820244,3
1,11,8229,1,6,1,2018,31.5965860999322,2
2,8,8439,1,7,1,2018,29.6252596461835,3
2,6,8231,2,2,-7,2018,274.762858202313,-7
2,12,8509,1,5,1,2018,25.5655018470119,2
1,8,8432,1,6,1,2018,58.9354337299395,4
1,13,8510,1,8,1,2018,20.0908569046506,2
1,4,8229,1,9,3,2018,40.8896998424114,3
2,7,8236,1,8,1,2018,63.0788998376644,1
1,5,8229,1,2,3,2018,40.8896998424114,5
2,10,8309,1,6,-7,2018,74.0861310147463,2
2,10,8236,2,6,2,2018,63.0115078339826,-7
1,10,8215,2,7,1,2018,46.7534074736533,-7
2,4,8229,1,4,1,2018,33.1874785657354,1
2,8,8406,1,5,-7,2018,31.9602377550574,2
1,9,8236,1,8,1,2018,58.9354337299395,2
1,3,8236,1,8,1,2018,59.4354547910541,2
2,10,8439,1,6,-7,2018,25.5285231069676,1
1,6,8218,1,4,1,2018,143.154874571557,4
1,6,8207,1,8,1,2018,364.551812845204,5
1,8,8231,1,7,1,2018,201.46632185623,3
1,6,8207,1,7,1,2018,364.551812845204,4
2,8,8439,2,8,2,2018,28.089135067548,-7
1,9,8218,1,5,4,2018,145.735384696726,2
1,5,8218,2,3,2,2018,172.316052767439,-7
1,10,8218,1,9,2,2018,145.735384696726,2
1,9,8229,2,7,1,2018,32.1817080988778,-7
1,9,8212,1,9,1,2018,35.4303168391754,5
1,11,8215,1,9,1,2018,35.4303168391754,2
2,8,8601,1,9,1,2018,33.6813419667604,3
2,7,8406,2,8,2,2018,264.958256858071,-7
1,4,8231,1,7,-7,2018,201.46632185623,3
2,12,8212,2,8,2,2018,139.348473033844,-7
2,4,8236,1,2,1,2018,70.0539705411917,3
2,4,8424,2,4,4,2018,39.016627463231,-7
2,7,8439,1,8,2,2018,25.5655018470119,2
2,7,8215,1,7,1,2018,45.6127717411273,3
1,8,8231,2,4,1,2018,283.74559098134,-7
2,10,8212,1,4,-7,2018,133.27280033577,2
1,11,8231,1,3,1,2018,201.46632185623,2
1,5,8236,2,2,2,2018,65.8111932408763,-7
1,7,8218,2,5,-7,2018,143.154874571557,-7
1,4,8207,1,6,1,2018,364.551812845204,5
1,5,8218,1,7,2,2018,185.427056641267,5
2,3,8218,1,7,3,2018,137.855003809855,1
1,10,8423,1,7,2,2018,25.8194982137825,2
1,12,8242,1,6,1,2018,137.193659106926,3
2,9,8218,1,4,2,2018,140.339978451488,1
1,10,8212,1,5,1,2018,131.211937521916,2
1,7,8218,1,7,2,2018,185.427056641267,5
2,12,8212,2,8,1,2018,133.27280033577,-7
1,8,8315,2,7,1,2018,128.606217084254,-7
2,6,8212,2,8,2,2018,165.996033746757,-7
1,11,8229,1,5,1,2018,32.1817080988778,1
2,6,8231,1,3,3,2018,274.762858202313,3
1,11,8218,1,8,1,2018,145.735384696726,4
2,4,8510,1,8,1,2018,17.7730768620675,4
1,8,8218,1,9,1,2018,185.427056641267,4
1,6,8212,2,4,2,2018,177.136115512878,-7
2,6,8510,1,7,1,2018,17.0262627671209,3
1,6,8236,1,6,2,2018,59.3719553578297,2
2,12,8423,1,7,1,2018,28.089135067548,1
2,5,8229,1,9,2,2018,45.0105208212093,5
1,8,8216,2,7,1,2018,46.7534074736533,-7
2,9,8232,1,7,-7,2018,25.5655018470119,2
1,7,8218,1,8,1,2018,181.630434135561,3
1,5,8510,1,7,1,2018,17.494372926597,1
2,7,8212,1,6,-7,2018,143.413122025624,2
1,4,8231,1,3,2,2018,201.46632185623,5
