"W22A1";"W22B1";"W22A6";"W22B9";"W22D1";"W22E38";"weight_2022"
1;8264;6;1;8;1;229.759022991205
2;8563;9;1;7;1;178.9736695364
1;8240;15;1;7;1;240.262010655601
1;8264;15;1;8;1;190.040548379822
2;8227;10;2;9;1;358.002450287437
1;8229;12;1;5;2;235.112433397301
2;8207;17;1;8;1;283.941296488082
1;8264;9;1;8;1;229.759022991205
1;8230;7;1;8;1;195.871876326333
2;8218;7;1;5;-7;200.865581872604
1;8243;7;1;4;2;240.262010655601
1;8240;15;1;9;1;240.262010655601
2;8215;10;1;8;1;140.799744167925
2;8212;9;1;8;1;159.649741344398
2;8214;15;1;8;2;283.941296488082
2;8415;10;1;8;-7;163.617151085662
1;8240;10;1;8;1;240.262010655601
1;8523;11;2;8;2;178.920321196019
1;8236;15;1;9;1;192.599683833511
1;8215;8;1;8;-7;178.920321196019
1;8601;15;2;8;2;205.10302147363
2;8243;16;2;8;1;203.173468508643
1;8230;9;1;9;3;195.871876326333
1;8542;7;2;9;2;298.439783224148
1;8510;6;1;8;1;316.629707860482
2;8432;10;1;2;2;202.157018949102
1;8207;12;2;8;1;182.632773051934
1;8229;7;1;5;2;245.561874881626
1;8215;16;1;9;1;130.226816060394
2;8236;16;1;6;-7;202.157018949102
2;8439;12;1;5;-7;201.022012559416
1;8212;12;1;8;1;179.752137312689
2;8232;11;2;5;2;232.881185752764
1;8215;14;1;6;1;141.864106006216
1;8212;16;2;8;1;203.542861368781
2;8230;11;2;8;1;221.248092926738
1;8420;9;1;8;2;190.040548379822
1;8218;12;2;8;1;195.320379906156
1;8218;10;1;3;1;162.886313888015
2;8207;14;1;5;1;172.465536098713
2;8310;10;2;4;-7;313.204169830961
2;8304;8;1;7;1;358.406529872499
2;8542;9;1;5;-7;237.302034289981
2;8212;17;2;8;-7;187.951286400905
2;8207;9;1;8;1;171.814722754944
2;8265;8;1;8;1;169.833270801264
1;8218;6;1;9;1;162.886313888015
2;8231;8;1;6;3;441.391610428513
1;8229;16;2;9;1;220.666200930493
2;8236;10;1;4;1;213.819923888473
2;8427;6;2;8;1;178.574689151329
1;8407;16;2;8;1;310.768278047512
2;8423;10;1;7;2;205.91870260894
1;8218;14;1;8;1;180.427916922109
2;8231;11;1;5;4;589.226121098349
1;8214;8;1;9;1;307.707023137098
1;8206;7;1;8;1;331.708170941791
1;8240;11;1;3;2;240.262010655601
1;8212;9;2;8;1;168.217240800645
2;8424;6;1;6;1;247.124143702951
1;8601;10;1;5;2;169.553250237412
1;8234;10;1;8;1;301.552882674356
2;8262;13;2;8;1;231.99738618634
2;8359;11;1;7;-7;447.21941557594
2;8262;15;1;8;2;203.173468508643
2;8349;16;2;5;1;249.140480710237
1;8230;8;2;5;3;221.465801499641
2;8207;15;2;8;1;178.9736695364
2;8207;11;1;3;1;178.9736695364
2;8252;8;2;7;1;275.652808318178
2;8264;11;1;8;1;167.227133653418
2;8215;7;1;7;1;172.407850001541
2;8207;6;1;8;4;126.559952029311
1;8212;7;1;8;1;203.542861368781
2;8255;7;1;5;-7;181.748719597832
2;8406;7;1;5;3;203.580530281607
1;8317;9;2;8;1;203.542861368781
1;8510;7;2;8;1;298.352708463657
2;8439;10;1;7;-7;220.233906533626
2;8229;14;1;3;3;203.441777038342
1;8234;12;2;8;1;258.059678442478
1;8212;10;2;9;1;226.821956950548
1;8230;10;1;8;1;221.465801499641
2;8230;10;1;8;1;278.655268553562
2;8232;13;2;6;2;211.487472335084
2;8406;6;2;5;1;202.157018949102
2;8212;6;1;9;1;202.313012604297
2;8215;7;1;7;1;144.822594001294
1;8207;10;1;9;2;172.5801451351
2;8211;9;1;8;1;283.941296488082
1;8236;9;1;8;1;170.932219402241
2;8261;12;1;7;-7;203.173468508643
1;8216;9;1;8;1;285.512835723593
2;8236;8;1;7;3;242.451830158551
1;8510;16;1;8;1;194.418363302137
2;8510;12;1;7;1;214.709320249608
2;8207;12;1;4;-7;175.990775044127
1;8240;9;1;5;1;243.684546419926
2;8406;8;2;8;2;306.954199546824
2;8207;15;2;7;1;172.465536098713
1;8206;6;1;8;1;331.708170941791
2;8218;13;1;2;1;177.831276974623
1;8212;5;2;8;1;203.542861368781
2;8204;16;1;8;2;263.333109329969
2;8230;11;2;8;1;278.655268553562
2;8254;6;1;8;-7;259.9491730007
2;8302;11;1;1;-7;313.204169830961
2;8230;7;1;9;1;195.871876326333
1;8229;12;2;4;1;235.112433397301
1;8439;10;1;8;1;298.373194155132
1;8508;10;1;7;-7;237.093827783628
2;8266;10;1;8;2;167.227133653418
2;8563;11;1;8;1;186.132616317856
1;8362;15;1;5;4;348.284851309436
2;8406;7;1;7;-7;230.570373311366
2;8236;5;1;2;-7;213.819923888473
1;8215;8;1;6;2;166.690324557304
1;8305;8;2;3;2;405.665114168846
2;8542;8;1;7;2;237.302034289981
1;8437;7;1;9;1;195.320379906156
1;8349;12;1;7;-7;194.667622601244
1;8230;9;1;8;2;195.871876326333
2;8323;13;2;7;1;447.21941557594
2;8401;7;1;5;3;306.954199546824
1;8207;16;2;8;1;179.607469923785
1;8218;8;1;5;3;153.785782990628
1;8427;7;1;4;-7;229.759022991205
2;8236;9;2;8;1;210.580228071981
2;8401;6;1;8;1;283.356630937594
2;8510;13;1;8;1;274.668040000163
2;8214;7;1;7;2;283.941296488082
1;8229;13;2;3;1;235.112433397301
1;8528;5;1;8;2;237.093827783628
1;8218;9;1;9;1;162.76698325513
2;8207;15;1;9;1;171.814722754944
2;8205;13;1;8;-7;262.531952627241
2;8207;9;1;7;1;226.440599283011
2;8240;6;1;8;1;231.99738618634
1;8439;10;1;9;1;320.413627529945
1;8215;14;1;7;2;180.314053006699
1;8207;15;1;8;1;151.68771899012
1;8230;11;1;8;2;250.716001697707
2;8510;14;1;7;1;310.744271313633
1;8362;10;2;6;1;549.913171453532
1;8207;15;1;4;1;182.632773051934
2;8424;12;2;8;2;202.157018949102
2;8265;13;2;7;1;167.227133653418
2;8234;11;1;7;1;270.869578788908
1;8207;7;2;7;2;257.073304361634
1;8510;8;1;6;3;238.437615370546
2;8232;11;1;9;1;232.881185752764
2;8212;5;2;9;1;202.313012604297
2;8231;10;2;4;1;435.21830119175
2;8240;11;1;8;1;203.173468508643
1;8218;12;1;8;1;195.320379906156
1;8439;15;1;8;1;212.076221176426
1;8264;11;1;8;-7;199.396390761598
2;8207;7;1;5;1;175.990775044127
1;8207;6;1;8;-7;185.594385587911
2;8327;6;1;8;-7;313.204169830961
2;8227;13;1;3;1;249.140480710237
2;8423;14;2;9;1;220.233906533626
2;8514;6;1;5;1;237.302034289981
1;8510;8;1;8;-7;194.418363302137
2;8204;7;1;9;1;283.941296488082
1;8215;9;1;8;1;141.864106006216
2;8218;9;2;9;1;200.865581872604
1;8409;10;2;7;2;190.040548379822
2;8410;14;1;7;1;256.066135744834
2;8214;9;2;9;1;249.140480710237
1;8236;11;1;8;1;226.304628504376
2;8229;10;2;5;2;207.074665914026
2;8212;8;1;7;1;137.753116741036
2;8439;10;1;8;-7;207.649111874561
1;8415;7;1;8;1;190.040548379822
1;8232;17;1;8;1;251.533561772777
2;8406;9;1;7;4;353.615139838104
1;8510;10;2;8;1;317.916820494061
2;8214;11;1;3;1;263.333109329969
2;8207;17;2;4;-7;175.990775044127
2;8214;8;1;8;2;263.333109329969
2;8264;7;1;9;1;162.64033227321
2;8539;9;1;9;1;225.436932575482
2;8260;16;1;7;2;211.487472335084
1;8240;14;1;8;1;240.262010655601
2;8264;6;1;8;-7;167.227133653418
2;8243;7;1;8;2;211.487472335084
2;8234;6;1;9;1;283.941296488082
1;8229;11;1;6;2;245.561874881626
1;8236;8;1;5;3;192.599683833511
2;8212;15;2;8;1;185.675847098231
1;8567;6;1;7;1;169.553250237412
2;8432;8;1;4;4;306.954199546824
1;8207;5;1;8;1;172.5801451351
1;8510;14;1;7;-7;194.418363302137
2;8211;16;1;8;1;263.333109329969
2;8510;5;1;1;3;314.5624901483
1;8401;8;1;8;1;310.768278047512
2;8207;6;1;8;1;178.9736695364
2;8218;10;2;8;2;151.867719627818
1;8407;10;1;8;2;295.229864145137
1;8304;16;1;4;2;348.284851309436
1;8236;11;1;7;1;170.932219402241
1;8207;12;1;7;2;185.594385587911
1;8510;9;1;9;1;194.418363302137
2;8534;7;1;7;1;188.205061678261
2;8264;9;1;8;1;162.64033227321
2;8227;11;1;9;3;263.333109329969
1;8229;12;2;9;1;232.744084709233
1;8401;6;1;8;1;310.768278047512
2;8230;16;1;9;1;241.361555920078
1;8212;13;1;8;1;168.217240800645
2;8230;6;1;8;3;221.248092926738
1;8601;10;1;6;-7;190.040548379822
2;8212;13;1;2;3;185.675847098231
1;8218;9;1;5;2;153.785782990628
2;8212;7;1;7;-7;189.025293751768
1;8218;11;1;5;1;162.886313888015
2;8214;7;2;8;1;281.287639511558
1;8349;9;1;8;3;326.192708761499
1;8212;12;2;8;1;226.158734854201
1;8236;10;2;8;1;192.599683833511
2;8207;11;1;8;1;186.132616317856
1;8601;6;1;8;2;199.396390761598
1;8212;11;2;8;2;222.995675625471
1;8512;8;1;8;1;290.978788643544
1;8227;7;2;7;1;301.552882674356
1;8230;15;1;8;1;255.358890618035
2;8207;15;1;7;2;178.9736695364
2;8240;11;2;4;-7;231.99738618634
1;8218;5;1;7;1;195.320379906156
2;8427;9;1;4;1;163.617151085662
2;8251;9;2;4;3;211.487472335084
2;8264;5;1;8;-7;178.574689151329
2;8508;14;1;7;1;222.470657146857
1;8218;15;1;8;1;162.886313888015
2;8212;10;1;8;1;159.649741344398
1;8236;5;1;8;1;213.063400240822
1;8218;7;1;7;-7;153.785782990628
1;8218;10;1;8;1;162.886313888015
1;8243;9;1;8;1;252.12680130526
2;8542;5;1;7;-7;196.621685554556
2;8212;5;1;7;2;137.753116741036
2;8218;7;1;8;-7;184.70398333113
1;8514;6;1;8;1;298.439783224148
2;8266;13;2;7;2;172.687611486999
2;8227;11;1;8;1;263.333109329969
2;8204;12;1;9;1;263.333109329969
2;8207;5;1;4;2;126.559952029311
1;8207;11;1;8;1;182.632773051934
1;8214;5;1;9;1;331.708170941791
1;8228;11;1;8;1;285.512835723593
1;8261;6;1;8;2;220.685106083663
1;8354;8;1;8;-7;326.192708761499
1;8230;13;2;8;1;194.521035799945
1;8230;5;1;8;1;195.871876326333
1;8205;8;1;8;1;332.725256605253
1;8230;11;1;8;1;195.871876326333
1;8357;11;1;1;1;491.98858900786
1;8205;6;1;8;4;337.34644072477
1;8230;6;1;2;1;225.644401527936
1;8248;6;2;4;2;249.86264480701
1;8231;7;2;4;2;515.657045219744
1;8357;13;2;9;1;348.284851309436
2;8230;5;1;8;-7;263.989201787585
2;8231;9;1;8;-7;435.21830119175
2;8230;9;2;8;1;278.655268553562
2;8302;12;1;6;2;447.21941557594
2;8230;14;1;8;1;221.248092926738
2;8230;8;1;8;1;299.187762025929
2;8362;12;2;4;1;459.366115752076
2;8998;17;2;2;1;227.149559834886
2;8256;16;2;5;3;249.935722576944
2;8312;7;1;2;2;573.30621981617
2;8333;7;1;7;-7;413.688059213878
2;8331;12;1;5;-7;313.204169830961
2;8252;12;2;4;1;267.518314500503
2;8231;15;1;2;2;441.391610428513
2;8230;5;1;8;-7;221.248092926738
2;8231;14;2;7;1;441.391610428513
2;8215;5;1;8;3;135.167754401208
2;8423;6;1;7;-7;186.603593779167
1;8362;12;1;7;1;326.192708761499
1;8215;4;1;1;-7;179.192098899102
1;8207;13;1;9;2;185.594385587911
1;8227;4;1;8;1;307.707023137098
1;8439;11;2;9;1;320.413627529945
2;8227;6;1;8;1;281.287639511558
1;8214;8;1;2;3;331.708170941791
2;8424;4;1;8;-7;227.614342884297
1;8424;5;1;5;-7;310.768278047512
1;8212;9;1;7;1;179.752137312689
2;8215;6;1;8;1;144.822594001294
1;8510;10;1;8;1;194.418363302137
2;8218;9;1;5;1;181.748719597832
1;8305;12;1;3;1;494.012181593237
2;8214;7;1;8;-7;263.333109329969
2;8229;12;1;8;1;207.074665914026
1;8601;6;1;6;-7;190.040548379822
1;8510;6;2;7;1;399.107885420237
1;8244;14;1;5;1;251.533561772777
1;8231;10;1;3;1;494.012181593237
1;8207;4;2;6;1;179.607469923785
1;8205;15;1;8;3;319.607056524042
1;8357;4;1;8;1;348.284851309436
1;8255;4;2;7;4;249.86264480701
2;8424;10;1;8;2;247.124143702951
1;8215;10;1;8;1;180.314053006699
2;8407;6;1;6;4;227.614342884297
2;8236;3;1;9;1;213.063400240822
1;8265;12;2;8;1;194.667622601244
1;8212;11;1;8;2;177.32900801068
1;8359;7;2;7;3;348.284851309436
1;8401;4;1;7;3;368.317959167422
1;8345;7;2;8;4;493.203375647386
1;8231;10;1;7;2;515.657045219744
1;8215;6;1;8;1;166.690324557304
1;8510;11;1;7;2;317.916820494061
2;8240;6;1;9;2;233.715885343276
1;8218;4;1;5;3;195.320379906156
2;8510;9;1;8;4;274.668040000163
2;8229;11;1;7;1;207.074665914026
1;8510;6;1;3;-7;250.986963547943
2;8212;11;2;8;1;137.753116741036
2;8406;4;2;8;-7;265.550066698347
2;8261;9;2;4;1;232.881185752764
2;8248;7;1;2;3;259.9491730007
2;8239;4;1;2;-7;247.591109794796
2;8218;8;1;8;4;181.748719597832
1;8231;13;1;2;1;432.505510292572
2;8514;6;1;8;-7;188.205061678261
2;8229;12;1;4;1;211.368080039836
2;8212;5;1;8;1;159.649741344398
2;8423;12;2;7;3;220.233906533626
2;8205;3;1;7;-7;267.518314500503
2;8230;13;1;8;3;263.989201787585
2;8229;9;2;7;1;241.805083565572
2;8230;7;2;9;1;299.187762025929
1;8231;11;1;2;2;322.433830574186
2;8214;3;2;8;1;358.002450287437
1;8523;13;1;8;1;237.093827783628
2;8244;8;2;8;4;233.715885343276
2;8515;5;1;5;-7;222.470657146857
1;8230;7;2;4;1;195.871876326333
2;8351;11;2;6;-7;413.688059213878
2;8264;11;1;5;-7;162.64033227321
2;8264;10;1;7;2;162.64033227321
2;8510;8;1;7;1;250.343850291035
2;8229;12;1;9;1;211.368080039836
2;8234;11;1;8;1;283.941296488082
1;8218;16;2;4;3;162.76698325513
2;8266;8;1;8;1;169.833270801264
2;8215;4;1;7;-7;139.828711449526
2;8215;3;2;7;-7;172.407850001541
2;8432;6;1;8;1;283.356630937594
2;8406;8;1;5;1;260.130677582054
2;8218;9;2;8;1;177.831276974623
2;8212;11;1;8;1;137.753116741036
1;8359;9;2;7;1;236.289148317942
1;8227;3;2;8;1;258.059678442478
2;8427;5;1;5;-7;178.574689151329
1;8218;9;1;8;1;153.785782990628
2;8244;9;1;5;3;203.173468508643
2;8252;9;1;8;-7;227.149559834886
1;8212;6;2;6;1;168.217240800645
1;8242;3;2;9;1;307.707023137098
1;8239;6;1;3;3;214.167981263151
2;8207;12;1;9;1;178.9736695364
1;8439;10;1;8;1;264.93748166311
1;8212;4;2;6;1;226.821956950548
1;8218;7;1;5;2;181.397959486206
2;8230;5;1;8;-7;278.655268553562
1;8349;6;1;9;1;179.192098899102
1;8215;10;1;7;1;172.550531280022
1;8230;6;1;5;1;194.521035799945
1;8506;9;1;4;-7;290.978788643544
2;8406;7;2;5;1;187.951286400905
1;8415;11;1;3;1;205.10302147363
1;8251;5;1;4;2;240.262010655601
2;8230;12;2;5;1;278.655268553562
1;8218;6;2;8;1;162.76698325513
2;8345;7;1;4;3;358.406529872499
2;8525;9;1;1;3;237.302034289981
1;8255;3;1;3;1;214.167981263151
1;8236;7;1;8;1;170.932219402241
1;8230;10;1;5;3;255.358890618035
2;8427;10;2;8;1;162.64033227321
1;8250;11;2;4;1;240.262010655601
1;8227;8;2;7;1;307.707023137098
1;8601;10;1;8;1;255.129220656235
1;8212;11;1;8;1;226.158734854201
2;8218;8;1;2;-7;177.831276974623
2;8215;12;1;7;1;139.828711449526
1;8304;4;1;8;2;447.909188087932
2;8239;12;1;6;4;247.591109794796
2;8207;8;1;9;2;171.814722754944
1;8229;12;2;9;1;232.744084709233
2;8229;5;1;8;1;162.753421630674
1;8232;13;1;8;2;252.12680130526
2;8212;8;1;7;-7;187.951286400905
1;8227;9;2;6;1;258.059678442478
2;8229;8;1;7;1;165.003468934323
1;8230;4;1;8;1;203.777619311051
1;8439;8;1;7;2;264.510507478319
1;8229;9;1;9;1;220.666200930493
1;8231;13;1;2;3;425.359767079043
1;8227;8;1;8;1;285.512835723593
2;8230;4;1;8;3;241.361555920078
2;8262;12;1;8;1;233.715885343276
1;8218;5;2;5;2;240.775122695377
1;8437;7;1;6;-7;332.200573085271
1;8215;9;1;7;1;166.690324557304
2;8207;5;2;7;1;226.440599283011
2;8264;10;1;8;-7;167.227133653418
1;8601;5;1;7;4;194.667622601244
1;8236;9;1;8;1;192.599683833511
1;8215;4;1;6;-7;156.272179272472
2;8510;13;1;7;-7;310.744271313633
1;8207;5;2;8;1;257.073304361634
2;8236;4;1;8;3;196.057453722189
1;8215;6;2;6;1;202.879671336192
2;8248;7;1;9;3;229.299742160917
2;8252;11;1;4;-7;262.531952627241
1;8409;6;1;5;2;229.759022991205
1;8215;5;1;8;-7;166.690324557304
1;8510;10;1;8;1;238.437615370546
2;8230;8;1;9;4;241.361555920078
2;8407;5;1;8;-7;247.124143702951
1;8239;12;1;7;1;337.34644072477
1;8424;4;2;8;1;368.317959167422
1;8302;9;1;7;4;447.909188087932
2;8240;8;2;7;3;203.173468508643
1;8231;10;1;8;2;422.815391273151
1;8201;5;1;8;3;214.167981263151
2;8236;14;1;8;1;242.451830158551
2;8304;15;2;1;2;358.406529872499
1;8430;4;1;8;1;190.040548379822
2;8229;10;2;8;2;165.003468934323
2;8534;4;1;5;1;179.890251800469
2;8229;4;2;8;1;241.805083565572
1;8215;7;1;5;-7;141.864106006216
1;8439;8;1;8;1;228.644675955835
1;8234;6;1;8;-7;307.707023137098
2;8409;13;1;1;4;172.687611486999
2;8207;3;1;7;1;186.132616317856
1;8510;5;1;7;1;286.474497588055
1;8218;10;2;9;2;195.320379906156
1;8231;9;2;2;-7;432.505510292572
1;8205;11;2;8;2;249.86264480701
1;8212;4;2;6;1;226.158734854201
2;8264;6;1;5;-7;177.173003993155
2;8265;12;1;8;-7;167.227133653418
1;8207;12;2;8;-7;182.632773051934
1;8236;9;1;8;1;200.303671186851
2;8230;7;1;8;1;291.645213403427
2;8439;11;1;8;2;224.953204530775
2;8212;8;1;9;1;159.649741344398
1;8207;11;1;9;1;172.5801451351
2;8424;6;1;7;-7;247.124143702951
1;8227;8;1;4;1;285.512835723593
2;8437;13;1;5;-7;202.157018949102
1;8998;14;1;6;3;151.68771899012
1;8218;7;1;4;2;186.394448566359
2;8263;10;1;4;-7;233.715885343276
2;8251;4;1;8;1;211.487472335084
1;8244;9;2;8;2;232.744084709233
2;8236;5;2;6;1;242.451830158551
1;8304;6;1;8;1;405.665114168846
2;8510;9;1;7;1;121.46411109786
2;8439;8;1;9;1;205.91870260894
1;8215;3;2;8;1;172.550531280022
1;8406;5;2;8;1;368.317959167422
2;8207;13;2;9;1;126.559952029311
1;8423;10;1;2;2;298.373194155132
1;8424;3;1;8;1;203.542861368781
2;8438;10;1;5;1;227.614342884297
1;8216;7;2;8;1;297.244984350437
2;8215;6;1;8;1;249.140480710237
2;8264;4;1;8;1;250.554025393865
1;8230;8;1;8;1;194.521035799945
1;8510;9;1;8;1;218.712007132344
2;8264;8;1;8;1;214.289626981595
2;8218;10;2;5;-7;181.748719597832
2;8424;11;2;5;1;247.124143702951
1;8230;10;2;4;2;250.716001697707
2;8439;6;1;7;1;220.233906533626
1;8207;4;2;8;2;203.777619311051
2;8508;11;1;8;-7;179.890251800469
1;8218;13;1;6;1;153.785782990628
1;8227;6;2;8;1;434.932042318782
2;8427;7;1;8;1;177.173003993155
2;8229;13;1;4;1;211.368080039836
2;8215;6;2;9;1;133.080221514703
2;8508;13;1;7;-7;225.436932575482
1;8510;9;2;8;1;286.474497588055
1;8439;12;1;9;3;212.076221176426
1;8264;6;1;3;-7;283.941296488082
1;8337;5;2;2;1;493.203375647386
2;8406;6;1;8;1;353.615139838104
2;8230;9;2;8;1;299.187762025929
2;8207;15;1;8;2;171.814722754944
2;8331;8;2;7;-7;447.21941557594
2;8231;17;1;2;1;441.391610428513
1;8215;12;1;6;1;141.864106006216
2;8542;8;1;6;1;222.470657146857
2;8230;10;1;8;3;221.248092926738
1;8320;13;2;8;1;405.665114168846
1;8336;16;1;7;-7;405.665114168846
1;8252;12;2;6;1;319.607056524042
1;8218;13;2;5;2;153.785782990628
1;8236;4;1;7;1;179.192098899102
1;8231;9;2;7;4;432.505510292572
2;8331;7;1;6;2;339.767837094731
2;8510;14;1;8;1;274.668040000163
2;8214;12;1;7;1;283.941296488082
1;8265;9;1;7;2;194.667622601244
2;8264;15;1;8;-7;169.833270801264
1;8234;8;1;8;1;258.059678442478
1;8541;5;1;2;-7;290.978788643544
2;8407;7;1;8;1;227.614342884297
1;8406;5;1;7;3;422.815391273151
2;8229;8;1;6;4;162.753421630674
2;8439;4;1;8;2;207.649111874561
1;8229;6;2;6;2;289.949152557022
2;8218;7;1;5;3;200.865581872604
2;8406;4;1;6;-7;227.614342884297
1;8252;10;1;4;1;245.561874881626
2;8423;12;1;7;-7;186.603593779167
2;8349;11;2;9;1;339.767837094731
2;8207;9;1;6;1;126.559952029311
1;8264;10;1;8;3;229.759022991205
2;8212;3;1;8;-7;185.675847098231
1;8352;12;2;2;1;337.34644072477
1;8239;4;1;6;4;319.607056524042
1;8423;7;1;9;2;320.413627529945
1;8533;11;2;4;1;290.978788643544
1;8229;11;2;7;1;255.129220656235
2;8205;5;1;8;-7;135.167754401208
1;8510;4;1;8;2;218.712007132344
1;8215;9;1;8;1;172.550531280022
1;8406;6;1;5;4;153.785782990628
2;8439;5;1;7;2;252.882617239049
1;8211;6;1;8;1;285.512835723593
2;8229;4;1;5;1;247.036443546558
2;8510;4;1;7;-7;250.343850291035
2;8240;6;1;7;-7;231.99738618634
2;8401;9;1;8;-7;260.130677582054
2;8256;5;1;7;-7;259.9491730007
2;8357;9;1;8;-7;339.767837094731
2;8240;10;1;7;-7;233.715885343276
2;8411;1;2;7;1;162.64033227321
2;8215;14;1;9;2;144.822594001294
2;8207;14;2;9;-7;178.9736695364
2;8439;5;1;8;1;201.022012559416
2;8239;8;1;7;3;227.149559834886
2;8234;6;1;9;1;346.586555826741
1;8255;3;1;5;4;214.167981263151
2;8534;5;2;5;1;214.15061631047
1;8239;4;1;8;-7;264.93748166311
2;8406;12;1;9;1;247.124143702951
1;8510;4;1;7;1;218.712007132344
1;8215;12;1;7;2;130.226816060394
2;8262;5;1;6;1;229.299742160917
2;8218;6;1;7;1;181.748719597832
2;8215;5;1;8;3;172.407850001541
1;8601;13;1;7;2;172.550531280022
2;8359;6;2;7;3;459.366115752076
1;8218;11;1;8;1;162.886313888015
2;8232;10;1;8;1;211.487472335084
1;8510;6;1;7;1;316.629707860482
1;8229;4;2;8;1;255.129220656235
2;8431;14;1;7;-7;203.580530281607
1;8236;8;1;2;1;213.063400240822
2;8232;10;1;8;1;229.299742160917
2;8218;13;1;8;1;193.939182497687
1;8211;8;1;9;1;331.708170941791
2;8409;10;1;4;-7;163.617151085662
1;8214;6;1;6;1;307.707023137098
1;8411;6;1;7;4;218.194703695351
2;8601;3;1;8;1;167.227133653418
1;8510;10;1;8;1;218.712007132344
2;8507;9;1;9;1;188.205061678261
1;8218;9;2;8;1;181.397959486206
1;8406;11;2;8;2;432.505510292572
2;8229;12;1;5;-7;191.254020810238
1;8236;13;1;5;1;226.304628504376
1;8508;5;1;9;1;290.978788643544
2;8240;9;2;6;3;231.99738618634
2;8252;5;1;4;-7;259.9491730007
2;8262;9;2;4;1;231.99738618634
2;8534;11;1;3;-7;196.621685554556
2;8406;1;1;8;1;295.229864145137
1;8353;9;1;7;1;405.665114168846
2;8405;6;1;7;1;353.615139838104
2;8265;10;1;8;1;163.617151085662
2;8214;11;2;7;2;283.941296488082
1;8218;7;2;6;1;240.775122695377
1;8212;10;2;4;4;177.32900801068
1;8407;7;1;7;2;332.200573085271
2;8265;12;2;8;1;162.64033227321
2;8205;5;1;5;-7;247.591109794796
1;8206;12;1;8;4;258.059678442478
2;8214;7;1;6;-7;358.002450287437
1;8215;4;1;7;1;156.272179272472
2;8508;11;1;7;-7;225.436932575482
1;8510;13;2;8;1;316.629707860482
2;8232;7;1;7;1;229.299742160917
2;8236;8;1;8;1;196.057453722189
1;8439;11;1;8;1;264.510507478319
2;8211;5;2;8;1;283.941296488082
1;8229;7;1;8;1;255.129220656235
2;8215;11;1;8;2;133.080221514703
2;8240;13;2;4;4;211.487472335084
2;8212;14;2;9;1;185.675847098231
1;8423;7;1;7;1;298.373194155132
2;8427;13;2;8;2;167.227133653418
1;8212;12;2;6;-7;179.752137312689
1;8510;5;1;8;1;178.920321196019
2;8230;10;1;8;1;278.655268553562
2;8248;7;1;7;1;249.935722576944
1;8406;12;2;7;1;200.303671186851
2;8212;6;1;9;1;159.649741344398
2;8248;4;2;8;1;267.518314500503
1;8227;10;1;8;1;285.512835723593
1;8212;9;2;8;2;325.219998881248
1;8218;5;1;8;1;195.320379906156
2;8320;12;1;3;4;573.30621981617
1;8218;17;1;6;2;162.886313888015
2;8317;10;2;3;2;447.21941557594
2;8230;12;2;9;1;291.645213403427
2;8215;13;1;8;2;139.828711449526
2;8329;10;1;4;1;573.30621981617
1;8207;11;1;8;-7;151.68771899012
2;8424;13;2;8;2;186.615486091473
1;8248;8;1;4;2;337.34644072477
2;8514;11;1;7;1;188.205061678261
2;8424;5;1;7;-7;230.570373311366
2;8439;3;1;7;2;214.15061631047
1;8215;6;1;7;1;172.550531280022
1;8231;11;1;2;3;515.657045219744
1;8439;6;1;8;1;264.93748166311
2;8229;7;1;7;1;203.441777038342
1;8215;15;2;7;1;202.879671336192
2;8215;5;1;8;2;133.080221514703
2;8230;8;1;6;3;263.989201787585
1;8205;12;1;9;2;319.607056524042
1;8534;12;1;7;4;237.093827783628
1;8315;8;1;6;2;220.666200930493
2;8410;4;1;8;1;265.550066698347
2;8510;8;1;8;3;214.709320249608
2;8304;10;1;7;1;358.406529872499
1;8236;7;1;6;1;192.599683833511
1;8334;6;2;8;3;515.657045219744
2;8236;3;1;8;1;224.618909943446
2;8534;5;1;7;1;201.022012559416
1;8216;14;1;7;1;301.552882674356
1;8262;4;2;8;-7;243.684546419926
1;8212;5;2;6;1;222.995675625471
2;8231;9;1;2;3;589.226121098349
2;8265;12;1;8;1;167.227133653418
1;8207;3;1;9;1;172.5801451351
1;8357;9;1;4;-7;348.284851309436
2;8510;4;1;7;-7;255.350727296855
2;8423;9;1;7;-7;144.822594001294
2;8236;12;2;8;1;242.451830158551
1;8230;3;1;5;3;250.716001697707
1;8212;10;1;8;1;168.217240800645
1;8236;6;1;8;1;170.932219402241
1;8439;13;1;9;1;320.413627529945
1;8510;9;1;7;1;218.712007132344
2;8230;12;2;7;4;278.655268553562
2;8510;12;1;8;2;250.343850291035
2;8230;4;1;9;1;299.187762025929
1;8439;12;1;6;1;264.93748166311
2;8215;8;1;2;1;135.167754401208
2;8218;9;1;8;4;200.865581872604
2;8211;4;1;8;1;263.333109329969
1;8236;12;1;9;1;200.303671186851
1;8510;13;2;8;2;218.712007132344
2;8218;9;2;4;-7;181.748719597832
1;8207;10;2;4;2;179.607469923785
2;8514;8;1;8;-7;211.487472335084
2;8264;6;1;8;1;169.833270801264
1;8418;7;2;8;1;199.396390761598
1;8410;11;1;2;1;226.304628504376
2;8439;11;2;8;-7;207.649111874561
2;8230;10;1;8;2;278.655268553562
1;8215;4;1;9;1;130.226816060394
2;8601;8;1;8;3;172.687611486999
2;8212;9;1;8;1;137.753116741036
2;8410;4;1;4;3;203.580530281607
