"W22A1";"W22B1";"W22A6";"W22B9";"W22D1";"W22E38";"weight_2022"
1;8251;7;1;6;1;317.916820494061
2;8510;12;1;8;1;260.130677582054
2;8214;3;1;4;1;179.890251800469
2;8345;2;1;1;-7;263.333109329969
1;8265;3;1;7;1;244.066361419228
2;8229;4;1;8;1;203.441777038342
2;8439;5;1;8;-7;241.361555920078
1;8236;4;1;6;1;231.119620600213
1;8409;4;1;1;1;212.8454141854
1;8510;2;1;6;1;180.314053006699
2;8236;8;1;8;1;213.819923888473
2;8362;11;1;1;-7;358.002450287437
2;8405;6;1;9;1;375.97168524395
2;8230;5;1;8;-7;224.953204530775
2;8256;9;1;1;4;413.688059213878
1;8236;3;1;7;1;226.304628504376
1;8218;8;1;5;4;240.775122695377
2;8214;8;1;9;1;196.621685554556
1;8409;10;1;3;1;218.194703695351
1;8255;11;1;1;2;447.909188087932
2;8211;4;2;8;1;188.205061678261
2;8229;6;2;5;-7;247.036443546558
2;8202;13;1;1;4;132.594576352401
1;8256;6;1;5;2;549.913171453532
2;8510;2;2;7;1;231.99738618634
1;8231;11;2;3;1;420.164999808682
2;8236;6;1;8;1;224.618909943446
2;8236;4;1;6;1;233.744053159898
1;8304;3;1;4;2;307.707023137098
1;8501;8;1;2;1;395.978934931508
1;8207;8;2;7;1;182.632773051934
1;8232;7;1;8;1;286.474497588055
2;8439;3;2;8;2;299.187762025929
2;8212;11;2;8;1;187.951286400905
2;8264;8;2;9;1;177.173003993155
2;8205;6;1;2;1;424.030260694224
1;8255;5;1;4;2;195.320379906156
1;8236;4;1;8;1;170.932219402241
1;8239;2;1;2;4;549.913171453532
1;8230;7;1;5;2;264.510507478319
1;8207;12;1;8;1;182.632773051934
2;8265;4;1;5;-7;162.64033227321
1;8255;2;1;2;4;491.98858900786
2;8545;3;1;1;-7;306.954199546824
2;8215;11;2;8;-7;121.46411109786
2;8349;7;1;4;-7;283.941296488082
2;8331;7;2;7;1;346.586555826741
2;8231;4;1;8;1;447.123969005506
2;8215;11;1;5;-7;133.080221514703
1;8406;10;1;3;3;319.607056524042
1;8251;4;1;8;1;218.712007132344
1;8510;2;1;9;1;220.685106083663
1;8439;2;1;8;1;225.644401527936
1;8214;4;1;9;2;236.42026577288
2;8244;6;2;5;2;214.709320249608
2;8336;3;1;5;-7;346.586555826741
1;8265;6;1;8;1;218.194703695351
1;8207;9;1;6;2;257.073304361634
1;8231;8;2;1;1;422.815391273151
1;8356;6;2;8;1;307.707023137098
2;8212;2;2;8;1;202.313012604297
1;8545;6;1;8;1;295.229864145137
2;8362;12;2;1;2;263.333109329969
1;8229;2;1;8;1;289.949152557022
1;8352;5;2;3;-7;405.665114168846
1;8264;3;1;9;1;169.553250237412
2;8212;4;2;8;1;189.025293751768
1;8231;9;1;2;1;322.433830574186
1;8231;12;1;2;2;515.657045219744
2;8218;9;1;4;-7;200.865581872604
2;8250;6;2;8;1;283.723030329839
1;8541;7;2;5;4;395.978934931508
2;8509;6;1;7;3;144.822594001294
1;8510;5;1;8;1;284.754975591823
2;8214;4;1;2;-7;222.470657146857
2;8214;4;1;9;1;188.205061678261
2;8320;7;1;8;3;121.46411109786
2;8214;7;2;4;1;237.302034289981
2;8424;5;2;8;1;249.935722576944
2;8425;8;1;8;1;167.227133653418
1;8229;4;1;9;1;245.561874881626
1;8510;11;1;4;1;222.905868568143
1;8248;9;2;2;3;405.665114168846
2;8248;7;1;8;4;339.767837094731
2;8231;8;2;7;3;329.73523466794
1;8423;8;1;8;1;221.465801499641
1;8229;10;1;8;1;220.666200930493
1;8998;2;1;3;4;175.416030340939
1;8359;7;1;6;3;331.708170941791
2;8331;12;1;5;-7;263.333109329969
1;8255;7;1;2;1;549.913171453532
2;8234;2;1;7;1;222.470657146857
2;8231;2;1;4;3;329.73523466794
2;8234;1;2;8;-7;196.621685554556
2;8215;9;1;9;1;133.080221514703
1;8543;10;2;1;2;295.229864145137
2;8510;2;1;7;1;229.299742160917
2;8236;6;2;6;3;266.233574062433
1;8215;16;1;8;1;180.314053006699
1;8510;4;1;7;1;252.12680130526
2;8214;2;1;5;-7;214.15061631047
1;8255;8;1;6;1;491.98858900786
1;8207;5;1;8;1;172.5801451351
1;8345;2;1;1;2;301.552882674356
2;8510;5;1;7;-7;250.40987715351
2;8231;12;1;2;1;589.226121098349
1;8424;11;2;9;2;337.34644072477
1;8244;5;2;8;-7;298.352708463657
2;8310;13;2;2;-7;270.869578788908
1;8423;4;2;7;1;250.716001697707
2;8212;2;1;7;1;202.313012604297
1;8236;2;2;6;2;191.499114211605
2;8543;11;1;1;-7;203.580530281607
2;8231;6;1;3;4;589.226121098349
2;8230;7;2;8;1;201.022012559416
2;8229;7;2;8;1;241.805083565572
2;8423;2;1;8;1;299.187762025929
1;8218;9;2;7;-7;240.775122695377
2;8425;13;1;4;-7;162.64033227321
1;8252;6;1;5;3;255.129220656235
1;8232;10;1;8;1;236.42026577288
1;8326;7;1;7;-7;203.542861368781
2;8212;3;1;8;2;185.675847098231
2;8248;9;1;3;4;459.366115752076
2;8207;11;1;5;1;172.465536098713
1;8215;5;1;7;1;166.690324557304
1;8244;5;2;4;1;194.418363302137
1;8230;4;1;7;1;390.220246964624
2;8405;7;1;7;2;227.149559834886
2;8207;11;2;7;1;172.465536098713
1;8510;4;2;8;4;284.754975591823
1;8357;13;2;7;-7;301.552882674356
2;8255;3;1;3;-7;181.748719597832
1;8510;4;1;8;2;252.12680130526
2;8510;6;1;7;-7;275.652808318178
2;8218;8;1;4;1;177.831276974623
2;8406;5;1;5;4;339.656238373795
2;8215;6;2;7;3;121.46411109786
1;8207;13;1;8;2;203.777619311051
2;8236;10;1;7;2;224.618909943446
2;8255;6;1;1;-7;424.030260694224
1;8231;9;1;2;1;515.657045219744
1;8248;12;2;3;4;348.284851309436
1;8218;3;2;7;1;186.394448566359
2;8424;8;1;4;1;227.149559834886
2;8207;4;1;3;1;126.559952029311
1;8264;10;2;9;3;169.553250237412
1;8231;11;1;2;1;494.012181593237
2;8264;1;1;8;1;177.173003993155
1;8236;11;1;2;1;188.197405345888
1;8349;2;1;9;1;431.388151603593
1;8229;4;1;4;1;289.949152557022
1;8218;8;1;2;-7;186.394448566359
2;8515;2;1;7;-7;247.124143702951
1;8406;2;2;8;1;332.725256605253
2;8214;7;2;9;1;214.15061631047
1;8207;5;2;8;1;257.073304361634
1;8323;2;1;6;-7;301.552882674356
2;8229;12;1;5;-7;207.074665914026
1;8244;9;1;8;1;316.629707860482
2;8236;10;1;2;-7;196.057453722189
1;8230;6;1;8;1;424.625826775121
2;8508;8;2;9;-7;265.550066698347
2;8439;5;1;7;2;299.187762025929
2;8563;7;1;8;-7;236.044503731864
1;8206;3;1;8;1;237.093827783628
2;8212;4;2;8;-7;202.313012604297
2;8215;6;1;8;-7;178.920321196019
2;8546;3;1;5;-7;353.615139838104
2;8542;7;2;2;2;256.066135744834
1;8515;3;2;8;1;368.317959167422
1;8243;9;1;8;1;317.916820494061
1;8236;5;1;8;1;170.932219402241
2;8439;9;1;8;3;278.655268553562
1;8514;3;1;7;-7;310.768278047512
1;8406;2;1;5;1;337.34644072477
2;8439;10;1;8;3;221.248092926738
2;8231;7;2;2;3;447.123969005506
1;8214;4;1;2;3;236.42026577288
1;8265;4;1;8;-7;218.194703695351
1;8207;4;1;4;1;257.073304361634
1;8229;3;1;4;2;255.129220656235
2;8337;4;1;1;-7;249.140480710237
1;8354;10;2;6;2;301.552882674356
2;8406;4;1;8;1;227.149559834886
2;8335;11;1;4;-7;346.586555826741
2;8207;9;1;4;2;214.15061631047
1;8406;10;1;6;2;222.995675625471
1;8423;9;1;8;1;225.644401527936
1;8427;10;1;8;1;199.396390761598
1;8212;2;1;5;1;325.219998881248
2;8534;7;1;7;3;186.615486091473
2;8510;12;2;9;1;229.299742160917
2;8424;7;1;4;1;224.618909943446
1;8231;11;1;9;1;422.815391273151
1;8214;4;1;8;1;392.821364668785
1;8265;2;2;8;3;212.8454141854
2;8236;9;1;6;-7;196.057453722189
1;8218;10;1;2;2;162.886313888015
1;8207;11;1;8;1;151.68771899012
1;8545;7;1;3;1;399.107885420237
2;8353;3;2;7;-7;281.287639511558
1;8512;5;1;6;-7;368.317959167422
1;8236;2;2;8;3;231.119620600213
2;8212;2;2;4;4;168.772583706935
2;8423;4;1;7;-7;263.989201787585
2;8406;11;1;8;3;375.97168524395
2;8212;2;1;7;1;187.951286400905
1;8545;7;1;4;3;332.200573085271
2;8231;9;1;3;2;435.21830119175
1;8240;6;1;6;1;194.418363302137
1;8534;3;1;7;4;368.317959167422
1;8212;8;2;8;1;226.821956950548
2;8244;3;2;5;1;276.96772008389
2;8236;7;2;6;1;224.618909943446
1;8229;5;1;9;1;289.949152557022
2;8230;4;1;8;3;252.882617239049
2;8215;12;1;4;-7;139.828711449526
1;8439;9;1;8;2;195.871876326333
1;8255;8;1;1;1;186.394448566359
1;8256;12;1;4;1;549.913171453532
2;8229;8;1;8;-7;211.368080039836
1;8406;3;1;7;1;195.320379906156
1;8230;2;1;7;1;320.413627529945
1;8423;5;1;3;2;250.716001697707
2;8231;8;2;7;1;214.15061631047
2;8567;9;2;8;1;250.554025393865
1;8212;2;2;6;1;325.219998881248
1;8230;13;1;8;4;264.93748166311
1;8215;11;1;8;1;172.550531280022
2;8359;3;1;7;-7;346.586555826741
1;8215;4;1;4;1;166.690324557304
1;8207;5;1;6;1;151.68771899012
1;8236;3;1;3;2;231.119620600213
2;8352;11;2;1;1;283.941296488082
2;8212;8;2;6;2;185.675847098231
2;8510;7;1;8;-7;233.715885343276
2;8439;1;1;8;-7;278.655268553562
1;8231;9;1;2;1;425.359767079043
1;8218;2;2;7;1;174.097112819579
2;8255;4;1;5;-7;413.688059213878
1;8510;9;1;8;1;251.533561772777
1;8240;9;2;4;1;194.418363302137
2;8539;10;1;8;1;306.954199546824
2;8230;7;1;8;-7;205.91870260894
2;8264;4;1;7;1;250.554025393865
2;8349;8;1;5;-7;281.287639511558
1;8439;3;1;8;1;194.521035799945
2;8429;11;1;8;2;299.187762025929
1;8231;9;1;2;2;420.164999808682
1;8362;6;1;7;-7;285.512835723593
1;8218;8;2;3;1;175.416030340939
1;8534;8;2;3;-7;287.748405599548
1;8231;12;1;4;1;494.012181593237
2;8212;14;1;7;1;137.753116741036
1;8349;6;1;5;2;301.552882674356
2;8236;5;1;7;1;214.15061631047
2;8250;6;1;7;1;274.668040000163
2;8250;10;2;7;1;187.951286400905
1;8229;6;2;6;1;232.744084709233
2;8255;8;1;4;2;339.767837094731
1;8207;3;1;7;1;185.594385587911
2;8205;10;1;6;3;447.21941557594
1;8218;2;1;7;-7;162.886313888015
1;8236;15;2;4;-7;192.599683833511
1;8510;2;2;7;-7;284.754975591823
1;8218;8;2;8;1;240.775122695377
1;8508;7;2;7;1;141.864106006216
2;8248;7;1;5;4;459.366115752076
1;8236;7;1;9;1;192.599683833511
1;8510;2;2;9;1;284.754975591823
1;8236;2;1;5;3;231.119620600213
2;8510;4;2;8;1;275.652808318178
1;8207;2;2;5;1;179.607469923785
1;8256;2;1;3;-7;180.427916922109
1;8215;4;1;9;2;172.550531280022
1;8357;8;1;3;3;434.932042318782
2;8218;4;1;5;-7;177.831276974623
2;8409;9;2;2;1;169.833270801264
1;8427;3;1;8;1;169.553250237412
2;8230;6;1;8;1;201.022012559416
1;8229;3;2;6;2;220.666200930493
2;8230;9;1;4;2;220.233906533626
1;8439;12;1;8;1;255.358890618035
2;8439;2;2;8;1;241.361555920078
1;8236;2;1;7;1;188.197405345888
1;8207;11;2;2;1;172.5801451351
1;8218;1;2;5;2;186.394448566359
1;8256;5;1;5;4;491.98858900786
2;8216;3;1;5;2;196.621685554556
1;8236;1;1;8;1;231.119620600213
1;8256;6;1;5;3;549.913171453532
1;8232;9;1;5;4;250.986963547943
2;8204;2;2;8;1;188.205061678261
1;8601;11;1;7;1;156.272179272472
1;8354;6;1;4;-7;434.932042318782
1;8230;10;1;3;1;424.625826775121
1;8304;6;2;5;1;431.388151603593
1;8406;7;1;5;2;337.34644072477
1;8437;5;1;3;1;195.320379906156
1;8231;10;2;6;2;420.164999808682
2;8510;4;1;7;-7;203.173468508643
1;8234;1;1;8;1;237.093827783628
2;8231;6;1;1;2;441.391610428513
2;8231;7;1;8;2;589.226121098349
2;8331;4;2;7;3;181.748719597832
1;8215;6;1;7;1;232.744084709233
1;8251;4;1;8;1;250.986963547943
2;8207;11;1;6;1;172.465536098713
1;8330;2;2;8;1;307.707023137098
2;8218;5;1;6;2;178.9736695364
1;8230;5;1;8;1;424.625826775121
1;8215;5;1;7;1;130.226816060394
2;8542;5;1;8;2;247.124143702951
2;8214;4;2;4;1;196.621685554556
2;8231;6;1;3;4;447.123969005506
2;8362;10;1;3;-7;358.002450287437
2;8236;7;1;8;1;224.618909943446
1;8215;7;1;6;1;132.594576352401
2;8240;4;1;5;3;314.5624901483
1;8243;9;1;5;1;316.629707860482
1;8218;11;2;5;4;174.097112819579
2;8236;12;1;6;2;196.057453722189
1;8514;7;1;6;1;364.555095401889
2;8230;3;1;5;1;220.233906533626
2;8243;9;1;8;4;255.350727296855
2;8214;7;1;8;1;178.9736695364
2;8406;2;1;7;-7;259.9491730007
1;8423;5;1;9;1;250.716001697707
2;8331;10;1;7;-7;281.287639511558
2;8214;3;1;8;2;214.15061631047
1;8510;12;1;8;-7;243.684546419926
2;8264;12;2;8;1;167.227133653418
2;8410;9;1;9;1;227.149559834886
1;8439;3;1;7;-7;250.716001697707
1;8244;7;1;8;1;316.629707860482
1;8439;9;1;8;2;221.465801499641
1;8425;14;2;6;1;229.759022991205
1;8513;2;1;7;1;395.978934931508
2;8201;3;1;8;2;214.15061631047
2;8212;12;1;8;1;185.675847098231
1;8501;3;1;5;2;283.356630937594
1;8215;13;1;8;1;166.690324557304
2;8231;11;1;8;1;441.391610428513
1;8216;6;1;7;1;237.093827783628
2;8265;5;1;7;3;169.833270801264
2;8405;6;2;4;-7;267.518314500503
1;8218;9;1;5;2;153.785782990628
1;8230;6;1;8;1;320.413627529945
1;8427;2;1;7;1;244.066361419228
1;8304;3;1;8;1;307.707023137098
1;8359;7;1;4;2;431.388151603593
1;8207;5;1;6;1;348.284851309436
2;8534;3;1;7;-7;236.044503731864
1;8506;7;2;5;4;368.317959167422
1;8212;4;2;8;1;325.219998881248
2;8236;4;2;9;1;196.057453722189
2;8260;6;1;7;1;250.343850291035
1;8323;11;2;5;-7;431.388151603593
2;8218;3;2;7;1;181.748719597832
1;8510;2;1;8;-7;317.113495545439
1;8533;8;1;2;3;332.200573085271
1;8534;2;1;7;-7;287.748405599548
2;8406;7;1;7;3;249.935722576944
2;8231;10;1;2;1;589.226121098349
1;8262;6;1;8;1;317.916820494061
2;8255;7;1;5;-7;573.30621981617
1;8227;2;2;8;1;237.093827783628
1;8231;4;1;2;3;611.149090630809
2;8406;8;1;8;-7;339.656238373795
1;8218;7;2;4;-7;186.394448566359
1;8998;8;1;7;-7;310.768278047512
1;8229;8;2;6;1;220.666200930493
2;8205;2;1;8;1;459.366115752076
2;8427;13;2;9;3;167.227133653418
2;8362;8;1;2;-7;263.333109329969
2;8401;2;1;9;2;227.149559834886
1;8232;2;1;4;1;218.712007132344
2;8214;6;1;7;-7;237.302034289981
2;8251;8;1;8;1;274.668040000163
1;8207;12;2;4;1;179.607469923785
2;8264;3;1;8;2;177.173003993155
1;8439;7;1;8;1;177.32900801068
1;8240;10;1;7;3;238.437615370546
1;8601;3;1;8;1;194.667622601244
2;8234;12;1;8;2;222.470657146857
2;8424;10;1;8;2;258.480533605216
1;8205;7;1;6;3;447.909188087932
1;8220;8;1;7;1;238.437615370546
1;8251;4;1;9;1;255.358890618035
2;8215;11;2;9;1;144.822594001294
2;8215;12;1;9;1;135.167754401208
2;8439;5;1;8;1;263.989201787585
2;8439;5;1;8;-7;291.645213403427
1;8335;11;1;8;3;301.552882674356
2;8244;7;1;7;-7;274.668040000163
2;8223;8;2;8;2;188.205061678261
2;8424;4;2;2;-7;247.591109794796
2;8362;4;1;3;-7;346.586555826741
1;8212;12;1;7;1;178.920321196019
2;8229;3;1;8;1;203.441777038342
1;8232;11;2;9;1;316.629707860482
1;8232;4;1;3;1;298.352708463657
2;8542;2;1;2;-7;234.117609823848
1;8236;11;1;6;2;200.303671186851
2;8223;3;2;7;3;214.15061631047
1;8207;10;1;8;1;182.632773051934
1;8264;9;2;8;2;199.396390761598
1;8231;11;1;5;1;515.657045219744
2;8410;5;1;7;-7;242.451830158551
1;8510;10;2;8;1;284.754975591823
1;8315;10;2;1;2;434.932042318782
2;8304;7;1;7;-7;295.352021487136
1;8231;3;1;8;1;515.657045219744
2;8212;2;2;8;1;168.772583706935
1;8231;9;1;2;2;322.433830574186
1;8230;10;2;8;1;424.625826775121
2;8205;1;1;5;-7;358.406529872499
1;8425;2;1;6;2;244.066361419228
1;8264;2;1;9;1;244.066361419228
2;8212;8;1;6;2;159.649741344398
1;8320;4;1;7;1;434.932042318782
1;8423;6;1;8;1;194.521035799945
1;8406;11;1;9;1;422.815391273151
2;8510;5;1;8;-7;275.652808318178
2;8352;13;1;4;-7;283.941296488082
2;8232;4;1;7;1;276.96772008389
2;8230;4;2;3;1;180.284500232177
1;8312;12;1;3;3;258.059678442478
1;8227;11;1;3;2;237.093827783628
1;8427;6;1;8;1;190.040548379822
2;8207;4;1;9;1;226.440599283011
2;8265;12;2;4;2;172.687611486999
1;8212;6;2;8;1;168.217240800645
2;8218;10;1;8;2;151.867719627818
2;8266;4;1;8;1;220.233906533626
2;8229;7;1;8;2;165.003468934323
1;8230;9;2;8;1;320.413627529945
2;8515;7;1;5;-7;306.954199546824
2;8406;4;2;7;1;259.9491730007
2;8230;5;1;4;4;224.953204530775
1;8212;3;1;8;1;395.978934931508
2;8252;5;1;3;1;459.366115752076
2;8264;5;1;8;1;250.554025393865
2;8231;6;1;8;4;329.73523466794
2;8506;9;1;4;-7;236.044503731864
2;8212;13;1;8;2;137.753116741036
1;8510;7;1;7;1;252.12680130526
2;8212;3;2;8;-7;159.649741344398
2;8510;2;1;8;-7;250.40987715351
2;8317;6;1;9;1;346.586555826741
2;8998;11;1;3;-7;435.21830119175
1;8212;3;2;6;1;226.821956950548
1;8601;2;1;5;1;225.644401527936
1;8212;2;1;8;1;168.217240800645
1;8362;10;2;3;1;297.244984350437
1;8406;3;1;7;1;319.607056524042
2;8240;2;1;5;-7;175.990775044127
2;8214;9;2;8;2;188.205061678261
2;8229;3;1;4;1;207.074665914026
1;8231;12;1;4;1;432.505510292572
1;8236;3;1;8;1;226.304628504376
2;8215;7;1;7;1;135.167754401208
2;8230;11;1;4;4;252.882617239049
1;8231;5;1;2;1;494.012181593237
1;8214;1;2;8;1;298.439783224148
1;8439;11;1;8;1;221.465801499641
1;8218;8;2;9;1;153.785782990628
2;8207;11;1;8;1;178.9736695364
2;8231;11;1;5;2;329.73523466794
1;8510;6;1;7;1;317.113495545439
2;8406;8;2;2;-7;258.480533605216
2;8231;8;1;2;1;441.391610428513
2;8231;12;1;2;1;589.226121098349
1;8514;4;2;4;1;310.768278047512
1;8215;10;1;8;1;202.879671336192
2;8207;4;1;2;4;186.615486091473
2;8252;12;1;5;3;358.406529872499
2;8362;12;2;1;3;263.333109329969
1;8207;5;1;4;1;172.5801451351
2;8510;11;1;8;-7;203.173468508643
1;8215;3;2;3;3;172.550531280022
1;8510;12;2;8;1;252.12680130526
2;8215;9;1;8;3;139.828711449526
2;8231;4;1;1;2;441.391610428513
1;8218;8;2;8;2;186.394448566359
2;8207;7;2;4;2;171.814722754944
2;8248;7;2;4;1;358.406529872499
1;8218;12;2;3;1;240.775122695377
1;8207;7;2;5;-7;151.68771899012
2;8439;3;1;8;1;339.350221785066
2;8545;2;2;7;-7;227.614342884297
2;8232;8;1;8;-7;310.744271313633
2;8230;2;1;8;1;207.649111874561
2;8439;4;1;8;1;299.187762025929
2;8312;11;1;7;4;270.869578788908
1;8310;13;2;8;2;434.932042318782
2;8265;14;1;8;1;167.227133653418
1;8236;10;1;7;1;200.303671186851
2;8229;4;2;8;2;247.036443546558
2;8515;2;1;6;-7;283.356630937594
1;8305;1;1;7;-7;301.552882674356
1;8510;4;1;8;1;251.533561772777
1;8510;8;2;7;4;243.684546419926
2;8349;5;2;7;1;249.140480710237
2;8264;7;1;7;-7;167.227133653418
2;8244;7;1;8;1;214.709320249608
1;8514;9;1;1;1;298.373194155132
1;8216;5;2;7;1;392.821364668785
1;8215;1;1;6;1;178.920321196019
2;8239;4;1;7;1;573.30621981617
1;8231;6;2;4;4;611.149090630809
2;8215;7;1;3;1;140.799744167925
1;8357;9;2;2;3;431.388151603593
1;8439;6;1;8;1;194.521035799945
1;8256;5;1;7;-7;447.21941557594
1;8207;11;2;6;1;182.632773051934
2;8266;11;1;7;-7;214.289626981595
1;8439;3;1;8;1;221.465801499641
2;8236;6;2;8;3;233.744053159898
1;8439;8;1;8;1;221.465801499641
2;8218;2;2;8;2;181.748719597832
2;8205;9;1;7;1;339.767837094731
1;8401;4;1;7;1;337.34644072477
2;8255;2;1;5;-7;413.688059213878
1;8239;12;1;7;1;348.284851309436
2;8212;7;2;8;1;202.313012604297
2;8236;2;1;6;-7;196.057453722189
1;8425;6;1;6;2;205.10302147363
1;8230;6;1;5;3;424.625826775121
2;8406;2;1;7;-7;247.591109794796
1;8218;2;1;2;1;180.427916922109
2;8236;3;1;2;1;202.157018949102
1;8304;10;2;7;4;301.552882674356
1;8207;1;1;7;1;172.5801451351
1;8510;2;1;8;1;317.113495545439
1;8401;12;2;9;1;253.098699468953
1;8439;4;1;7;4;195.871876326333
1;8510;2;1;8;1;284.754975591823
1;8214;7;2;8;1;290.978788643544
2;8406;4;1;4;4;249.935722576944
2;8406;4;1;1;-7;258.480533605216
1;8231;8;2;8;2;611.149090630809
2;8432;4;2;8;1;267.518314500503
2;8231;13;2;4;-7;329.73523466794
1;8510;3;1;7;1;252.12680130526
2;8212;11;1;8;1;137.753116741036
2;8423;8;1;7;-7;263.989201787585
2;8231;10;1;8;2;589.226121098349
2;8230;7;1;8;4;252.882617239049
2;8439;10;1;8;2;291.645213403427
1;8439;3;1;7;1;225.644401527936
1;8510;6;2;7;-7;284.754975591823
2;8508;3;1;8;1;236.044503731864
1;8513;8;1;6;1;235.112433397301
1;8212;5;2;9;1;325.219998881248
1;8439;2;1;7;1;250.716001697707
1;8409;5;1;7;4;212.8454141854
2;8349;4;2;8;1;263.333109329969
2;8218;9;2;5;4;177.831276974623
2;8406;12;1;2;1;249.935722576944
2;8236;11;2;7;2;202.157018949102
1;8506;9;1;4;2;395.978934931508
2;8207;3;1;7;1;188.205061678261
2;8439;4;1;7;1;278.655268553562
2;8212;2;1;8;1;202.313012604297
2;8401;9;2;8;2;375.97168524395
1;8236;2;1;8;1;226.304628504376
2;8510;6;1;7;-7;203.173468508643
2;8228;6;2;8;1;196.621685554556
1;8252;4;1;4;1;549.913171453532
1;8423;5;1;8;1;225.644401527936
2;8508;8;1;9;2;353.615139838104
1;8215;3;1;7;1;132.594576352401
1;8998;5;1;8;1;194.667622601244
2;8212;3;1;8;-7;159.649741344398
2;8406;10;2;7;1;258.480533605216
2;8207;4;1;4;2;226.440599283011
1;8207;5;1;9;1;179.607469923785
1;8236;9;2;4;1;191.499114211605
2;8215;11;1;6;2;135.167754401208
1;8214;6;2;5;1;298.439783224148
2;8501;1;1;1;-7;353.615139838104
1;8256;8;2;7;4;447.909188087932
2;8215;12;1;7;3;139.828711449526
1;8359;4;1;8;2;285.512835723593
1;8232;2;1;2;2;322.433830574186
2;8230;9;1;9;1;252.882617239049
2;8214;12;2;7;3;222.470657146857
2;8207;11;2;9;1;172.465536098713
2;8542;6;1;2;1;306.954199546824
1;8230;3;1;8;1;320.413627529945
2;8229;2;1;8;-7;207.074665914026
2;8231;7;2;1;1;481.518120467468
2;8207;9;1;8;1;226.440599283011
2;8255;8;1;4;2;424.030260694224
1;8265;4;1;8;1;244.066361419228
1;8212;11;2;8;2;168.217240800645
1;8240;12;1;8;1;194.418363302137
2;8207;4;1;4;-7;226.440599283011
1;8218;7;1;5;3;181.397959486206
1;8212;4;1;8;1;179.752137312689
2;8218;9;1;4;2;255.350727296855
2;8207;9;2;1;2;186.132616317856
1;8212;8;1;8;1;203.542861368781
2;8239;6;1;8;1;424.030260694224
2;8215;2;1;7;1;144.822594001294
2;8508;9;1;8;2;306.954199546824
2;8510;4;2;8;-7;275.652808318178
1;8229;11;1;3;-7;235.112433397301
2;8266;10;1;7;-7;214.289626981595
2;8432;2;1;8;-7;263.989201787585
1;8230;11;1;8;-7;264.510507478319
1;8216;10;1;4;2;236.42026577288
2;8317;6;1;8;2;283.941296488082
2;8212;4;2;9;-7;281.287639511558
2;8207;5;1;8;1;171.814722754944
2;8236;2;1;8;4;266.233574062433
1;8439;8;1;7;1;225.644401527936
1;8230;13;2;4;-7;298.373194155132
1;8508;10;2;8;1;395.978934931508
2;8256;7;2;2;-7;413.688059213878
1;8423;7;2;8;1;250.716001697707
2;8230;9;1;8;-7;220.233906533626
2;8250;8;2;9;1;255.350727296855
1;8511;16;2;8;1;332.200573085271
2;8207;6;2;7;2;226.440599283011
1;8230;12;2;7;4;320.413627529945
2;8439;6;1;8;4;278.655268553562
2;8207;11;2;7;1;226.440599283011
1;8357;6;1;4;1;431.388151603593
2;8439;2;1;9;-7;250.716001697707
2;8424;11;2;4;1;262.531952627241
2;8232;4;1;3;3;314.5624901483
1;8236;11;1;1;1;191.499114211605
2;8359;3;1;8;2;278.655268553562
2;8509;4;1;7;-7;256.066135744834
1;8345;10;1;5;1;431.388151603593
2;8513;6;1;9;1;263.989201787585
2;8264;3;2;8;1;241.805083565572
2;8439;4;1;7;2;299.187762025929
2;8317;8;1;7;-7;283.941296488082
2;8244;9;1;5;-7;283.723030329839
2;8216;9;1;5;-7;237.302034289981
2;8506;6;1;1;4;283.356630937594
1;8236;2;2;5;3;231.119620600213
1;8234;7;2;7;-7;236.42026577288
1;8230;6;1;5;2;264.93748166311
1;8236;8;1;8;2;200.303671186851
1;8510;4;1;8;1;284.754975591823
2;8406;1;2;8;-7;262.531952627241
2;8215;6;1;8;2;135.167754401208
2;8401;5;1;3;2;247.591109794796
2;8229;6;1;4;3;207.074665914026
1;8230;5;1;2;3;298.373194155132
2;8405;14;2;5;1;339.656238373795
1;8362;8;1;4;1;431.388151603593
2;8236;9;2;8;1;224.618909943446
2;8336;6;1;7;-7;283.941296488082
2;8229;9;1;8;1;211.368080039836
1;8236;10;1;6;2;200.303671186851
1;8408;4;1;3;2;212.8454141854
2;8214;2;1;9;1;188.205061678261
2;8439;11;2;8;3;278.655268553562
2;8607;1;2;8;1;250.554025393865
1;8243;7;1;5;3;298.352708463657
1;8231;12;2;2;2;422.815391273151
2;8362;9;2;1;-7;263.333109329969
1;8264;10;1;7;4;190.040548379822
2;8236;10;1;8;1;224.618909943446
2;8212;8;1;8;1;185.675847098231
1;8218;6;1;4;1;180.427916922109
1;8231;6;1;3;1;322.433830574186
2;8218;11;2;6;-7;177.831276974623
2;8214;10;1;8;2;179.890251800469
2;8204;11;1;8;1;179.890251800469
2;8218;14;2;4;1;181.748719597832
2;8510;1;1;8;-7;275.652808318178
1;8229;4;2;4;3;255.129220656235
1;8357;12;1;5;4;301.552882674356
2;8215;3;2;9;1;135.167754401208
2;8332;7;1;7;-7;281.287639511558
2;8218;5;1;8;2;177.831276974623
2;8227;1;2;5;2;196.621685554556
2;8231;10;2;2;2;329.73523466794
1;8218;3;1;7;1;186.394448566359
2;8439;5;1;8;1;241.361555920078
1;8214;9;2;5;-7;236.42026577288
2;8256;12;1;2;-7;573.30621981617
2;8232;5;2;8;1;214.709320249608
