"W16A1";"W16A6";"W16B1";"W16B9";"W16D1";"weight_2016"
2;4;8439;1;7;22.8305835092597
2;2;8401;1;8;120.794147613139
2;10;8229;2;6;20.2200819493145
1;7;8218;1;8;106.771943494037
1;3;8354;1;4;10.1887831539162
2;2;8212;1;8;103.604770425828
2;9;8424;1;6;38.2234430314533
1;5;8439;1;8;21.9237870339284
2;4;8218;1;8;105.253527751603
2;6;8510;1;8;13.1335672450724
1;3;8218;1;4;106.771943494037
1;5;8215;1;7;45.9151882793089
1;10;8231;1;4;157.275872994598
2;2;8236;1;7;48.2582040754805
2;6;8229;2;7;20.211326255055
1;10;8231;1;3;127.562715249726
1;3;8231;1;4;175.672714412934
2;3;8510;1;8;13.1335672450724
1;6;8423;1;7;21.9237870339284
1;2;8510;1;9;15.2881654368882
1;3;8406;1;7;33.620848202021
1;7;8354;1;8;10.1887831539162
1;9;8304;1;8;18.8616349612914
1;4;8212;1;9;90.7128740959531
1;4;8406;2;8;33.620848202021
1;4;8218;1;2;106.771943494037
1;7;8229;2;8;22.1597661958095
2;9;8229;1;8;20.2200819493145
1;7;8236;1;8;49.6335130520869
2;2;8510;1;7;14.4414125595827
2;10;8231;1;3;182.248517720399
2;8;8236;2;4;50.0081358505039
2;5;8231;2;5;122.292834758137
2;9;8406;2;2;38.2234430314533
1;6;8310;2;7;10.1887831539162
2;5;8406;2;5;31.6666495541945
2;6;8212;1;8;103.594552567325
2;5;8215;1;2;31.2227431976525
2;9;8439;1;8;28.3557932169374
1;10;8354;1;1;10.1887831539162
2;4;8313;1;7;8.63859073896496
1;3;8229;1;7;22.1597661958095
2;4;8423;2;8;25.7427298201403
1;4;8212;2;2;90.7128740959531
1;3;8215;2;7;38.7921736556311
2;6;8218;2;5;105.253527751603
2;2;8236;1;2;48.2582040754805
1;8;8423;1;7;21.9237870339284
2;6;8506;2;4;50.0081358505039
2;3;8231;1;2;143.445621063506
1;5;8212;2;6;90.7128740959531
2;11;8207;2;5;311.822959595088
2;1;8439;1;7;19.2976680352505
2;2;8231;1;4;227.749729505977
1;2;8510;1;8;19.8998847628804
1;2;8439;1;6;24.7851956509531
1;2;8406;1;4;32.3395327179569
1;5;8510;1;8;12.2027112521508
2;8;8406;1;9;31.6666495541945
2;5;8439;1;7;22.8305835092597
1;1;8510;1;7;15.3400932715348
1;3;8510;1;8;15.3400932715348
1;8;8212;1;8;90.7128740959531
2;3;8439;1;8;22.8305835092597
1;10;8229;2;6;20.774459285079
2;10;8231;1;4;182.248517720399
2;5;8229;2;4;20.211326255055
2;2;8406;1;2;32.1692409192405
1;10;8315;1;2;14.4115340510018
2;10;8310;1;4;9.3679918497525
1;5;8207;2;9;255.711092776512
2;7;8313;1;5;8.63859073896496
1;4;8439;1;8;21.9237870339284
2;7;8231;1;2;182.248517720399
1;6;8215;2;7;38.7921736556311
1;3;8212;1;8;90.7128740959531
2;2;8212;2;9;103.604770425828
2;2;8431;1;4;32.1692409192405
1;8;8229;1;5;20.1563003484699
2;8;8236;2;7;53.5132453047881
2;1;8218;1;2;196.779535003089
2;2;8349;2;8;47.4411764705882
2;8;8215;2;7;26.4774227347595
1;5;8335;1;4;10.1887831539162
1;2;8345;1;7;10.1887831539162
2;7;8406;2;6;118.712385680636
1;3;8212;2;8;90.7128740959531
2;3;8345;2;8;10.1887831539162
2;3;8406;2;5;31.6666495541945
2;5;8207;2;6;352.189436344679
2;6;8229;1;8;20.211326255055
2;5;8315;1;4;8.63859073896496
1;4;8218;2;5;106.771943494037
1;3;8236;1;2;44.3734396580336
1;3;8236;1;8;56.8660025203912
1;8;8212;2;4;110.039775888745
2;6;8231;1;3;118.712385680636
1;8;8212;1;9;93.8323670369613
1;2;8439;2;8;24.3891328104788
1;7;8212;2;8;110.039775888745
1;6;8212;1;4;90.7128740959531
2;5;8406;1;2;31.6666495541945
2;3;8215;2;7;47.4411764705882
1;4;8336;2;1;10.1887831539162
2;3;8212;1;7;114.302214820726
2;7;8424;2;4;31.6666495541945
1;5;8423;1;8;18.8616349612914
1;5;8510;1;9;12.2027112521508
2;11;8218;1;5;99.9422914896897
1;1;8337;1;2;10.1887831539162
2;5;8601;1;7;31.2227431976525
2;4;8998;1;7;8.63859073896496
2;2;8236;1;2;48.2582040754805
1;10;8207;2;4;215.011695791149
2;7;8423;1;8;25.7427298201403
1;6;8231;1;3;157.275872994598
2;5;8207;1;8;352.189436344679
1;1;8437;1;9;32.2651401024743
2;11;8406;2;5;31.6666495541945
2;9;8231;1;3;182.248517720399
2;6;8207;1;8;352.189436344679
2;2;8336;1;5;8.63859073896496
2;7;8236;1;7;45.5669371189829
2;3;8236;1;9;45.0972990249956
2;4;8231;1;4;118.712385680636
1;8;8207;1;7;215.845074456563
1;9;8336;2;5;10.1887831539162
2;3;8212;1;8;103.604770425828
1;7;8207;1;8;426
2;7;8207;1;8;311.822959595088
1;3;8236;2;8;56.8660025203912
2;7;8310;1;7;8.63859073896496
2;7;8218;1;9;99.9422914896897
2;7;8406;1;8;38.2234430314533
1;5;8218;1;7;115.364006574644
2;7;8207;1;4;255.501995173598
2;3;8423;1;7;22.8305835092597
1;6;8215;1;9;28.5255755163259
1;9;8231;1;2;161.456190316157
1;1;8229;1;8;32.3606557377049
1;11;8406;1;2;33.5435080977497
2;9;8215;1;7;28.622772884561
2;3;8337;1;8;8.63859073896496
1;2;8231;1;3;175.672714412934
2;3;8212;1;7;103.604770425828
2;2;8218;1;5;196.779535003089
1;5;8410;1;5;44.3734396580336
1;6;8207;1;8;215.845074456563
1;2;8215;1;8;45.9151882793089
2;10;8212;2;8;103.185087932649
1;4;8229;1;9;22.1597661958095
2;9;8354;2;4;9.3679918497525
2;2;8510;1;8;16.0565933217784
2;2;8215;2;7;47.4411764705882
1;6;8207;2;4;215.011695791149
1;1;8231;1;3;115.283157850041
1;10;8212;2;3;90.7128740959531
1;1;8423;1;7;24.7851956509531
1;6;8207;2;8;255.711092776512
1;8;8212;2;8;90.7128740959531
1;3;8231;2;4;194.384755446701
2;4;8218;2;8;105.253527751603
2;4;8424;2;2;31.6666495541945
1;9;8207;1;9;215.845074456563
1;2;8218;1;5;138.501127197156
1;2;8215;1;8;38.4116927368664
2;5;8215;1;4;31.2227431976525
1;4;8510;1;7;12.2027112521508
2;5;8229;1;8;20.211326255055
1;5;8236;2;2;58.710173106203
1;3;8439;1;6;24.7851956509531
2;2;8401;1;3;32.1692409192405
1;8;8312;2;3;10.1887831539162
1;5;8215;1;8;38.7921736556311
1;5;8424;1;8;33.620848202021
2;2;8423;1;8;19.2976680352505
1;6;8231;1;4;157.275872994598
1;1;8510;1;8;15.3400932715348
1;6;8215;1;8;38.7921736556311
2;9;8215;2;7;26.4774227347595
2;1;8439;1;7;19.2976680352505
2;3;8310;1;2;117.636295722456
2;4;8236;2;5;45.0972990249956
2;6;8405;1;6;10.1887831539162
1;6;8215;1;6;38.7921736556311
2;5;8406;1;2;31.6666495541945
1;7;8215;1;8;32.4527266661945
2;5;8212;1;8;114.302214820726
2;5;8212;1;6;114.302214820726
2;8;8207;2;3;352.189436344679
2;5;8229;1;5;20.211326255055
2;10;8513;1;8;28.3557932169374
2;4;8439;1;8;22.8305835092597
1;5;8231;1;4;127.562715249726
2;9;8406;1;2;38.2234430314533
1;4;8439;1;7;21.9237870339284
2;3;8439;1;7;22.8305835092597
2;9;8207;1;5;255.501995173598
1;7;8207;1;4;215.011695791149
1;1;8236;2;6;56.8660025203912
1;3;8236;2;2;60.7531278352279
2;8;8406;1;6;31.6666495541945
1;6;8231;1;3;127.562715249726
2;3;8218;1;8;108.078974180107
2;3;8229;1;6;20.211326255055
2;4;8510;1;8;13.1335672450724
2;2;8264;1;8;47.4411764705882
1;7;8236;2;1;49.6335130520869
1;2;8439;1;8;24.7851956509531
1;6;8310;1;8;10.1887831539162
1;3;8212;1;8;93.8323670369613
2;5;8337;1;4;9.3679918497525
1;4;8212;2;8;90.7128740959531
2;5;8510;1;3;13.1335672450724
1;4;8218;1;9;115.364006574644
1;7;8231;1;2;157.275872994598
2;7;8510;1;7;13.1335672450724
2;5;8218;1;7;117.636295722456
1;9;8401;1;5;33.620848202021
1;6;8510;1;7;12.2027112521508
2;7;8345;2;3;9.3679918497525
2;10;8207;2;7;311.822959595088
2;10;8337;1;5;8.63859073896496
2;1;8510;1;8;14.4414125595827
1;10;8215;1;8;38.7921736556311
2;5;8229;1;8;20.211326255055
2;8;8215;1;7;31.2227431976525
2;7;8215;2;6;26.4774227347595
2;7;8229;1;5;20.211326255055
1;1;8212;2;8;92.2463794214078
2;4;8231;2;7;118.712385680636
2;8;8229;2;6;19.7031775987449
1;1;8229;1;4;32.3606557377049
1;5;8231;2;2;161.456190316157
2;4;8236;2;5;50.0081358505039
2;3;8510;1;8;13.1335672450724
1;2;8336;1;5;426
2;2;8212;1;7;103.604770425828
1;5;8229;1;9;22.1597661958095
2;9;8424;2;6;38.2234430314533
2;10;8354;1;4;9.3679918497525
1;2;8231;2;8;145.913948583214
2;4;8231;2;8;188.480579102546
1;8;8218;2;2;110.015037418155
1;10;8423;1;8;18.8616349612914
2;2;8264;2;8;28.7252461963411
2;4;8424;2;4;50.0081358505039
1;2;8315;1;7;10.1887831539162
2;7;8229;1;8;20.2200819493145
1;8;8207;1;8;215.011695791149
1;3;8401;1;5;32.3395327179569
1;6;8229;1;4;22.1597661958095
2;8;8207;2;5;311.822959595088
1;3;8212;2;6;92.2463794214078
1;7;8510;1;9;12.2027112521508
2;8;8215;2;7;28.622772884561
1;1;8510;1;7;15.2881654368882
1;3;8231;2;5;161.456190316157
1;5;8236;1;4;62.7233583136164
1;7;8510;2;8;12.2027112521508
1;9;8218;2;5;106.771943494037
1;3;8212;2;4;90.7128740959531
1;9;8212;2;8;110.039775888745
2;3;8510;1;7;13.1335672450724
2;1;8218;1;7;196.779535003089
1;4;8312;1;7;10.1887831539162
1;9;8231;2;2;157.275872994598
2;2;8345;2;1;8.63859073896496
1;1;8207;2;7;426
1;10;8207;1;6;215.845074456563
1;6;8236;1;3;44.3734396580336
1;2;8423;1;8;24.7851956509531
1;6;8229;2;5;20.1563003484699
2;6;8406;2;2;31.6666495541945
1;8;8207;1;7;215.011695791149
1;10;8207;1;4;215.845074456563
2;6;8510;1;8;13.1335672450724
2;9;8406;2;3;31.6666495541945
1;5;8231;2;3;161.456190316157
1;5;8231;1;4;127.562715249726
2;8;8510;1;7;13.1335672450724
2;2;8510;1;7;16.0565933217784
2;1;8439;1;4;19.2976680352505
2;4;8231;1;2;118.712385680636
2;2;8207;1;8;295.205128205128
2;3;8510;1;8;13.1335672450724
1;10;8229;1;8;20.1563003484699
2;1;8212;1;8;103.604770425828
2;2;8510;1;4;14.4414125595827
2;2;8218;2;9;108.078974180107
1;3;8534;2;5;22.1597661958095
1;8;8229;1;6;20.1563003484699
1;2;8510;1;8;15.3400932715348
2;7;8510;2;8;14.4414125595827
1;9;8215;1;7;32.4527266661945
2;10;8510;1;7;13.1335672450724
2;5;8231;1;2;118.712385680636
2;10;8231;1;2;182.248517720399
1;7;8406;1;4;33.620848202021
1;5;8510;1;8;12.2027112521508
1;4;8510;1;7;12.2027112521508
2;2;8510;1;7;16.0565933217784
1;8;8265;1;8;18.8616349612914
2;2;8439;1;8;19.2976680352505
2;4;8231;1;8;118.712385680636
1;5;8205;1;5;22.1597661958095
2;7;8354;1;7;8.63859073896496
2;1;8423;1;7;19.2976680352505
1;10;8231;2;3;194.384755446701
1;4;8410;1;5;44.3734396580336
1;1;8236;1;7;60.7531278352279
1;7;8231;2;6;179.559973669534
2;1;8406;1;5;32.1692409192405
2;4;8424;1;5;31.6666495541945
1;3;8510;1;9;12.2027112521508
2;6;8212;1;8;114.302214820726
1;9;8207;2;3;215.845074456563
2;9;8215;1;7;28.622772884561
1;3;8510;1;7;12.2027112521508
2;7;8212;1;2;114.302214820726
2;7;8229;1;2;20.211326255055
1;4;8207;2;8;255.711092776512
1;6;8406;2;3;33.620848202021
2;2;8432;1;8;31.6666495541945
1;3;8218;1;1;115.364006574644
1;5;8510;2;8;15.3400932715348
2;9;8207;1;4;255.501995173598
2;6;8510;1;6;13.1335672450724
1;6;8207;1;6;255.711092776512
1;7;8354;1;4;10.1887831539162
1;8;8218;1;8;96.7967100187466
2;7;8510;1;8;13.1335672450724
2;8;8229;2;6;19.7031775987449
2;5;8319;2;4;122.292834758137
1;2;8218;1;5;128.18586113674
1;6;8236;1;6;44.3734396580336
2;5;8236;2;4;50.0081358505039
1;6;8231;2;3;161.456190316157
2;6;8207;2;4;352.189436344679
2;11;8229;1;7;20.2200819493145
1;7;8229;2;8;22.1597661958095
1;9;8354;2;4;10.1887831539162
1;10;8510;1;8;15.8836943984518
2;1;8212;1;6;103.604770425828
2;7;8510;1;7;13.1335672450724
1;6;8510;1;8;13.1335672450724
1;1;8207;1;5;426
1;2;8218;1;3;138.501127197156
2;11;8312;1;7;8.63859073896496
1;3;8212;1;8;90.7128740959531
1;8;8218;1;4;115.364006574644
2;4;8229;1;4;20.211326255055
2;2;8345;1;4;8.63859073896496
2;11;8362;1;4;26.2618936542216
1;5;8229;1;6;22.1597661958095
2;2;8336;1;2;8.63859073896496
2;2;8212;2;8;103.604770425828
1;8;8231;2;8;179.559973669534
2;4;8215;1;8;31.2227431976525
1;8;8212;2;8;93.8323670369613
1;3;8215;2;8;38.7921736556311
1;8;8229;1;8;20.774459285079
1;8;8218;1;7;96.7967100187466
2;7;8207;2;8;311.822959595088
2;8;8406;1;6;31.6666495541945
1;6;8236;1;7;49.6335130520869
1;7;8423;1;8;18.8616349612914
1;10;8207;1;6;215.011695791149
1;2;8401;1;6;60.7531278352279
2;4;8207;1;3;352.189436344679
1;9;8510;1;7;12.2027112521508
1;4;8510;1;8;12.2027112521508
1;7;8439;1;7;21.9237870339284
1;6;8513;2;9;21.5734489737051
2;5;8510;1;7;13.1335672450724
1;9;8310;1;8;14.4115340510018
2;10;8438;1;6;38.2234430314533
2;8;8218;1;8;99.9422914896897
1;8;8410;1;6;33.5435080977497
1;11;8231;2;2;179.559973669534
2;9;8231;1;7;118.712385680636
1;6;8510;1;7;12.2027112521508
2;4;8231;1;4;188.480579102546
1;9;8231;1;2;157.275872994598
1;3;8215;1;7;38.7921736556311
1;5;8236;1;8;44.3734396580336
2;3;8510;1;7;14.4414125595827
2;10;8229;2;4;20.211326255055
2;3;8336;1;5;8.63859073896496
2;6;8336;1;3;8.63859073896496
2;10;8215;1;7;26.4774227347595
1;3;8229;2;2;22.1597661958095
1;2;8432;2;8;32.3395327179569
1;5;8218;1;7;106.771943494037
1;9;8437;1;8;21.9237870339284
1;5;8231;1;2;127.562715249726
2;1;8405;1;5;32.1692409192405
1;2;8231;1;3;115.283157850041
1;8;8218;1;3;110.015037418155
2;5;8231;1;3;118.712385680636
1;1;8510;1;7;15.2881654368882
1;2;8231;1;8;145.913948583214
2;3;8510;1;7;13.1335672450724
2;3;8438;1;2;31.6666495541945
2;1;8432;2;7;32.1692409192405
1;8;8218;2;4;110.015037418155
2;4;8215;1;8;31.2227431976525
1;3;8229;1;4;22.1597661958095
2;10;8229;1;8;20.2200819493145
1;4;8236;1;2;62.7233583136164
1;9;8215;1;7;32.4527266661945
2;10;8406;2;8;38.2234430314533
2;2;8335;2;5;8.63859073896496
2;3;8439;1;7;22.8305835092597
2;3;8336;1;7;8.63859073896496
2;5;8231;1;8;118.712385680636
2;4;8236;1;3;45.0972990249956
1;2;8229;1;8;32.3606557377049
2;3;8510;1;8;13.1335672450724
1;5;8336;1;2;10.1887831539162
2;6;8232;1;7;20.211326255055
2;1;8207;1;3;295.205128205128
2;3;8406;2;3;31.6666495541945
1;6;8207;1;4;255.711092776512
1;1;8218;2;5;173.962164726582
2;2;8423;1;9;19.2976680352505
1;5;8212;1;8;90.7128740959531
2;5;8218;1;7;117.636295722456
2;3;8424;1;8;38.2234430314533
2;7;8212;2;8;103.594552567325
2;3;8330;1;5;8.63859073896496
2;1;8439;1;8;27.5022780447013
2;7;8424;1;7;38.2234430314533
2;5;8212;1;8;114.302214820726
2;6;8424;1;9;31.6666495541945
1;3;8354;2;9;10.1887831539162
1;3;8207;1;9;255.711092776512
2;11;8423;2;8;28.3557932169374
2;3;8207;1;4;352.189436344679
1;6;8231;2;3;161.456190316157
2;3;8354;1;9;8.63859073896496
2;4;8310;1;4;8.63859073896496
2;2;8510;1;8;16.0565933217784
2;4;8236;2;8;50.0081358505039
1;6;8310;2;8;14.4115340510018
1;7;8231;1;2;127.562715249726
1;10;8231;2;2;127.562715249726
1;10;8215;1;8;38.7921736556311
1;8;8337;2;8;10.1887831539162
2;9;8432;2;3;38.2234430314533
2;8;8218;2;2;117.636295722456
2;4;8423;2;8;25.7427298201403
2;3;8229;1;8;28.7252461963411
2;4;8231;1;4;118.712385680636
1;5;8236;2;6;56.8660025203912
2;7;8438;1;6;31.6666495541945
2;5;8229;1;8;20.211326255055
2;2;8231;1;8;143.445621063506
1;1;8439;1;7;24.7851956509531
1;3;8439;2;9;21.5734489737051
1;3;8218;1;5;115.364006574644
1;9;8207;1;4;215.845074456563
2;1;8218;1;9;105.253527751603
2;9;8406;2;2;32.1692409192405
2;8;8229;1;8;20.2200819493145
2;1;8336;2;7;8.63859073896496
1;7;8231;2;5;194.384755446701
2;1;8218;2;5;105.253527751603
2;4;8439;2;7;25.7427298201403
2;11;8405;1;5;38.2234430314533
2;5;8236;2;6;45.0972990249956
2;4;8406;1;8;31.6666495541945
2;3;8212;1;9;114.302214820726
1;1;8510;1;8;15.2881654368882
2;9;8231;1;1;182.248517720399
1;9;8439;2;9;21.9237870339284
1;8;8215;1;8;32.4527266661945
1;5;8215;1;6;38.7921736556311
1;4;8212;1;8;90.7128740959531
2;3;8218;1;5;117.636295722456
1;5;8207;1;4;255.711092776512
1;10;8310;2;5;10.1887831539162
1;6;8345;1;1;10.1887831539162
1;8;8229;1;6;20.774459285079
1;10;8207;2;6;255.711092776512
1;1;8236;1;7;42.9796063940674
1;5;8406;1;8;33.620848202021
2;3;8215;1;7;31.2227431976525
2;2;8439;1;8;19.2976680352505
1;2;8212;1;8;92.2463794214078
1;3;8424;1;7;32.5372503272146
2;6;8207;1;4;352.189436344679
2;4;8212;2;8;114.302214820726
2;5;8313;1;7;8.63859073896496
2;6;8212;1;8;103.594552567325
2;6;8229;1;8;20.211326255055
1;8;8229;2;8;22.1597661958095
2;4;8423;1;6;22.8305835092597
1;4;8218;1;7;115.364006574644
2;6;8424;1;1;47.2889434636021
2;10;8406;2;2;38.2234430314533
1;7;8337;1;9;10.1887831539162
1;4;8236;1;4;44.3734396580336
1;6;8215;1;6;38.7921736556311
1;5;8236;2;2;58.710173106203
1;9;8218;1;9;96.7967100187466
1;9;8212;2;8;110.039775888745
1;4;8236;1;8;44.3734396580336
2;2;8218;1;3;108.078974180107
1;10;8510;2;7;12.2027112521508
1;3;8215;1;7;38.7921736556311
2;9;8229;1;7;20.2200819493145
2;10;8423;1;7;28.3557932169374
1;9;8439;1;8;18.8616349612914
1;6;8212;1;4;90.7128740959531
2;3;8406;1;6;31.6666495541945
1;5;8236;1;2;44.3734396580336
1;1;8212;2;8;92.2463794214078
1;3;8236;2;8;58.710173106203
1;4;8354;2;5;10.1887831539162
2;1;8229;1;4;28.7252461963411
1;10;8354;1;5;10.1887831539162
1;1;8212;1;8;92.2463794214078
1;2;8510;1;7;15.2881654368882
2;2;8439;1;5;19.2976680352505
1;9;8345;2;7;14.4115340510018
2;2;8231;1;5;143.445621063506
1;6;8236;1;3;58.710173106203
2;5;8231;1;7;118.712385680636
1;4;8218;2;8;128.18586113674
1;7;8231;1;3;194.384755446701
2;2;8236;1;8;53.5132453047881
2;5;8236;1;7;45.5669371189829
1;1;8229;2;8;32.3606557377049
1;2;8214;1;8;45.9151882793089
1;10;8305;2;7;161.456190316157
2;5;8309;1;8;8.63859073896496
2;5;8315;1;5;8.63859073896496
2;2;8218;2;5;196.779535003089
2;4;8207;2;4;352.189436344679
1;1;8231;2;2;175.672714412934
2;3;8215;2;8;31.2227431976525
2;6;8315;1;2;8.63859073896496
1;9;8510;2;7;14.643253502575
2;5;8534;1;8;22.8305835092597
1;1;8510;1;8;15.3400932715348
2;2;8354;1;2;8.63859073896496
1;10;8510;1;7;12.2027112521508
2;4;8336;1;7;8.63859073896496
2;3;8439;1;8;27.5022780447013
1;4;8432;1;6;44.3734396580336
2;10;8510;1;7;13.1335672450724
2;7;8229;1;9;20.2200819493145
1;4;8407;1;2;33.620848202021
2;2;8212;1;5;103.604770425828
2;6;8218;2;8;26.4774227347595
1;9;8218;1;6;96.7967100187466
2;2;8415;1;5;48.2582040754805
2;9;8207;1;4;352.189436344679
2;3;8423;1;8;22.8305835092597
2;5;8406;1;6;31.6666495541945
2;10;8231;1;2;182.248517720399
1;3;8439;1;6;24.7851956509531
1;4;8312;1;3;10.1887831539162
2;2;8424;1;8;38.8300993301267
1;8;8231;1;2;157.275872994598
1;8;8406;1;6;33.5435080977497
1;2;8401;2;9;32.3395327179569
2;7;8406;1;7;38.2234430314533
2;3;8510;1;1;13.1335672450724
1;3;8229;1;8;22.1597661958095
1;4;8336;1;8;14.4115340510018
1;2;8229;1;9;32.3606557377049
2;4;8424;1;4;32.1692409192405
1;1;8510;1;8;15.3400932715348
2;3;8218;1;8;105.253527751603
1;2;8212;1;7;92.2463794214078
2;10;8438;1;6;38.2234430314533
2;3;8218;1;8;117.636295722456
1;7;8424;2;8;33.620848202021
1;4;8218;1;3;115.364006574644
1;8;8406;1;4;33.620848202021
1;4;8410;1;6;58.710173106203
1;2;8510;1;8;15.3400932715348
1;2;8314;1;3;161.456190316157
1;1;8207;1;8;426
1;6;8236;1;8;44.3734396580336
1;6;8218;2;2;106.771943494037
1;9;8312;1;3;10.1887831539162
2;9;8510;1;7;13.1335672450724
1;9;8215;1;4;38.7921736556311
2;7;8439;1;7;28.3557932169374
1;5;8236;1;9;255.711092776512
1;9;8439;1;9;18.8616349612914
1;6;8236;1;6;44.3734396580336
1;10;8218;1;8;96.7967100187466
1;4;8231;1;2;127.562715249726
1;10;8438;1;2;33.5435080977497
1;3;8349;1;8;38.7921736556311
1;2;8347;2;5;10.1887831539162
2;9;8406;2;4;38.2234430314533
1;6;8231;1;2;115.283157850041
2;1;8212;1;8;103.604770425828
1;5;8998;2;5;10.1887831539162
1;7;8533;1;5;127.562715249726
1;1;8218;1;9;106.771943494037
2;8;8207;2;9;311.822959595088
1;4;8236;2;8;90.7128740959531
2;8;8998;2;3;47.2889434636021
2;10;8406;1;8;38.2234430314533
1;7;8229;2;9;22.1597661958095
2;5;8236;1;3;45.0972990249956
1;3;8236;1;1;44.3734396580336
2;5;8229;1;2;20.211326255055
2;10;8229;1;4;20.2200819493145
2;4;8236;1;8;45.0972990249956
2;6;8406;2;3;31.6666495541945
1;8;8407;1;5;33.5435080977497
1;8;8439;1;9;18.8616349612914
1;11;8236;2;8;49.6335130520869
2;4;8424;1;4;31.6666495541945
1;9;8406;2;4;32.3395327179569
2;2;8521;1;8;19.2976680352505
1;7;8207;2;8;215.011695791149
2;2;8406;1;7;32.1692409192405
2;2;8229;2;8;28.7252461963411
1;2;8236;1;7;56.8660025203912
1;1;8510;1;8;15.2881654368882
2;7;8236;1;5;45.5669371189829
1;4;8229;2;6;22.1597661958095
1;7;8231;1;3;179.559973669534
1;5;8218;2;8;106.771943494037
1;5;8215;1;7;38.7921736556311
1;1;8255;1;2;115.364006574644
2;6;8510;1;7;13.1335672450724
1;4;8215;1;6;38.7921736556311
2;4;8345;1;1;8.63859073896496
1;5;8410;1;2;44.3734396580336
2;2;8207;2;3;295.205128205128
1;5;8345;1;8;10.1887831539162
1;10;8231;1;2;157.275872994598
1;1;8218;2;8;128.18586113674
1;4;8510;2;9;14.643253502575
1;5;8406;1;8;33.620848202021
2;5;8439;1;7;31.2227431976525
1;6;8252;1;6;22.1597661958095
1;4;8510;1;9;12.2027112521508
1;3;8439;1;7;21.9237870339284
1;6;8236;1;8;44.3734396580336
1;2;8421;1;1;92.2463794214078
1;6;8215;1;8;38.7921736556311
2;3;8212;1;8;114.302214820726
2;5;8229;1;9;20.211326255055
2;1;8207;1;7;295.205128205128
1;2;8215;1;7;33.7634385284729
2;6;8229;2;8;20.211326255055
1;8;8212;1;9;93.8323670369613
2;2;8510;1;7;16.0565933217784
1;2;8439;1;7;24.7851956509531
2;11;8406;2;4;38.2234430314533
2;6;8405;2;1;32.1692409192405
1;3;8218;2;5;106.771943494037
1;2;8510;1;9;15.2881654368882
2;10;8229;2;8;20.2200819493145
1;10;8207;2;4;215.011695791149
1;9;8510;2;8;14.643253502575
1;9;8212;1;8;93.8323670369613
1;6;8229;1;2;22.1597661958095
2;7;8310;1;7;9.3679918497525
1;1;8406;1;8;32.3395327179569
1;7;8337;1;4;14.4115340510018
1;2;8510;2;8;15.2881654368882
2;2;8229;1;6;28.7252461963411
2;8;8312;1;8;9.3679918497525
2;1;8510;1;8;14.4414125595827
1;2;8218;1;8;138.501127197156
1;8;8215;1;7;38.7921736556311
2;6;8309;1;7;9.3679918497525
1;9;8510;2;8;15.8836943984518
1;6;8218;1;6;115.364006574644
1;6;8439;1;8;21.9237870339284
2;4;8510;1;8;14.4414125595827
2;2;8510;1;9;19.2976680352505
1;3;8218;2;5;115.364006574644
1;5;8231;2;7;161.456190316157
2;2;8264;2;6;196.779535003089
1;4;8255;1;2;115.364006574644
1;8;8231;1;1;157.275872994598
2;8;8207;1;8;215.845074456563
1;5;8231;1;5;127.562715249726
1;6;8229;1;3;22.1597661958095
1;1;8218;2;9;106.771943494037
1;6;8510;1;8;38.7921736556311
1;8;8218;1;4;96.7967100187466
2;7;8424;1;8;38.2234430314533
1;9;8207;1;8;255.711092776512
1;2;8215;1;8;45.9151882793089
2;3;8510;1;9;14.4414125595827
1;4;8229;1;6;22.1597661958095
1;7;8309;2;3;10.1887831539162
1;3;8212;1;8;90.7128740959531
1;11;8439;1;8;18.8616349612914
1;7;8231;1;2;127.562715249726
2;3;8510;1;8;16.0565933217784
1;2;8438;1;8;32.3395327179569
2;7;8212;2;3;114.302214820726
1;10;8407;1;4;33.5435080977497
1;5;8231;1;2;127.562715249726
2;3;8336;2;7;8.63859073896496
2;4;8231;1;3;118.712385680636
1;5;8215;1;8;38.7921736556311
1;7;8236;2;8;44.3734396580336
1;5;8432;2;4;33.620848202021
2;4;8207;1;8;352.189436344679
2;6;8212;1;8;114.302214820726
2;8;8215;1;7;28.622772884561
2;5;8510;2;7;13.1335672450724
2;7;8406;2;5;31.6666495541945
1;3;8510;1;9;12.2441590226343
2;6;8215;2;8;31.2227431976525
2;5;8405;1;4;31.6666495541945
1;6;8207;1;4;255.711092776512
2;3;8207;1;4;295.205128205128
1;3;8410;2;2;58.710173106203
1;3;8218;1;5;138.501127197156
1;7;8236;1;8;44.3734396580336
2;11;8345;2;5;8.63859073896496
2;6;8406;2;2;31.6666495541945
1;2;8236;1;8;56.8660025203912
1;1;8439;1;7;24.7851956509531
2;3;8236;1;4;45.0972990249956
1;6;8207;1;9;215.845074456563
2;6;8423;1;8;25.7427298201403
2;5;8229;2;8;20.211326255055
2;2;8215;1;8;47.4411764705882
1;2;8231;1;9;145.913948583214
1;4;8218;2;6;106.771943494037
2;6;8212;1;6;103.594552567325
2;3;8212;1;8;114.302214820726
2;3;8231;2;3;122.292834758137
2;4;8231;1;8;118.712385680636
1;6;8231;1;3;127.562715249726
1;4;8218;1;4;173.962164726582
2;7;8999;1;7;20.2200819493145
1;7;8207;2;8;215.011695791149
1;2;8510;1;8;15.3400932715348
2;5;8510;1;8;13.1335672450724
1;9;8406;1;8;33.5435080977497
2;10;8423;1;7;28.3557932169374
2;3;8207;2;7;352.189436344679
