"W16A1";"W16A6";"W16B1";"W16B9";"W16D1";"weight_2016"
1;3;8406;1;8;33.620848202021
2;6;8218;2;3;105.253527751603
1;3;8236;1;8;44.3734396580336
1;3;8207;1;4;255.711092776512
1;4;8501;1;1;255.711092776512
2;5;8231;1;2;118.712385680636
1;4;8236;1;2;44.3734396580336
1;1;8236;1;7;56.8660025203912
1;3;8207;1;9;255.711092776512
1;3;8215;1;9;38.7921736556311
1;2;8354;2;7;10.1887831539162
1;5;8231;1;2;127.562715249726
2;5;8406;2;8;31.6666495541945
1;1;8218;2;7;115.364006574644
2;2;8236;1;8;53.5132453047881
2;4;8207;2;9;352.189436344679
1;4;8207;1;8;255.711092776512
1;7;8231;2;2;161.456190316157
1;5;8423;1;8;21.9237870339284
2;8;8423;1;7;28.3557932169374
2;10;8410;1;8;38.2234430314533
1;3;8231;1;2;161.456190316157
2;4;8336;2;5;8.63859073896496
1;8;8229;1;8;20.1563003484699
1;8;8218;1;7;96.7967100187466
1;9;8510;1;8;15.8836943984518
1;2;8218;1;9;138.501127197156
1;5;8231;2;3;161.456190316157
1;6;8229;1;8;20.1563003484699
1;3;8236;2;3;60.7531278352279
2;4;8601;1;7;31.6666495541945
1;3;8231;1;3;127.562715249726
2;4;8207;1;8;352.189436344679
2;6;8431;2;5;352.189436344679
2;2;8236;2;7;53.5132453047881
2;1;8218;2;2;99.9422914896897
1;5;8236;1;7;44.3734396580336
2;4;8406;1;3;31.6666495541945
1;7;8231;1;2;127.562715249726
2;4;8215;1;7;31.2227431976525
1;4;8236;1;4;44.3734396580336
1;9;8215;1;7;32.4527266661945
1;2;8212;1;4;92.2463794214078
2;4;8218;2;5;105.253527751603
2;10;8510;1;7;13.1335672450724
2;9;8354;1;7;9.3679918497525
1;8;8215;2;6;28.5255755163259
1;6;8218;2;8;106.771943494037
1;7;8229;1;9;20.1563003484699
2;9;8207;2;4;311.822959595088
1;3;8212;1;6;90.7128740959531
2;9;8231;1;4;157.275872994598
2;5;8207;1;8;352.189436344679
2;7;8423;1;8;28.3557932169374
2;4;8207;1;4;352.189436344679
1;1;8212;2;8;92.2463794214078
2;6;8218;1;8;117.636295722456
1;8;8212;1;5;90.7128740959531
2;11;8410;1;7;38.2234430314533
2;2;8236;1;7;48.2582040754805
1;1;8231;1;2;175.672714412934
2;11;8231;1;2;118.712385680636
1;3;8207;2;8;22.1597661958095
2;3;8542;1;7;25.7427298201403
1;4;8212;1;8;90.7128740959531
2;7;8336;1;3;8.63859073896496
1;7;8231;1;3;157.275872994598
2;2;8231;1;3;143.445621063506
1;9;8508;1;2;20.1563003484699
2;1;8207;1;8;295.205128205128
2;9;8236;2;8;47.2889434636021
1;8;8215;2;9;28.5255755163259
2;3;8236;1;2;45.0972990249956
2;6;8215;2;8;26.4774227347595
1;4;8314;2;3;161.456190316157
1;8;8231;2;3;157.275872994598
1;2;8229;1;8;32.3606557377049
1;5;8231;1;2;127.562715249726
1;4;8207;2;4;255.711092776512
2;1;8236;1;9;53.5132453047881
1;2;8423;1;7;24.3891328104788
1;9;8231;2;2;127.562715249726
1;7;8231;2;2;127.562715249726
1;9;8229;1;7;22.1597661958095
2;8;8218;1;3;99.9422914896897
2;3;8215;2;8;31.2227431976525
2;2;8510;1;8;14.4414125595827
2;6;8231;1;1;118.712385680636
2;2;8510;1;8;17.2707067961965
1;7;8231;2;2;179.559973669534
1;5;8229;1;8;22.1597661958095
1;10;8510;2;7;12.2027112521508
2;5;8229;1;8;20.211326255055
1;2;8229;2;4;32.3606557377049
2;3;8510;1;9;13.1335672450724
1;5;8218;1;5;115.364006574644
1;8;8229;1;6;20.1563003484699
2;3;8218;2;8;105.253527751603
1;3;8218;1;8;115.364006574644
1;2;8215;2;7;45.9151882793089
2;10;8231;1;3;182.248517720399
2;5;8215;1;3;31.2227431976525
2;11;8406;1;8;31.6666495541945
2;7;8207;1;4;352.189436344679
1;7;8336;2;2;10.1887831539162
2;5;8438;2;8;114.302214820726
1;3;8231;1;2;115.283157850041
2;5;8215;2;7;31.2227431976525
2;8;8313;1;2;9.3679918497525
2;5;8439;1;8;22.8305835092597
1;5;8231;2;2;127.562715249726
2;8;8212;1;7;103.185087932649
2;4;8212;1;8;114.302214820726
1;7;8231;2;4;161.456190316157
2;1;8229;1;5;28.7252461963411
2;2;8236;1;9;48.2582040754805
1;3;8212;1;8;90.7128740959531
1;2;8207;1;4;426
1;6;8207;1;8;215.011695791149
1;5;8336;2;5;10.1887831539162
1;6;8218;1;5;106.771943494037
2;2;8424;2;7;32.1692409192405
2;5;8432;1;6;31.6666495541945
1;4;8231;1;3;127.562715249726
1;11;8212;2;8;93.8323670369613
1;5;8229;1;8;22.1597661958095
1;10;8229;1;6;22.1597661958095
1;8;8231;1;3;157.275872994598
2;3;8406;1;3;32.1692409192405
1;2;8212;1;8;92.2463794214078
2;2;8336;1;2;8.63859073896496
2;9;8229;1;8;20.2200819493145
1;9;8229;2;8;22.1597661958095
2;2;8212;2;8;103.604770425828
1;2;8212;2;8;92.2463794214078
1;5;8510;2;9;14.643253502575
2;4;8218;1;6;105.253527751603
2;2;8439;1;7;19.2976680352505
1;10;8252;1;8;20.1563003484699
1;2;8401;1;8;32.3395327179569
2;6;8239;1;2;114.302214820726
2;5;8310;1;8;8.63859073896496
2;5;8231;1;2;118.712385680636
1;9;8229;1;5;20.1563003484699
1;7;8215;2;7;32.4527266661945
1;11;8231;1;2;175.672714412934
2;3;8207;1;5;352.189436344679
2;1;8229;1;6;28.7252461963411
2;1;8229;1;8;28.7252461963411
1;4;8236;1;3;44.3734396580336
2;1;8207;1;4;295.205128205128
1;2;8218;2;7;128.18586113674
2;5;8309;1;8;8.63859073896496
1;4;8401;1;5;33.620848202021
2;3;8439;1;8;25.7427298201403
2;1;8218;1;8;108.078974180107
1;6;8231;1;2;127.562715249726
2;3;8218;1;8;117.636295722456
1;3;8239;1;7;38.7921736556311
1;10;8207;1;6;215.845074456563
1;6;8231;2;3;194.384755446701
2;5;8231;1;5;118.712385680636
1;9;8229;2;5;20.774459285079
2;6;8229;1;4;20.2200819493145
1;10;8231;1;8;157.275872994598
1;5;8354;1;8;10.1887831539162
1;9;8207;2;4;215.845074456563
2;10;8231;1;1;182.248517720399
2;1;8410;1;3;53.5132453047881
2;4;8236;2;7;50.0081358505039
2;5;8231;2;4;147.772041922321
2;5;8236;1;6;50.0081358505039
1;1;8439;1;6;29.6894953128804
1;3;8229;1;4;22.1597661958095
2;3;8438;2;5;32.1692409192405
2;4;8405;2;5;31.6666495541945
1;1;8510;2;8;15.3400932715348
1;1;8218;2;8;110.015037418155
1;2;8218;2;5;128.18586113674
2;8;8439;1;7;28.3557932169374
2;10;8236;2;8;45.5669371189829
2;1;8207;2;9;295.205128205128
2;6;8405;1;5;48.2582040754805
1;2;8510;1;7;15.3400932715348
1;4;8239;1;2;38.7921736556311
2;1;8218;2;8;108.078974180107
1;7;8510;2;9;14.643253502575
1;2;8310;2;7;10.1887831539162
2;7;8406;1;2;31.6666495541945
1;7;8212;1;6;90.7128740959531
1;6;8218;2;9;106.771943494037
1;4;8236;1;7;44.3734396580336
1;9;8337;2;1;14.4115340510018
1;11;8510;2;8;12.2027112521508
2;1;8406;1;7;32.1692409192405
1;4;8231;1;4;127.562715249726
1;2;8236;1;9;42.9796063940674
1;4;8438;1;8;90.7128740959531
2;2;8312;1;2;8.63859073896496
1;6;8231;2;2;194.384755446701
2;7;8231;1;2;182.248517720399
1;3;8231;1;7;115.283157850041
1;8;8231;2;6;179.559973669534
1;3;8231;2;8;145.913948583214
1;5;8231;1;2;127.562715249726
1;5;8331;1;2;44.3734396580336
1;7;8207;1;6;215.011695791149
1;3;8439;2;6;29.6894953128804
2;8;8229;2;5;20.211326255055
2;2;8229;2;8;28.7252461963411
2;9;8231;2;4;182.248517720399
1;6;8510;2;8;15.8836943984518
1;6;8215;1;8;38.7921736556311
2;9;8231;1;2;182.248517720399
2;2;8510;1;7;16.0565933217784
1;9;8510;1;2;15.3400932715348
2;7;8406;2;7;38.2234430314533
2;5;8313;1;5;8.63859073896496
2;1;8423;1;7;27.5022780447013
2;2;8406;1;2;31.6666495541945
2;7;8231;1;4;182.248517720399
2;8;8601;1;7;28.622772884561
2;5;8231;1;3;118.712385680636
1;2;8218;1;5;138.501127197156
1;3;8349;1;6;38.7921736556311
1;4;8231;1;6;127.562715249726
1;1;8309;1;8;92.2463794214078
2;2;8510;1;7;14.4414125595827
2;5;8231;1;3;118.712385680636
2;3;8207;1;4;295.205128205128
1;3;8231;1;4;127.562715249726
1;6;8405;1;8;33.620848202021
2;5;8229;1;5;20.211326255055
2;6;8406;1;2;31.6666495541945
2;10;8207;1;8;255.501995173598
2;8;8510;1;8;15.706634523592
1;6;8231;1;2;127.562715249726
2;8;8264;1;8;28.3557932169374
1;8;8312;2;2;14.4115340510018
2;1;8510;1;7;16.0565933217784
1;7;8510;1;8;12.2027112521508
2;7;8231;1;3;118.712385680636
1;11;8431;2;8;33.5435080977497
2;7;8231;1;4;118.712385680636
2;9;8207;2;6;311.822959595088
2;5;8510;2;7;13.1335672450724
1;7;8231;2;4;157.275872994598
2;7;8229;2;4;19.7031775987449
2;2;8439;2;7;21.7591746697462
2;2;8439;1;8;19.2976680352505
1;2;8510;1;7;15.2881654368882
2;3;8523;2;7;25.7427298201403
1;7;8229;1;9;22.1597661958095
2;9;8510;1;8;13.1335672450724
2;4;8229;1;4;20.211326255055
1;2;8231;2;7;145.913948583214
2;9;8207;1;4;352.189436344679
1;5;8229;2;3;22.1597661958095
2;9;8215;1;8;28.622772884561
1;2;8510;1;8;15.3400932715348
2;4;8333;1;2;114.302214820726
2;3;8212;1;8;114.302214820726
2;8;8207;2;9;311.822959595088
2;5;8231;1;3;118.712385680636
2;6;8423;1;9;28.3557932169374
1;9;8510;2;7;12.2027112521508
1;1;8236;1;8;56.8660025203912
1;10;8439;1;8;18.8616349612914
1;4;8236;2;7;49.6335130520869
2;2;8439;1;8;19.2976680352505
2;10;8431;2;5;38.2234430314533
2;6;8438;1;8;28.3557932169374
1;2;8212;1;4;92.2463794214078
1;5;8231;1;5;127.562715249726
2;1;8207;2;7;295.205128205128
1;9;8207;2;4;215.011695791149
1;9;8406;2;2;33.5435080977497
2;10;8231;1;2;182.248517720399
1;5;8313;1;5;10.1887831539162
1;1;8207;2;7;426
2;8;8265;2;8;28.3557932169374
2;3;8424;1;6;31.6666495541945
1;11;8207;1;4;215.845074456563
1;2;8423;1;6;29.6894953128804
1;4;8218;2;2;106.771943494037
1;1;8236;1;8;60.7531278352279
2;10;8212;2;9;103.594552567325
1;5;8337;2;5;90.7128740959531
1;8;8231;1;4;157.275872994598
2;4;8236;1;7;50.0081358505039
2;2;8423;1;8;19.2976680352505
1;1;8231;2;2;175.672714412934
1;3;8423;1;8;21.9237870339284
1;3;8439;1;9;18.8616349612914
2;7;8218;1;8;99.9422914896897
2;9;8357;1;4;114.302214820726
1;3;8215;2;9;38.7921736556311
2;8;8212;1;9;103.185087932649
1;3;8215;1;8;38.7921736556311
2;8;8207;1;8;311.822959595088
1;2;8218;1;3;138.501127197156
2;4;8236;1;2;50.0081358505039
1;2;8212;2;6;92.2463794214078
1;1;8229;1;4;32.3606557377049
1;1;8439;1;7;24.7851956509531
2;2;8212;1;7;103.604770425828
2;6;8229;2;4;20.211326255055
2;5;8310;1;4;8.63859073896496
1;2;8336;1;3;10.1887831539162
1;5;8510;1;8;12.2027112521508
2;3;8207;1;7;352.189436344679
1;7;8312;1;4;10.1887831539162
1;10;8215;1;2;32.4527266661945
2;3;8229;1;7;20.211326255055
2;3;8212;1;7;114.302214820726
1;7;8207;2;6;215.011695791149
2;2;8510;1;7;16.0565933217784
1;5;8510;1;7;12.2027112521508
2;11;8215;1;7;28.622772884561
2;10;8506;1;8;28.622772884561
2;7;8510;1;7;13.1335672450724
1;2;8231;2;6;145.913948583214
1;4;8215;1;6;38.7921736556311
1;10;8207;1;8;215.011695791149
1;4;8207;1;6;255.711092776512
2;3;8215;1;8;31.2227431976525
2;9;8423;2;8;22.8305835092597
1;5;8405;1;4;33.620848202021
2;3;8215;1;8;31.2227431976525
1;6;8212;1;4;90.7128740959531
2;10;8218;2;5;99.9422914896897
2;3;8207;2;6;352.189436344679
2;1;8510;1;7;16.0565933217784
2;7;8207;1;8;311.822959595088
1;3;8236;1;8;58.710173106203
1;7;8236;1;7;49.6335130520869
2;8;8231;1;2;182.248517720399
1;2;8229;2;2;32.3606557377049
2;9;8510;1;8;13.1335672450724
1;9;8215;2;7;32.4527266661945
2;3;8439;1;9;27.5022780447013
2;4;8231;1;7;118.712385680636
2;11;8212;2;9;114.302214820726
2;9;8218;2;7;99.9422914896897
1;5;8207;2;5;255.711092776512
2;8;8207;1;9;255.501995173598
1;7;8406;2;3;110.015037418155
2;10;8231;2;1;122.292834758137
1;3;8510;1;8;12.2441590226343
2;3;8236;2;8;50.0081358505039
1;6;8236;1;2;58.710173106203
2;6;8614;1;2;99.9422914896897
1;4;8231;1;3;127.562715249726
2;10;8406;1;7;38.2234430314533
1;5;8236;1;5;44.3734396580336
1;1;8218;2;9;128.18586113674
1;10;8231;1;2;157.275872994598
2;2;8439;1;5;27.5022780447013
1;7;8424;2;3;33.5435080977497
2;5;8212;2;6;114.302214820726
1;9;8513;1;9;93.8323670369613
1;7;8231;2;5;179.559973669534
1;7;8406;2;3;33.620848202021
1;1;8231;1;2;127.562715249726
1;2;8423;2;9;29.6894953128804
1;3;8231;1;2;127.562715249726
1;1;8510;1;2;12.2027112521508
1;5;8231;1;3;127.562715249726
2;3;8218;2;7;108.078974180107
1;7;8215;2;7;38.7921736556311
1;10;8510;2;6;12.2027112521508
2;7;8229;2;7;20.211326255055
2;2;8336;1;7;8.63859073896496
2;2;8236;2;6;53.5132453047881
1;5;8231;2;6;161.456190316157
1;2;8439;1;9;24.7851956509531
2;9;8207;1;3;255.501995173598
2;6;8215;1;9;31.2227431976525
2;1;8218;1;8;105.253527751603
1;2;8236;1;8;48.0744533525764
2;9;8424;1;2;38.2234430314533
2;3;8231;1;6;143.445621063506
2;4;8231;1;4;118.712385680636
2;3;8439;1;8;22.8305835092597
1;6;8231;2;4;161.456190316157
2;4;8250;1;8;28.3557932169374
2;2;8215;1;2;31.2227431976525
1;3;8212;2;8;92.2463794214078
1;11;8218;2;7;96.7967100187466
2;9;8229;1;9;19.7031775987449
1;4;8344;1;5;10.1887831539162
2;1;8401;1;6;99.9422914896897
1;3;8218;1;8;92.2463794214078
2;4;8215;1;7;31.2227431976525
2;6;8231;2;3;122.292834758137
1;1;8248;1;3;92.2463794214078
2;9;8206;1;4;295.205128205128
2;5;8231;1;2;118.712385680636
1;4;8212;1;8;90.7128740959531
1;5;8231;2;6;161.456190316157
1;4;8231;1;2;127.562715249726
1;6;8218;1;4;96.7967100187466
1;5;8218;2;9;115.364006574644
1;9;8406;2;4;33.620848202021
1;4;8236;1;2;44.3734396580336
1;4;8236;1;2;44.3734396580336
2;2;8427;1;7;19.2976680352505
2;2;8425;1;3;120.794147613139
2;8;8310;1;8;8.63859073896496
2;9;8207;2;4;255.501995173598
1;6;8212;2;8;90.7128740959531
1;4;8406;1;3;33.620848202021
1;1;8229;2;4;32.3606557377049
1;8;8229;2;4;20.1563003484699
1;4;8229;1;8;22.1597661958095
1;3;8439;2;7;21.5734489737051
2;2;8510;1;7;14.4414125595827
1;4;8218;1;2;106.771943494037
1;6;8215;1;6;32.4527266661945
2;9;8229;2;8;20.211326255055
2;6;8423;1;7;28.3557932169374
2;8;8264;1;8;28.622772884561
2;4;8231;1;3;122.292834758137
2;2;8231;1;7;143.445621063506
2;2;8207;2;7;295.205128205128
2;3;8218;2;8;105.253527751603
1;3;8510;2;8;14.643253502575
2;3;8218;1;7;32.3606557377049
2;1;8510;1;7;16.0565933217784
2;8;8212;1;9;103.185087932649
1;1;8215;1;8;45.9151882793089
1;6;8336;2;8;14.4115340510018
2;6;8212;1;3;122.292834758137
2;6;8236;1;8;45.0972990249956
1;2;8510;1;7;15.3400932715348
2;7;8231;1;2;118.712385680636
1;4;8231;1;3;127.562715249726
1;7;8212;1;8;93.8323670369613
2;4;8212;1;7;114.302214820726
2;4;8510;1;7;31.2227431976525
2;4;8510;1;7;13.1335672450724
2;9;8207;1;5;255.501995173598
2;3;8231;2;8;118.712385680636
2;1;8406;2;7;32.1692409192405
2;10;8215;1;8;28.622772884561
1;4;8438;2;8;33.620848202021
1;7;8218;2;5;110.015037418155
2;3;8407;2;8;31.6666495541945
2;3;8218;2;5;196.779535003089
2;2;8439;1;3;19.2976680352505
2;4;8439;1;7;22.8305835092597
1;3;8207;2;8;255.711092776512
2;10;8406;2;2;31.6666495541945
2;2;8425;1;6;48.2582040754805
2;10;8231;2;4;182.248517720399
1;5;8510;1;8;12.2027112521508
1;1;8207;1;9;426
1;3;8510;1;7;12.2027112521508
2;1;8406;1;2;31.6666495541945
2;8;8231;1;2;118.712385680636
1;6;8231;2;4;127.562715249726
2;6;8236;2;8;50.0081358505039
1;9;8231;1;2;127.562715249726
2;10;8229;2;9;19.7031775987449
1;4;8218;1;2;106.771943494037
2;4;8310;2;3;8.63859073896496
1;7;8231;1;2;157.275872994598
1;10;8999;1;7;215.845074456563
1;3;8231;2;4;161.456190316157
1;8;8437;2;8;33.620848202021
2;3;8229;1;3;20.211326255055
2;6;8231;1;2;118.712385680636
2;10;8229;2;5;20.2200819493145
1;9;8231;1;2;157.275872994598
2;6;8229;1;9;20.211326255055
2;9;8229;1;4;19.7031775987449
1;3;8510;2;9;14.643253502575
1;5;8207;2;5;255.711092776512
1;5;8231;1;3;194.384755446701
2;4;8231;1;2;118.712385680636
1;8;8510;1;9;15.8836943984518
2;2;8525;1;8;47.4411764705882
1;8;8439;2;9;18.8616349612914
2;3;8212;1;8;103.604770425828
2;5;8510;1;7;13.1335672450724
1;2;8229;1;4;32.3606557377049
2;4;8406;2;3;31.6666495541945
2;4;8207;1;7;352.189436344679
2;11;8212;2;8;103.594552567325
1;8;8215;1;6;38.7921736556311
1;5;8236;1;1;44.3734396580336
1;2;8439;1;7;24.7851956509531
2;2;8236;1;8;73.6335214177529
2;5;8207;2;8;352.189436344679
1;5;8345;1;5;10.1887831539162
2;5;8236;2;8;50.0081358505039
1;5;8231;1;2;127.562715249726
2;8;8406;1;5;38.2234430314533
1;6;8231;2;2;161.456190316157
1;5;8501;2;2;90.7128740959531
1;11;8231;2;2;161.456190316157
1;6;8215;1;7;32.4527266661945
1;9;8207;2;3;215.011695791149
1;9;8510;1;7;12.2027112521508
1;4;8231;1;1;127.562715249726
1;5;8510;1;7;12.2027112521508
1;4;8207;1;5;115.364006574644
1;10;8439;2;7;18.8616349612914
2;10;8510;1;9;15.706634523592
2;4;8231;1;6;118.712385680636
1;4;8336;2;5;10.1887831539162
2;5;8231;2;2;122.292834758137
2;3;8336;1;8;9.3679918497525
1;4;8510;1;7;12.2027112521508
2;2;8438;1;8;53.5132453047881
2;8;8215;1;8;28.622772884561
2;9;8231;1;2;182.248517720399
2;2;8424;1;8;31.6666495541945
1;9;8231;2;2;175.672714412934
2;5;8423;1;5;22.8305835092597
2;1;8212;1;8;103.604770425828
1;6;8215;1;9;32.4527266661945
2;9;8231;1;4;188.480579102546
2;8;8438;1;8;28.3557932169374
2;9;8212;1;8;103.185087932649
1;7;8218;1;5;96.7967100187466
2;6;8231;1;5;182.248517720399
2;1;8319;1;2;8.63859073896496
1;6;8231;1;2;157.275872994598
2;5;8439;1;6;22.8305835092597
1;5;8231;1;3;127.562715249726
1;4;8218;1;5;115.364006574644
1;11;8218;2;5;96.7967100187466
1;4;8215;1;8;38.7921736556311
2;6;8231;1;2;118.712385680636
1;8;8218;1;9;96.7967100187466
2;8;8401;1;7;31.6666495541945
1;2;8236;1;7;92.2463794214078
1;4;8218;1;5;115.364006574644
2;10;8345;1;2;8.63859073896496
1;6;8231;1;2;127.562715249726
1;3;8545;1;8;90.7128740959531
2;5;8510;2;6;13.1335672450724
1;9;8231;1;2;157.275872994598
1;6;8236;2;9;49.6335130520869
1;2;8423;1;6;24.7851956509531
2;1;8406;2;4;32.1692409192405
2;4;8439;1;8;22.8305835092597
1;10;8229;2;6;20.774459285079
2;5;8218;1;8;105.253527751603
1;9;8218;2;9;110.015037418155
2;2;8406;1;7;32.1692409192405
1;6;8215;1;5;28.5255755163259
2;6;8410;1;2;31.6666495541945
1;2;8439;1;8;24.7851956509531
1;9;8510;1;5;15.8836943984518
2;10;8212;2;8;103.594552567325
1;11;8231;1;2;157.275872994598
1;9;8212;1;4;93.8323670369613
1;7;8423;2;7;21.5734489737051
2;10;8231;1;2;118.712385680636
1;2;8231;2;2;175.672714412934
1;4;8218;1;8;115.364006574644
2;4;8231;1;4;118.712385680636
2;2;8231;1;7;227.749729505977
1;10;8437;2;8;49.6335130520869
2;2;8510;1;7;16.0565933217784
2;5;8212;1;8;114.302214820726
1;2;8510;1;8;15.3400932715348
1;1;8231;2;2;175.672714412934
1;4;8207;1;4;255.711092776512
2;2;8510;1;8;14.4414125595827
1;2;8212;2;7;92.2463794214078
2;2;8439;1;6;19.2976680352505
1;3;8236;1;2;44.3734396580336
1;6;8310;2;2;14.4115340510018
2;8;8439;1;7;22.8305835092597
2;4;8231;2;2;118.712385680636
2;1;8218;1;2;120.794147613139
1;1;8423;1;5;21.9237870339284
2;6;8207;2;9;352.189436344679
1;2;8229;1;4;32.3606557377049
1;5;8510;2;8;14.643253502575
2;1;8423;1;9;19.2976680352505
2;3;8218;1;8;117.636295722456
1;5;8236;1;2;44.3734396580336
2;6;8212;2;7;114.302214820726
1;1;8212;1;8;92.2463794214078
2;2;8406;1;7;32.1692409192405
2;2;8432;1;6;32.1692409192405
1;5;8231;1;4;127.562715249726
2;8;8231;1;2;182.248517720399
2;3;8212;2;6;114.302214820726
1;5;8229;2;6;22.1597661958095
2;4;8215;1;7;31.2227431976525
2;5;8231;1;4;122.292834758137
1;10;8215;1;8;18.8616349612914
1;5;8231;1;3;127.562715249726
1;1;8229;2;8;32.3606557377049
1;1;8218;1;6;128.18586113674
2;6;8409;1;7;22.8305835092597
2;1;8218;1;5;105.253527751603
1;4;8409;1;5;58.710173106203
1;5;8215;1;7;38.7921736556311
1;7;8212;1;9;93.8323670369613
1;2;8345;1;2;10.1887831539162
1;4;8218;2;7;106.771943494037
1;9;8218;2;2;110.015037418155
1;2;8266;1;7;24.7851956509531
1;7;8345;1;3;10.1887831539162
2;2;8439;1;8;19.2976680352505
2;2;8423;1;7;23.9678799341562
1;7;8215;1;7;38.7921736556311
1;3;8510;1;8;15.3400932715348
1;3;8510;1;8;12.2027112521508
1;6;8212;2;6;90.7128740959531
1;4;8439;1;7;38.7921736556311
2;3;8423;1;7;22.8305835092597
2;1;8354;1;1;8.63859073896496
1;7;8231;1;2;157.275872994598
1;9;8406;1;7;33.5435080977497
1;9;8229;2;9;20.1563003484699
2;2;8212;1;8;114.302214820726
2;2;8231;1;8;227.749729505977
1;4;8406;1;8;33.5435080977497
1;8;8510;2;8;12.2027112521508
1;6;8401;1;7;110.015037418155
1;9;8607;2;3;38.7921736556311
1;2;8510;1;8;15.2881654368882
1;4;8218;1;2;115.364006574644
1;1;8510;2;8;15.3400932715348
1;5;8229;1;6;22.1597661958095
2;1;8229;2;7;28.7252461963411
2;2;8510;2;8;14.4414125595827
1;6;8218;1;5;106.771943494037
1;6;8232;1;4;21.9237870339284
2;3;8439;1;9;22.8305835092597
1;3;8231;1;2;127.562715249726
2;4;8406;1;8;31.6666495541945
1;5;8215;1;8;38.7921736556311
2;8;8406;2;2;38.2234430314533
1;9;8265;2;7;32.4527266661945
1;10;8231;1;7;161.456190316157
1;4;8236;1;4;44.3734396580336
2;5;8229;2;9;20.211326255055
1;4;8410;1;4;33.620848202021
2;5;8310;2;8;8.63859073896496
2;3;8439;1;8;22.8305835092597
2;8;8310;1;6;9.3679918497525
1;8;8215;1;6;32.4527266661945
2;2;8236;1;8;53.5132453047881
2;3;8432;1;8;31.6666495541945
1;6;8231;1;3;49.6335130520869
2;5;8236;1;7;50.0081358505039
2;9;8424;2;1;31.6666495541945
1;6;8215;2;6;38.7921736556311
1;8;8207;1;7;215.845074456563
2;3;8438;2;7;117.636295722456
2;3;8236;2;8;53.5132453047881
2;1;8424;2;8;32.1692409192405
2;7;8215;1;7;26.4774227347595
2;4;8229;1;9;20.211326255055
2;1;8229;2;9;28.7252461963411
2;10;8215;1;8;28.622772884561
2;5;8236;1;5;45.0972990249956
1;3;8212;1;9;92.2463794214078
2;1;8212;2;8;103.604770425828
2;1;8231;1;1;157.275872994598
2;4;8336;1;7;9.3679918497525
1;1;8215;2;8;45.9151882793089
2;3;8218;1;5;117.636295722456
1;8;8236;1;9;49.6335130520869
2;2;8215;1;7;47.4411764705882
2;10;8205;1;8;28.3557932169374
2;6;8229;1;8;20.211326255055
1;4;8236;2;8;58.710173106203
1;10;8212;2;4;93.8323670369613
1;2;8212;1;8;92.2463794214078
2;7;8212;2;8;114.302214820726
2;2;8423;2;7;27.5022780447013
1;6;8401;2;9;33.620848202021
1;3;8336;1;8;10.1887831539162
1;8;8231;1;2;161.456190316157
1;1;8218;2;1;115.364006574644
2;3;8439;1;7;22.8305835092597
1;9;8336;2;3;14.4115340510018
1;6;8510;2;9;14.643253502575
1;6;8510;1;8;12.2027112521508
1;4;8439;1;7;21.9237870339284
2;2;8437;1;5;32.1692409192405
1;6;8406;1;8;33.620848202021
1;3;8212;2;6;90.7128740959531
1;1;8510;1;7;15.3400932715348
1;7;8218;2;5;110.015037418155
1;9;8215;1;7;28.5255755163259
1;2;8510;1;8;15.2881654368882
2;7;8212;2;8;103.185087932649
2;6;8231;2;3;122.292834758137
1;6;8212;1;8;90.7128740959531
2;9;8215;1;7;28.622772884561
1;6;8207;1;2;255.711092776512
2;4;8231;1;2;122.292834758137
2;2;8510;1;8;16.0565933217784
2;6;8207;2;4;352.189436344679
1;5;8231;1;3;127.562715249726
2;9;8231;2;9;182.248517720399
2;2;8313;1;8;8.63859073896496
2;5;8510;2;7;13.1335672450724
2;3;8212;2;9;114.302214820726
2;7;8236;1;1;50.0081358505039
1;5;8236;1;3;44.3734396580336
1;2;8510;2;7;15.3400932715348
1;6;8231;2;6;194.384755446701
2;7;8212;1;8;103.594552567325
1;8;8218;2;2;96.7967100187466
2;2;8231;1;5;143.445621063506
2;4;8231;1;8;122.292834758137
2;6;8406;2;7;31.6666495541945
2;8;8212;1;6;103.185087932649
1;10;8439;2;7;18.8616349612914
1;2;8510;1;8;15.3400932715348
1;7;8207;2;8;215.011695791149
1;10;8212;1;8;93.8323670369613
2;6;8212;1;8;114.302214820726
2;1;8212;1;3;103.604770425828
1;4;8510;1;8;12.2027112521508
1;5;8215;1;8;38.7921736556311
1;6;8439;1;8;18.8616349612914
2;8;8212;1;8;103.185087932649
2;9;8231;1;1;118.712385680636
1;6;8207;1;9;255.711092776512
2;7;8439;2;9;28.3557932169374
2;4;8231;1;3;118.712385680636
1;11;8230;1;2;157.275872994598
2;8;8212;2;6;103.594552567325
2;2;8207;2;8;295.205128205128
1;4;8601;1;7;38.7921736556311
1;9;8510;2;8;15.8836943984518
2;6;8236;1;8;45.5669371189829
2;1;8231;2;2;122.292834758137
2;11;8231;1;2;182.248517720399
1;5;8231;1;6;127.562715249726
2;5;8231;1;8;122.292834758137
2;8;8424;2;9;31.6666495541945
2;10;8218;1;9;99.9422914896897
2;6;8236;1;7;45.5669371189829
1;6;8236;1;2;58.710173106203
2;4;8231;2;7;122.292834758137
1;10;8510;2;7;12.2027112521508
1;1;8218;1;5;106.771943494037
1;2;8212;1;4;92.2463794214078
1;1;8212;1;9;92.2463794214078
1;10;8207;1;8;215.845074456563
