"W20A1";"W20B1";"W20A6";"W20B9";"W20D1";"W20E38";"weight_2020"
1;8242;1;2;9;3;62.0129495076361
2;8230;10;1;8;3;28.4478907824985
1;8508;10;1;9;2;140.375361866436
1;8265;8;2;8;1;47.3885021668377
2;8410;12;2;6;3;105.297122213266
1;8331;1;1;7;-7;223.619671841119
1;8239;4;1;3;4;36.4914275947256
1;8256;6;2;7;3;36.0163456731897
1;8230;1;2;5;1;28.1344996730474
2;8207;10;1;9;1;244.577005003127
1;8439;8;1;8;1;72.2308374645052
1;8250;9;2;4;4;28.3681558763369
1;8212;2;1;8;1;154.618207437735
1;8240;2;2;8;1;24.066977528141
1;8215;4;1;3;1;45.4227144694145
1;8212;2;2;6;1;132.07524408918
2;8231;10;2;2;3;184.537487206698
1;8218;4;1;5;2;149.964213504292
2;8230;3;1;8;-7;35.5338122960879
1;8231;12;2;3;2;264.638519333369
1;8349;4;1;9;1;45.4227144694145
1;8215;8;1;7;1;37.9601032602894
1;8230;5;1;4;2;29.8169614475153
1;8506;7;1;3;-7;137.675835676697
2;8205;6;1;8;1;73.4918391800588
2;8406;5;2;7;1;133.781229282063
1;8252;6;1;8;4;28.3681558763369
1;8415;9;1;5;-7;47.3885021668377
1;8251;3;1;3;1;31.22614172955
2;8230;10;2;5;2;23.8828672127042
1;8510;2;1;7;1;139.907708464667
2;8406;3;1;7;2;86.4320455948471
2;8212;4;1;8;-7;117.533501849633
2;8423;4;1;8;1;48.1824923372908
1;8312;10;1;1;2;171.941072232401
1;8409;11;1;5;1;45.4581663268249
1;8218;4;2;8;1;173.765414981666
2;8230;4;1;8;2;43.7526830879763
2;8345;5;1;3;3;173.165202193082
2;8420;4;1;7;1;46.2192907870787
1;8255;10;1;5;4;36.0163456731897
1;8218;8;2;8;1;181.580950887887
2;8230;7;1;9;1;33.7470076929638
2;8510;1;1;9;1;194.590208538344
1;8243;6;1;5;2;28.3681558763369
1;8439;4;1;8;1;69.9413501099024
1;8215;12;1;8;1;38.8711946561952
1;8215;7;1;8;1;37.9601032602894
1;8215;12;1;7;-7;32.3082438776559
2;8357;6;1;8;2;183.486306959557
1;8539;3;1;7;1;153.872992815132
1;8514;6;1;7;3;62.0129495076361
2;8232;8;1;8;-7;19.2286980187252
1;8215;6;2;5;1;37.8188826380413
2;8525;7;1;2;2;54.8447047450121
1;8255;1;1;1;2;36.4914275947256
1;8218;3;1;1;2;149.964213504292
1;8236;5;1;8;1;67.0323140084209
2;8207;3;1;3;-7;244.577005003127
2;8264;1;1;8;1;44.3168924950809
1;8230;8;1;5;3;43.7829520105756
2;8231;7;1;3;-7;193.059794571982
2;8265;7;1;8;-7;36.892670814204
2;8425;2;1;5;-7;41.0723043498007
2;8212;4;1;8;-7;145.542216471695
1;8264;9;2;8;1;42.5661145264624
2;8236;4;1;5;3;64.483463722513
2;8240;2;1;6;1;21.1659175952386
1;8231;9;1;6;1;202.964515080713
2;8262;9;2;4;-7;21.6115158604015
1;8427;4;1;7;1;37.9601032602894
2;8264;10;1;8;1;43.5947349519286
1;8231;4;2;2;2;202.964515080713
1;8236;3;1;7;1;67.0323140084209
2;8427;11;2;8;1;41.0723043498007
1;8218;1;2;2;2;181.580950887887
2;8239;5;1;7;1;59.4166477581469
1;8218;5;2;8;1;173.765414981666
1;8220;9;2;4;1;28.6545771165282
1;8227;6;2;7;1;78.2748559476704
1;8601;8;1;8;2;29.2096879844082
1;8212;9;1;8;1;124.862873538856
2;8234;2;2;7;1;86.0587215389328
2;8218;6;1;2;-7;178.732141370689
2;8215;10;1;8;1;42.4848469046785
1;8439;5;1;8;-7;72.2308374645052
1;8256;7;1;6;1;36.0163456731897
1;8304;2;1;8;-7;171.941072232401
2;8206;3;1;8;1;61.3440728691286
2;8215;9;1;9;3;35.3117728189623
2;8239;10;1;4;4;80.4073391985971
1;8236;2;2;2;1;64.185553493133
1;8204;7;1;8;1;56.1465211438986
2;8231;12;1;7;3;210.379244674443
2;8207;5;1;9;2;340.95424857671
2;8501;1;1;2;-7;64.2084348234288
1;8256;9;2;2;1;36.4914275947256
1;8508;4;1;4;3;153.872992815132
2;8218;3;2;8;1;184.591200525352
2;8229;3;1;5;1;86.0587215389328
1;8998;5;1;2;1;27.7941267029798
2;8230;9;1;8;1;28.4478907824985
1;8423;7;1;8;1;76.6746688229181
1;8230;12;2;5;-7;34.3250962021794
1;8331;5;2;4;-7;132.07524408918
1;8229;10;2;9;2;30.2097835588449
2;8229;3;1;7;1;34.4072245199095
2;8229;2;1;5;3;54.5883850556257
1;8231;2;1;7;3;194.004980105559
2;8231;8;1;1;2;251.724091563574
2;8264;6;1;8;2;46.2192907870787
2;8243;3;2;5;1;29.0275441306129
2;8406;8;2;3;3;87.7177962731095
1;8232;11;1;8;2;22.8548782020536
1;8514;2;1;6;-7;69.9413501099024
2;8432;6;2;2;1;184.591200525352
1;8212;13;2;8;1;154.618207437735
2;8212;6;1;7;-7;133.781229282063
1;8227;7;2;6;1;62.5666365568114
2;8229;6;1;7;1;31.5984714978761
2;8215;5;1;9;2;40.9749136954578
1;8232;3;1;2;2;42.8244229433828
2;8406;10;1;8;1;340.95424857671
1;8359;8;1;7;1;149.6801024941
1;8362;9;1;3;2;171.941072232401
2;8264;4;1;7;-7;40.9769773834716
2;8501;7;1;5;3;59.4150968070963
2;8406;1;1;6;-7;85.8400452825536
1;8510;2;1;8;2;110.983404518299
1;8507;2;1;8;-7;151.700203442903
1;8255;2;1;3;3;36.4914275947256
1;8230;1;1;8;1;253.580431374922
2;8510;6;1;9;1;178.953495352227
1;8439;6;1;7;4;72.2777710820909
1;8510;4;1;7;1;174.161599375836
1;8229;7;1;9;2;30.2097835588449
2;8506;3;2;2;-7;64.2084348234288
2;8266;11;1;8;-7;40.9769773834716
2;8236;7;1;4;3;68.837274229325
1;8230;2;1;7;1;34.3250962021794
1;8231;11;1;2;2;188.502670025822
1;8227;6;1;8;2;62.0129495076361
2;8230;2;1;8;-7;35.7630626979981
2;8262;10;1;8;1;19.2286980187252
1;8317;4;2;6;-7;202.508373962606
1;8236;1;1;6;2;66.934456615708
1;8218;3;2;6;4;181.580950887887
2;8508;2;2;8;1;78.9431356178203
1;8437;5;1;6;4;118.139992325602
1;8215;7;1;8;2;38.8711946561952
2;8207;3;2;7;1;340.95424857671
1;8214;4;1;8;3;62.9512068997137
2;8236;3;1;3;2;72.5726301952574
1;8229;3;1;6;2;36.3816748235551
2;8230;3;2;9;1;35.5338122960879
2;8248;4;1;4;2;96.4888070383166
1;8256;7;1;2;-7;32.8950976529644
1;8229;8;2;4;1;29.2096879844082
2;8349;3;1;8;1;38.8711946561952
1;8229;11;2;8;1;29.2096879844082
2;8533;3;2;8;1;41.0723043498007
1;8236;9;1;8;1;75.297296501075
2;8264;8;1;7;-7;43.5947349519286
2;8215;6;2;7;2;49.6454273478429
1;8601;2;1;7;-7;42.5661145264624
1;8601;3;1;7;4;47.2785155901905
1;8236;7;1;8;2;75.4412225217843
2;8218;12;1;7;-7;187.378291822483
2;8406;9;1;6;2;105.297122213266
1;8510;3;2;7;-7;156.318443697289
2;8230;8;1;4;1;45.3247148776712
1;8240;4;2;8;1;28.6545771165282
2;8229;9;1;9;2;31.5984714978761
2;8265;2;1;8;-7;41.0723043498007
1;8215;2;1;6;-7;32.3082438776559
2;8231;5;1;2;1;184.537487206698
2;8510;11;1;7;-7;178.953495352227
2;8229;7;1;5;2;38.0540732017433
1;8207;3;2;8;1;353.50553676168
2;8331;10;2;7;-7;128.977972411611
2;8423;11;2;7;1;48.1824923372908
2;8236;2;1;8;4;68.837274229325
2;8439;7;2;8;1;48.1824923372908
2;8265;2;2;8;-7;41.2754091515305
1;8523;3;1;9;1;181.580950887887
2;8231;9;1;3;4;193.059794571982
2;8406;9;2;3;3;92.8761145680088
2;8240;11;1;3;4;18.9016566431898
2;8510;1;1;7;-7;178.953495352227
2;8212;2;1;4;-7;145.542216471695
1;8207;8;1;7;2;353.50553676168
2;8264;8;1;3;-7;41.2754091515305
1;8243;9;1;5;3;31.22614172955
2;8439;2;1;8;1;46.0016723163669
1;8201;1;1;4;1;31.9685975941847
1;8207;11;2;8;1;353.50553676168
1;8998;10;1;7;-7;262.863091438173
2;8510;2;1;7;-7;199.80244626705
2;8409;10;2;5;-7;39.3992541900973
1;8430;6;1;2;1;171.941072232401
1;8215;4;2;6;1;37.9601032602894
2;8255;2;1;3;4;80.4073391985971
2;8212;15;1;8;1;117.533501849633
2;8264;8;1;8;-7;43.5947349519286
2;8248;5;1;8;1;16.3132438051107
2;8211;10;1;7;-7;68.3585061713908
2;8252;9;1;4;-7;69.1149013895566
1;8439;9;2;7;1;72.2777710820909
2;8240;7;2;2;-7;19.4228420285719
1;8409;4;1;5;3;53.3270045663704
2;8439;10;2;7;2;50.4576747629665
2;8236;9;1;4;1;68.837274229325
2;8406;3;1;6;4;92.7072489051578
2;8607;2;1;5;-7;39.3992541900973
1;8207;5;1;4;-7;303.004745795727
2;8216;10;1;8;2;67.7535636389007
2;8229;12;1;4;1;38.0540732017433
1;8212;5;1;7;1;124.862873538856
1;8215;3;1;7;-7;38.8711946561952
1;8401;8;1;8;1;127.894670591019
1;8510;8;1;8;1;110.983404518299
2;8244;4;1;4;1;21.1659175952386
1;8401;11;2;7;1;175.817439249281
2;8229;8;1;5;-7;54.5883850556257
1;8231;8;1;2;1;264.638519333369
2;8230;6;1;5;4;29.1252215154151
2;8407;3;1;8;-7;106.969902582875
2;8401;10;1;4;3;69.6021328318731
2;8264;9;1;4;-7;41.2754091515305
1;8229;7;2;7;2;32.2064071848605
2;8432;2;1;6;-7;86.4320455948471
2;8510;3;1;7;-7;163.581811203163
1;8228;6;1;2;-7;173.207447437724
1;8231;2;2;4;4;227.093163726672
2;8214;4;1;9;1;68.7786766584963
1;8239;9;1;7;1;36.0163456731897
2;8349;6;1;8;2;186.54441207555
1;8229;2;2;8;1;125.087313276017
2;8510;1;1;8;1;194.590208538344
1;8239;3;1;7;-7;36.4914275947256
1;8229;3;2;7;2;36.3816748235551
1;8302;7;1;7;4;171.941072232401
1;8207;3;1;8;1;262.863091438173
2;8240;6;2;7;3;16.3132438051107
2;8255;10;1;5;4;61.8878645726811
1;8231;8;1;8;1;221.172520529512
1;8201;3;1;8;4;36.4914275947256
2;8510;9;1;7;1;174.161599375836
1;8323;12;1;5;1;202.508373962606
1;8510;5;1;7;4;156.318443697289
2;8236;12;1;8;-7;72.5726301952574
2;8304;14;2;2;1;214.526073886882
2;8424;10;2;2;1;72.4341768467132
2;8264;7;1;2;-7;68.3585061713908
1;8230;10;2;8;3;23.0704689896221
1;8430;2;1;8;-7;42.5661145264624
2;8304;3;1;8;-7;182.144779715277
2;8229;8;2;8;2;31.5984714978761
2;8236;5;1;8;3;72.4341768467132
1;8231;10;1;2;2;264.638519333369
2;8534;2;1;2;1;54.8447047450121
1;8534;5;1;7;3;186.512718563796
2;8406;3;1;7;1;92.7072489051578
2;8229;2;2;8;1;38.0540732017433
1;8231;9;1;3;1;202.964515080713
1;8345;8;2;3;-7;176.094238228353
2;8439;10;1;8;1;46.0016723163669
1;8215;5;1;4;-7;32.3082438776559
1;8513;6;1;8;1;63.417653301129
2;8229;9;1;8;3;37.24889261642
1;8401;4;1;3;3;144.069094381539
1;8234;4;1;8;1;62.0129495076361
2;8409;11;1;1;2;40.9769773834716
1;8231;2;2;1;2;202.964515080713
2;8231;4;2;5;2;234.911917870803
2;8207;1;1;7;1;253.53008227499
1;8304;11;2;2;1;202.508373962606
1;8510;3;1;7;1;143.757140185899
2;8510;3;1;8;-7;194.590208538344
2;8212;7;2;7;1;184.421326046651
1;8218;8;2;9;2;175.817439249281
1;8406;10;1;7;2;37.9601032602894
1;8230;2;1;8;1;42.2643943628756
2;8231;7;2;9;2;251.724091563574
2;8406;5;1;2;3;105.297122213266
1;8265;5;1;8;1;53.3270045663704
1;8510;9;1;8;-7;177.146587981131
1;8231;7;2;2;-7;202.964515080713
1;8205;9;2;8;1;33.0320690867332
2;8214;8;2;8;3;85.5208545293146
1;8212;2;2;8;1;124.862873538856
2;8264;4;1;7;-7;46.2192907870787
2;8236;1;1;3;1;72.4341768467132
2;8265;10;1;8;-7;43.5947349519286
1;8207;10;2;7;3;262.863091438173
2;8218;11;1;9;1;166.309440828089
2;8214;2;1;7;-7;85.5208545293146
2;8231;8;1;1;2;193.059794571982
2;8438;7;1;5;3;86.4320455948471
1;8236;8;1;8;1;64.185553493133
2;8348;10;1;2;3;186.54441207555
1;8265;4;1;8;1;47.2785155901905
1;8229;2;2;8;1;36.3816748235551
1;8207;8;2;8;1;262.863091438173
1;8207;7;2;5;-7;262.863091438173
2;8406;5;1;8;1;87.7177962731095
1;8230;12;1;7;3;23.0704689896221
2;8231;5;1;2;2;258.999982044489
2;8230;5;1;8;2;43.7526830879763
1;8406;4;2;3;1;227.093163726672
2;8205;3;1;7;-7;82.0483053046909
1;8256;2;1;2;2;33.0320690867332
1;8424;1;1;8;4;92.8761145680088
2;8439;9;1;8;3;44.5435659070281
1;8314;2;1;2;-7;202.964515080713
2;8230;8;1;5;-7;29.1252215154151
2;8401;5;1;3;3;92.7072489051578
2;8212;6;1;9;1;184.421326046651
1;8207;9;1;9;1;303.004745795727
2;8424;4;1;7;-7;92.8761145680088
1;8424;8;1;4;4;118.139992325602
1;8312;6;1;2;1;62.0129495076361
2;8252;6;1;2;1;59.4166477581469
2;8439;5;1;8;2;48.8318163539375
1;8543;10;2;2;1;153.872992815132
2;8514;6;1;5;-7;63.2823516288601
2;8236;11;1;3;-7;65.7778398191328
2;8541;5;1;2;-7;64.2084348234288
1;8229;12;1;6;1;234.716226837715
1;8218;5;1;5;1;163.597323822864
2;8264;1;2;7;-7;44.3168924950809
2;8212;6;1;8;1;145.542216471695
1;8401;10;1;8;1;144.069094381539
1;8515;12;1;9;1;153.872992815132
2;8215;9;1;8;1;42.4848469046785
2;8510;4;1;8;3;138.155698833161
2;8255;5;1;1;-7;82.0483053046909
1;8560;11;1;4;-7;153.872992815132
1;8439;1;2;7;1;79.2275567630611
2;8263;8;1;2;-7;19.2286980187252
2;8207;10;2;9;1;262.272498905162
2;8508;5;1;8;-7;54.8447047450121
2;8207;6;2;8;1;340.95424857671
2;8236;6;1;7;2;72.4341768467132
2;8251;2;1;8;1;18.9016566431898
1;8229;6;2;6;1;52.1893376224916
2;8333;6;1;3;-7;128.977972411611
1;8406;10;1;8;1;221.172520529512
1;8218;2;1;6;1;147.570009805384
2;8236;2;2;8;2;65.7778398191328
1;8229;4;2;8;2;32.2064071848605
1;8510;1;1;8;1;110.983404518299
1;8230;12;1;5;-7;32.5990714405897
2;8248;6;2;2;1;80.4073391985971
2;8236;3;2;4;1;61.7449490056975
1;8212;7;1;8;1;154.873774722756
1;8304;4;1;8;1;163.464528519352
2;8230;8;2;6;2;33.6868762233105
2;8343;7;1;7;1;35.3117728189623
1;8255;2;1;2;4;27.7941267029798
1;8231;8;1;6;1;188.502670025822
2;8439;6;1;9;1;48.1824923372908
2;8234;7;1;5;1;61.3440728691286
1;8215;2;2;5;3;45.4227144694145
1;8215;12;1;6;1;38.8711946561952
2;8229;4;2;8;2;61.8878645726811
1;8218;5;1;4;1;173.765414981666
1;8362;1;2;8;1;37.4896924979043
2;8515;10;1;7;3;59.4150968070963
2;8218;3;1;2;-7;178.732141370689
1;8427;10;1;9;1;72.2777710820909
1;8406;3;2;8;1;125.087313276017
1;8236;9;2;7;1;75.297296501075
2;8231;2;2;7;3;184.537487206698
2;8231;10;2;2;1;193.059794571982
1;8207;3;1;7;3;262.863091438173
2;8207;11;2;9;2;244.577005003127
2;8439;2;1;7;-7;44.5435659070281
1;8207;8;1;7;2;348.06699004227
2;8406;6;1;7;-7;216.010958961658
1;8423;8;1;2;2;76.6746688229181
1;8424;1;1;8;1;154.618207437735
2;8438;8;1;5;1;86.4320455948471
2;8230;8;1;8;1;35.5338122960879
2;8319;9;1;4;1;193.059794571982
1;8217;3;2;8;2;62.7768268251993
1;8216;5;2;8;1;78.7671506391651
2;8357;11;1;3;1;158.562750264217
1;8207;6;2;9;1;271.927335970524
2;8215;4;1;8;1;68.3585061713908
2;8264;2;1;8;1;41.0723043498007
1;8541;8;1;1;1;153.872992815132
2;8214;2;1;1;2;67.7535636389007
2;8510;3;1;7;-7;194.590208538344
2;8327;10;1;8;-7;128.977972411611
1;8439;3;1;5;-7;63.417653301129
2;8513;3;1;7;-7;64.2084348234288
1;8439;2;1;9;1;79.2275567630611
1;8230;6;1;8;2;27.4802089829765
1;8510;7;1;8;2;131.408740123856
2;8264;6;1;8;1;40.9769773834716
2;8236;12;2;4;2;65.7778398191328
2;8409;8;2;5;-7;171.599067247958
1;8359;7;1;7;-7;163.464528519352
1;8229;6;1;5;1;36.3816748235551
2;8510;2;2;8;1;194.590208538344
2;8231;10;1;6;1;234.911917870803
2;8424;9;2;5;1;106.969902582875
2;8362;6;1;2;-7;236.890205107303
1;8236;4;2;9;1;66.934456615708
1;8230;8;2;6;1;34.3250962021794
2;8264;6;2;8;-7;43.5947349519286
2;8240;9;2;8;-7;15.4916503250257
2;8439;4;1;7;1;48.8318163539375
1;8207;2;2;8;2;353.50553676168
1;8513;6;1;5;2;25.8461481559006
2;8236;2;2;8;3;72.4341768467132
1;8239;5;1;3;3;30.4095229956046
2;8541;3;1;2;-7;56.9541164659741
2;8508;9;1;8;-7;65.1280868847019
1;8231;9;2;8;-7;264.638519333369
1;8218;11;1;6;2;149.964213504292
1;8508;4;2;8;1;78.2748559476704
1;8212;4;2;8;1;195.921812501522
1;8432;1;2;6;1;75.297296501075
2;8236;4;1;6;4;72.4341768467132
1;8252;6;2;9;1;181.580950887887
2;8427;5;1;8;1;46.2192907870787
1;8231;2;1;7;1;188.502670025822
1;8534;10;1;4;1;25.8461481559006
1;8207;10;2;2;1;253.580431374922
2;8508;2;1;8;2;64.2084348234288
2;8317;8;2;2;1;214.526073886882
2;8528;14;2;7;2;65.1280868847019
1;8239;5;2;9;1;36.0163456731897
2;8506;6;1;4;2;59.4150968070963
2;8229;7;1;4;1;37.24889261642
1;8229;7;1;8;1;35.6118802716244
2;8427;4;1;9;1;41.2754091515305
2;8429;12;1;6;4;41.2754091515305
2;8264;6;1;7;-7;36.892670814204
2;8215;4;2;9;1;40.9749136954578
2;8348;5;1;1;-7;182.144779715277
1;8255;6;1;4;4;22.4709825537248
2;8214;8;1;8;-7;61.3440728691286
2;8508;11;1;7;-7;65.1280868847019
1;8508;2;1;4;2;153.872992815132
1;8510;7;2;8;1;143.757140185899
2;8218;7;1;8;1;35.5338122960879
1;8439;10;1;9;3;63.417653301129
1;8207;6;1;8;1;37.9601032602894
2;8317;1;1;3;-7;214.526073886882
2;8263;9;1;8;4;39.3992541900973
2;8207;3;2;4;1;340.95424857671
1;8214;4;1;4;3;67.7535636389007
2;8236;9;1;6;2;64.483463722513
1;8998;2;2;5;4;173.207447437724
2;8215;8;2;7;1;41.489056093164
1;8264;7;1;8;1;51.1320508862768
1;8256;12;2;2;2;36.0163456731897
1;8231;2;1;7;3;197.660694480518
2;8232;9;1;5;-7;226.38257800235
2;8215;8;1;6;-7;35.3117728189623
2;8212;11;1;5;1;133.781229282063
2;8236;7;1;8;-7;72.5726301952574
2;8406;4;1;8;3;92.7072489051578
1;8218;9;2;9;1;173.765414981666
1;8231;8;1;5;3;246.963815552756
2;8212;4;2;9;2;117.533501849633
2;8998;15;2;9;1;340.95424857671
2;8542;1;1;4;-7;56.9541164659741
2;8230;10;1;4;1;45.3247148776712
2;8230;7;2;8;1;43.7526830879763
2;8265;7;2;5;4;41.2754091515305
2;8207;13;1;8;2;262.272498905162
1;8215;4;1;8;1;38.8711946561952
2;8331;6;2;7;4;173.165202193082
2;8231;15;1;2;1;193.059794571982
1;8215;10;1;6;1;32.3082438776559
2;8562;5;1;2;3;54.8447047450121
2;8236;7;1;4;1;64.3893272791225
2;8232;4;1;7;1;15.4916503250257
2;8248;10;1;5;-7;96.4888070383166
2;8998;6;1;3;1;54.8447047450121
2;8510;4;1;7;-7;199.80244626705
1;8999;7;1;8;1;42.8244229433828
2;8231;8;1;5;4;251.724091563574
2;8230;7;1;8;-7;28.4478907824985
1;8320;11;2;8;1;173.207447437724
2;8230;1;1;8;-7;35.5338122960879
2;8218;4;1;7;3;171.599067247958
2;8523;3;1;7;-7;65.1280868847019
1;8264;2;1;8;1;53.3270045663704
1;8336;14;1;7;-7;163.464528519352
2;8563;11;1;8;3;54.8447047450121
1;8510;10;2;8;1;139.907708464667
1;8248;10;2;4;3;30.4095229956046
2;8248;10;1;4;1;95.2326191915826
1;8218;11;2;5;2;149.964213504292
1;8229;11;1;4;1;29.2096879844082
1;8510;2;1;8;1;160.505544867752
1;8236;2;1;7;1;45.4227144694145
1;8264;4;1;9;1;37.8188826380413
2;8230;8;1;7;3;43.7526830879763
2;8255;1;1;2;1;82.0483053046909
1;8240;6;1;3;3;28.6545771165282
1;8231;7;2;7;4;202.964515080713
1;8215;2;1;8;1;37.9601032602894
2;8331;5;1;4;-7;186.54441207555
2;8231;9;1;2;2;258.999982044489
2;8407;7;1;6;-7;106.969902582875
2;8510;12;1;8;1;138.155698833161
2;8406;3;1;7;-7;105.297122213266
2;8214;10;1;7;1;67.7535636389007
1;8239;12;1;7;1;36.0163456731897
2;8439;2;1;7;2;50.4576747629665
1;8265;7;1;7;1;47.2785155901905
2;8218;12;2;4;1;176.646098637604
2;8439;3;1;8;-7;48.8318163539375
2;8317;3;1;4;2;124.322510811156
2;8230;2;1;8;4;43.7526830879763
2;8250;11;1;1;2;21.1659175952386
1;8510;2;1;8;1;160.505544867752
2;8231;7;2;2;1;179.303691273241
1;8218;2;1;9;1;163.597323822864
2;8264;13;1;8;-7;46.6012683968893
2;8406;12;2;2;-7;106.969902582875
1;8215;9;1;3;2;32.3082438776559
2;8214;11;2;9;1;79.185976416032
2;8250;5;1;2;2;21.6115158604015
1;8248;7;1;3;1;27.7941267029798
2;8230;10;2;8;1;23.8828672127042
1;8234;6;1;8;1;62.5666365568114
2;8264;5;1;8;-7;44.3168924950809
2;8510;13;1;8;1;131.408740123856
1;8345;4;1;3;1;202.508373962606
1;8541;3;1;2;-7;129.577257107479
2;8350;5;1;5;4;182.144779715277
1;8218;3;1;5;4;181.580950887887
1;8206;6;1;8;1;78.7671506391651
2;8423;1;1;8;1;48.1824923372908
2;8533;1;1;8;-7;64.2084348234288
2;8407;5;1;8;1;86.4320455948471
2;8406;9;1;3;1;92.8761145680088
1;8236;7;1;2;-7;68.377853158225
2;8212;6;2;5;-7;133.781229282063
1;8212;8;1;8;1;154.618207437735
2;8265;14;2;5;4;40.9769773834716
1;8229;8;1;8;1;30.2097835588449
1;8406;3;1;7;2;227.093163726672
2;8227;6;1;9;1;68.7786766584963
2;8510;6;1;7;-7;61.3440728691286
2;8229;6;1;6;3;31.5984714978761
2;8439;2;1;8;3;46.0315629416536
2;8427;4;1;4;-7;46.2192907870787
1;8231;11;1;2;1;272.287691376224
1;8406;4;2;7;1;34.5465484357418
1;8212;9;1;8;1;124.862873538856
1;8229;4;2;6;2;36.3816748235551
2;8513;9;1;7;-7;65.1280868847019
2;8218;5;1;5;-7;178.732141370689
2;8207;12;2;8;1;46.0315629416536
2;8407;2;1;4;3;86.4320455948471
1;8304;3;1;8;1;72.2308374645052
2;8423;4;1;8;-7;40.3888174170082
1;8252;6;1;4;1;35.6118802716244
2;8423;10;1;7;-7;46.0016723163669
1;8357;5;1;2;-7;173.207447437724
2;8227;4;1;8;1;67.7535636389007
2;8349;9;2;9;3;186.54441207555
2;8207;7;1;6;-7;283.254298817575
1;8230;14;1;8;4;27.4802089829765
1;8264;8;1;8;1;45.4581663268249
2;8212;1;1;8;4;145.542216471695
1;8256;7;2;4;-7;36.0163456731897
1;8256;15;2;2;2;36.0163456731897
1;8201;5;1;4;4;147.570009805384
1;8256;5;2;3;2;33.0320690867332
2;8230;5;2;8;1;35.5338122960879
1;8998;12;1;6;4;23.4055803814566
2;8423;10;1;9;-7;46.0315629416536
1;8362;4;1;5;1;173.207447437724
1;8230;2;1;2;1;34.3250962021794
1;8537;5;1;9;1;69.9413501099024
1;8215;6;1;2;3;45.4227144694145
2;8229;12;2;5;2;33.6868762233105
2;8406;10;2;1;1;86.4320455948471
1;8410;8;1;5;2;72.3533097371917
1;8358;8;1;8;2;176.094238228353
2;8218;5;1;8;1;171.599067247958
1;8212;6;2;4;2;195.921812501522
2;8262;7;1;7;4;19.2286980187252
1;8533;9;2;2;-7;186.512718563796
2;8204;7;1;8;1;67.7535636389007
1;8207;6;2;8;3;271.927335970524
1;8240;8;1;5;3;31.8835341870142
1;8212;8;2;4;-7;146.349854098819
1;8229;9;2;7;2;29.2096879844082
2;8205;3;1;8;-7;42.4848469046785
1;8230;9;1;5;1;32.5990714405897
2;8406;6;1;7;-7;87.7177962731095
1;8243;12;2;8;1;28.3681558763369
1;8423;8;2;6;1;37.4896924979043
2;8510;3;1;7;-7;163.581811203163
2;8231;4;2;7;2;216.010958961658
1;8510;2;1;8;1;131.408740123856
1;8215;7;1;8;-7;37.4896924979043
1;8207;7;2;8;-7;262.863091438173
2;8232;6;1;5;2;29.0275441306129
1;8207;12;2;7;1;253.580431374922
1;8255;4;1;7;1;69.9413501099024
1;8260;3;2;8;1;24.066977528141
1;8254;8;1;8;1;30.4095229956046
1;8256;8;2;1;-7;36.0163456731897
2;8439;2;1;9;-7;48.8318163539375
2;8215;7;2;9;2;49.6454273478429
2;8218;3;1;5;4;178.732141370689
1;8362;5;1;3;2;223.619671841119
2;8229;8;1;6;-7;27.0342478370718
1;8406;5;1;3;-7;163.597323822864
1;8236;8;2;6;3;75.297296501075
1;8231;10;1;2;1;272.287691376224
2;8439;3;1;7;2;50.4576747629665
1;8264;12;1;8;-7;42.5661145264624
1;8230;6;2;8;1;34.3250962021794
2;8420;6;1;5;1;46.2192907870787
2;8542;1;1;8;3;64.2084348234288
2;8255;9;2;1;-7;96.4888070383166
1;8211;4;1;8;1;62.0129495076361
2;8229;2;1;5;1;54.5883850556257
1;8236;7;2;9;1;75.297296501075
2;8506;1;1;5;-7;124.322510811156
2;8510;2;1;7;-7;174.161599375836
2;8240;4;1;7;-7;18.9016566431898
2;8401;7;1;8;-7;105.297122213266
2;8256;3;1;7;-7;84.5297662456132
2;8357;7;1;8;-7;183.486306959557
2;8240;8;1;7;-7;19.2286980187252
2;8510;10;1;8;-7;174.161599375836
1;8230;7;1;4;4;43.7829520105756
1;8230;8;2;9;1;34.3250962021794
2;8432;8;1;2;2;72.5726301952574
1;8266;6;1;9;1;50.2988382180268
2;8411;14;2;7;1;44.3168924950809
2;8510;4;1;7;-7;163.581811203163
1;8230;7;1;8;1;32.5990714405897
2;8567;2;1;7;-7;56.9541164659741
2;8317;5;1;7;1;183.486306959557
1;8236;10;1;2;2;68.377853158225
2;8215;12;1;9;2;41.489056093164
2;8207;12;2;9;2;244.577005003127
2;8439;3;1;8;-7;44.5435659070281
2;8439;2;1;8;-7;46.0315629416536
2;8229;6;1;7;1;33.6868762233105
2;8239;6;1;7;-7;95.2326191915826
2;8234;4;1;9;1;85.5208545293146
2;8239;5;1;2;4;95.2326191915826
2;8230;10;2;6;1;35.5338122960879
1;8215;6;1;7;2;37.9601032602894
1;8352;1;1;5;4;36.4914275947256
1;8230;4;2;8;4;28.1344996730474
2;8212;6;1;9;1;145.542216471695
1;8250;12;2;4;1;234.716226837715
2;8406;4;1;8;1;92.7072489051578
2;8534;3;2;5;-7;56.9541164659741
1;8239;2;1;8;-7;72.2308374645052
2;8252;4;1;4;3;84.5297662456132
2;8410;7;2;3;2;64.483463722513
2;8406;10;1;8;1;106.969902582875
1;8510;2;1;7;1;131.408740123856
