"W20A1";"W20B1";"W20A6";"W20B9";"W20D1";"W20E38";"weight_2020"
1;8227;6;1;7;1;62.5666365568114
1;8230;8;1;8;1;23.0704689896221
2;8204;7;2;8;1;85.5208545293146
1;8438;8;1;7;1;31.8835341870142
2;8423;9;2;4;1;50.4576747629665
1;8227;5;1;5;-7;72.4767184700652
2;8218;9;2;8;-7;176.646098637604
2;8240;11;2;8;1;29.0275441306129
2;8515;5;1;7;-7;65.1280868847019
1;8207;9;2;8;1;52.1893376224916
2;8508;9;1;4;-7;54.8447047450121
1;8248;4;1;5;2;22.4709825537248
1;8215;8;1;7;-7;38.8711946561952
2;8204;12;1;8;1;61.3440728691286
1;8406;10;1;2;-7;116.408318917054
1;8218;10;1;8;1;147.570009805384
2;8207;6;1;6;-7;253.53008227499
1;8265;6;1;8;1;47.3885021668377
2;8229;8;1;8;1;54.5883850556257
1;8401;7;1;9;1;64.185553493133
2;8406;7;2;3;3;92.8761145680088
2;8215;10;2;8;1;49.6454273478429
1;8234;4;1;8;1;78.7671506391651
2;8215;4;1;7;3;49.6454273478429
1;8218;8;2;4;2;168.800688839332
1;8214;6;1;9;-7;78.2748559476704
2;8313;5;1;4;2;173.165202193082
2;8545;4;1;7;-7;64.2084348234288
2;8236;8;2;8;1;64.483463722513
2;8567;10;2;8;-7;54.8447047450121
1;8510;14;1;7;1;131.408740123856
1;8236;6;2;7;1;71.5582184213983
2;8215;13;1;8;4;41.3347069261508
2;8232;6;1;7;-7;19.2286980187252
2;8211;7;1;7;1;67.7535636389007
2;8264;9;1;9;1;41.2754091515305
1;8218;11;1;7;1;163.597323822864
1;8231;8;1;3;1;264.638519333369
2;8215;10;1;6;-7;35.3117728189623
2;8250;13;1;8;-7;15.4916503250257
2;8510;11;1;7;-7;178.953495352227
2;8214;11;2;8;3;67.7535636389007
2;8230;6;1;8;-7;28.4478907824985
2;8207;13;1;9;1;292.246498780038
1;8212;11;2;4;1;142.123806836706
1;8439;5;1;7;-7;63.417653301129
1;8215;10;2;7;1;32.3082438776559
1;8406;12;1;8;1;115.611001664198
1;8424;12;2;8;2;127.894670591019
2;8261;4;1;7;1;16.3132438051107
1;8218;8;1;2;4;163.597323822864
2;8534;4;1;5;-7;56.9541164659741
2;8406;4;1;8;-7;92.7072489051578
1;8206;8;1;8;1;62.7768268251993
1;8243;5;2;6;1;24.066977528141
2;8427;6;1;7;-7;44.3168924950809
1;8236;8;1;9;1;66.934456615708
2;8423;7;1;4;4;46.0016723163669
2;8204;9;1;8;1;86.0587215389328
1;8439;8;2;9;3;79.2275567630611
2;8263;11;1;4;1;36.892670814204
2;8212;7;1;8;1;184.421326046651
2;8510;8;1;7;-7;138.155698833161
1;8234;10;1;7;2;62.5666365568114
2;8215;11;1;7;1;40.9749136954578
1;8214;5;1;8;1;62.7768268251993
2;8439;6;2;9;-7;40.3888174170082
2;8407;5;1;8;1;87.7177962731095
2;8607;6;1;5;-7;41.0723043498007
1;8510;12;1;9;1;110.983404518299
2;8215;6;1;7;1;38.8711946561952
1;8438;10;1;6;-7;141.816162041416
2;8231;5;1;8;1;193.059794571982
2;8229;9;1;9;1;27.0342478370718
1;8409;4;1;3;3;53.3270045663704
1;8510;7;1;8;2;131.408740123856
1;8401;8;1;8;1;184.32259126134
1;8227;13;1;9;1;62.5666365568114
1;8212;11;1;8;1;154.873774722756
1;8228;13;1;8;1;62.5666365568114
2;8232;12;1;9;1;19.4228420285719
1;8229;6;1;9;1;32.8950976529644
1;8230;12;2;8;1;23.0704689896221
2;8406;5;2;7;-7;92.8761145680088
2;8317;13;2;1;1;173.165202193082
2;8563;9;1;8;3;42.4848469046785
2;8227;6;1;7;4;85.5208545293146
1;8427;13;1;6;1;47.6228409138166
2;8423;4;2;6;1;46.0016723163669
2;8515;6;1;8;1;64.2084348234288
1;8229;9;1;8;1;35.6118802716244
1;8264;6;1;8;1;50.2988382180268
2;8349;6;2;7;1;34.4072245199095
1;8242;13;1;9;1;56.1465211438986
1;8227;7;2;8;1;62.0129495076361
1;8215;12;1;9;1;38.8711946561952
2;8432;8;2;7;1;92.8761145680088
1;8218;3;1;7;2;163.597323822864
1;8211;12;2;6;1;72.4767184700652
2;8439;8;1;9;4;44.5435659070281
2;8601;11;1;5;-7;44.3168924950809
2;8236;4;1;8;-7;69.6021328318731
2;8239;6;1;9;-7;96.4888070383166
2;8539;4;2;9;-7;60.1522568171101
2;8215;9;1;7;1;42.4848469046785
2;8236;8;1;4;2;64.3893272791225
2;8236;8;1;9;1;69.6021328318731
2;8508;9;2;2;1;54.8447047450121
1;8218;13;1;2;1;163.597323822864
2;8215;14;1;7;1;35.3117728189623
2;8212;11;2;8;2;117.533501849633
2;8215;10;1;8;3;41.3347069261508
2;8207;4;1;8;1;54.5883850556257
1;8212;7;2;6;1;154.618207437735
2;8229;6;1;9;2;37.24889261642
1;8229;5;1;4;1;29.2096879844082
1;8513;4;1;8;1;137.675835676697
1;8423;9;1;8;1;69.9413501099024
2;8230;4;1;8;1;30.8669291143436
2;8264;10;1;4;4;40.9769773834716
1;8230;6;1;8;1;32.5990714405897
1;8407;9;1;6;-7;125.087313276017
2;8229;11;1;7;1;30.5524033775126
2;8421;7;1;4;2;43.5947349519286
2;8234;13;1;8;1;67.7535636389007
2;8207;4;2;4;-7;340.95424857671
2;8231;9;2;9;3;184.537487206698
1;8215;6;1;7;-7;38.8711946561952
2;8207;13;1;8;1;226.38257800235
1;8218;6;1;2;2;147.570009805384
2;8214;4;1;8;2;67.7535636389007
1;8218;12;2;5;1;181.580950887887
1;8427;8;2;8;1;47.2785155901905
1;8230;8;2;8;2;28.1344996730474
2;8534;6;1;6;2;59.9863958148569
1;8218;8;2;9;1;149.964213504292
1;8264;5;1;8;4;47.2785155901905
1;8212;4;1;5;1;36.0163456731897
1;8229;5;2;8;1;25.8461481559006
2;8545;8;1;2;3;58.2724987915753
2;8229;11;1;2;-7;30.5524033775126
2;8601;4;1;7;-7;41.2754091515305
2;8266;8;1;4;3;41.2754091515305
1;8340;14;1;8;3;121.752656900072
1;8423;10;1;8;1;75.6551142035631
2;8304;6;1;3;1;183.486306959557
2;8406;15;2;7;3;106.969902582875
2;8439;4;1;8;-7;40.3888174170082
2;8218;7;2;8;1;178.732141370689
1;8218;7;2;2;3;147.570009805384
2;8264;7;1;8;-7;41.2754091515305
2;8265;8;1;8;1;44.3168924950809
2;8265;4;1;8;4;41.0723043498007
1;8212;7;2;9;1;195.921812501522
1;8601;5;1;8;3;47.6228409138166
2;8506;11;1;2;-7;64.2084348234288
1;8231;9;2;7;2;202.964515080713
2;8264;10;2;8;-7;41.2754091515305
2;8438;11;1;8;1;86.4320455948471
1;8349;12;1;7;2;56.1465211438986
1;8229;8;1;5;2;25.8461481559006
2;8409;4;1;5;1;46.2192907870787
1;8439;8;1;8;1;63.417653301129
2;8439;12;1;8;1;46.0016723163669
1;8264;6;1;9;2;50.2988382180268
1;8207;11;1;8;1;253.580431374922
2;8264;13;1;8;2;44.3168924950809
2;8207;4;1;8;2;262.272498905162
1;8607;12;1;7;1;42.5661145264624
1;8231;10;1;4;1;264.638519333369
1;8232;13;2;8;1;62.5666365568114
2;8401;6;1;4;4;92.7072489051578
2;8218;8;1;7;-7;166.309440828089
2;8227;4;2;7;1;68.7786766584963
2;8439;12;2;8;1;50.4576747629665
1;8236;13;2;8;1;67.0323140084209
1;8439;12;1;7;-7;72.2777710820909
2;8423;11;2;7;1;44.5435659070281
1;8212;8;2;8;3;195.921812501522
2;8216;6;2;8;1;67.7535636389007
1;8423;4;2;6;1;75.6551142035631
2;8212;4;2;8;1;184.421326046651
1;8222;9;1;6;1;78.7671506391651
1;8224;7;2;8;1;62.9512068997137
1;8218;5;2;7;1;181.580950887887
2;8212;11;2;8;1;145.782782118755
1;8248;1;1;2;2;26.1387978273175
1;8423;12;1;7;1;63.417653301129
1;8239;6;1;8;1;36.0163456731897
2;8506;13;1;1;2;59.4150968070963
1;8323;10;2;8;1;176.094238228353
1;8510;8;1;8;1;177.146587981131
2;8543;9;1;5;2;56.9541164659741
2;8266;6;1;8;-7;41.0723043498007
1;8214;12;1;8;1;62.9512068997137
1;8432;9;1;8;2;116.408318917054
2;8510;8;1;7;-7;138.155698833161
1;8236;11;1;7;-7;71.5582184213983
1;8230;4;1;8;1;28.1344996730474
2;8232;5;1;3;4;23.7604494294936
2;8214;12;1;4;2;68.5881540084728
2;8229;13;1;8;2;34.4072245199095
2;8405;6;1;6;4;105.297122213266
1;8265;5;1;8;1;50.2988382180268
2;8218;7;2;8;1;176.646098637604
2;8229;13;1;6;1;30.5524033775126
1;8218;8;2;8;1;149.964213504292
2;8265;10;1;8;1;39.3992541900973
1;8423;12;1;8;1;72.2308374645052
2;8230;14;2;6;-7;29.1252215154151
2;8230;4;1;5;3;35.7630626979981
1;8252;3;1;3;4;22.4709825537248
2;8240;9;1;5;4;18.9016566431898
2;8232;5;2;4;2;18.9016566431898
1;8423;7;1;8;1;63.417653301129
1;8234;7;2;8;1;72.4767184700652
1;8510;10;1;8;1;131.408740123856
1;8206;10;1;8;1;62.5666365568114
1;8212;7;2;9;1;154.873774722756
2;8240;7;1;6;2;21.1659175952386
1;8227;14;1;3;4;62.7768268251993
2;8439;6;1;7;1;46.0016723163669
1;8207;4;2;8;2;253.580431374922
1;8510;13;2;8;1;131.408740123856
1;8231;6;1;2;2;188.014801780443
2;8406;5;1;7;-7;87.7177962731095
1;8227;7;1;9;1;62.5666365568114
2;8514;5;1;9;-7;54.8447047450121
1;8227;5;1;9;3;78.7671506391651
2;8439;8;1;5;-7;46.0315629416536
1;8601;9;1;8;1;53.7677236123735
2;8215;11;1;7;-7;40.9749136954578
2;8229;10;2;9;1;31.5984714978761
1;8319;11;1;2;-7;171.941072232401
2;8216;11;1;8;1;61.3440728691286
2;8218;11;2;4;3;171.599067247958
2;8534;4;1;7;1;60.1522568171101
2;8215;14;1;8;1;41.489056093164
2;8215;13;2;8;1;40.9749136954578
1;8425;9;1;4;4;53.3270045663704
2;8264;14;1;8;-7;36.892670814204
2;8229;13;1;4;2;27.0342478370718
1;8212;8;1;8;1;146.349854098819
2;8218;9;1;8;2;152.450320759081
1;8227;4;1;8;2;78.7671506391651
1;8212;10;2;4;3;154.618207437735
2;8423;7;1;8;1;48.1824923372908
2;8240;13;2;5;3;21.1659175952386
2;8427;10;1;8;-7;39.3992541900973
1;8510;12;1;7;1;143.757140185899
2;8240;5;1;3;1;19.4228420285719
2;8601;9;1;4;-7;40.9769773834716
2;8240;9;1;5;-7;15.4916503250257
2;8215;5;2;8;1;35.3117728189623
1;8218;13;1;9;1;173.765414981666
1;8229;15;2;9;1;32.2064071848605
2;8230;11;2;8;1;23.8828672127042
2;8439;14;2;8;1;46.0016723163669
2;8513;8;1;8;1;59.4150968070963
1;8215;10;1;7;1;38.8711946561952
2;8204;4;1;8;1;85.5208545293146
1;8510;12;1;7;1;110.983404518299
1;8229;7;2;8;1;32.8950976529644
1;8240;12;2;7;1;28.3681558763369
2;8264;13;1;8;3;39.3992541900973
2;8215;10;1;8;1;42.4848469046785
1;8510;7;1;8;1;37.4896924979043
2;8523;5;1;8;1;60.1522568171101
2;8212;7;1;5;1;133.781229282063
2;8218;6;2;7;1;184.591200525352
1;8207;8;1;8;1;293.681522848165
1;8218;12;1;8;2;147.570009805384
2;8236;8;1;8;2;64.3893272791225
2;8501;7;1;7;-7;78.9431356178203
2;8406;8;1;8;-7;105.297122213266
1;8230;14;2;5;3;27.4802089829765
1;8229;5;2;8;1;36.3816748235551
2;8215;12;1;7;2;35.3117728189623
1;8234;14;1;8;1;62.5666365568114
1;8230;8;1;3;3;32.5990714405897
1;8215;11;2;8;1;37.4896924979043
1;8207;12;2;4;2;262.863091438173
1;8212;5;2;8;1;154.618207437735
2;8239;3;2;3;-7;87.3417443566064
2;8218;4;2;7;3;171.599067247958
2;8218;11;2;9;3;187.378291822483
1;8508;9;1;8;1;129.577257107479
1;8227;12;2;7;1;78.2748559476704
1;8232;10;1;8;1;62.7768268251993
2;8229;10;2;8;1;27.0342478370718
1;8236;5;1;8;1;67.0323140084209
2;8424;9;1;7;4;253.53008227499
1;8212;5;2;8;1;146.349854098819
2;8401;3;1;7;-7;87.7177962731095
2;8204;8;1;8;3;67.7535636389007
2;8510;2;1;7;-7;178.953495352227
2;8266;12;2;8;1;43.5947349519286
1;8601;11;1;8;1;47.2785155901905
1;8510;12;1;7;1;143.757140185899
2;8439;4;1;7;-7;50.4576747629665
2;8212;11;2;8;1;184.421326046651
2;8230;15;1;8;-7;30.8669291143436
1;8218;3;1;4;-7;163.597323822864
2;8214;7;1;8;1;67.7535636389007
2;8510;15;1;8;3;138.155698833161
1;8215;12;1;6;1;37.8188826380413
1;8216;3;1;7;1;56.1465211438986
2;8240;3;1;7;4;16.3132438051107
1;8230;4;1;8;1;23.0704689896221
2;8423;14;1;9;1;44.5435659070281
2;8227;5;1;1;4;68.5881540084728
1;8216;10;1;7;1;62.7768268251993
2;8212;7;1;8;-7;145.542216471695
2;8506;4;1;5;-7;65.1280868847019
2;8601;7;1;8;1;44.3168924950809
2;8264;5;2;8;-7;39.3992541900973
2;8231;7;1;7;2;234.911917870803
1;8239;5;1;5;2;23.4055803814566
2;8264;7;1;8;-7;44.3168924950809
1;8207;8;1;8;1;383.062855888911
2;8230;11;2;7;4;29.1252215154151
1;8265;13;2;9;2;271.927335970524
2;8264;7;2;4;-7;40.9769773834716
2;8265;10;1;4;-7;44.3168924950809
1;8207;13;2;8;1;262.863091438173
2;8212;14;2;9;1;137.759210243262
2;8424;7;1;7;1;86.4320455948471
1;8425;7;1;5;1;47.3885021668377
1;8423;5;1;8;2;37.9601032602894
1;8607;7;1;7;1;56.1465211438986
2;8357;10;1;4;1;158.562750264217
2;8204;7;1;7;1;61.3440728691286
2;8264;10;1;8;1;46.6012683968893
2;8236;7;1;7;-7;64.483463722513
1;8207;13;2;7;1;271.927335970524
2;8240;10;1;8;4;15.4916503250257
2;8432;6;1;5;-7;92.8761145680088
2;8409;7;1;4;1;43.5947349519286
1;8510;4;1;7;1;156.318443697289
2;8212;6;1;8;1;34.4072245199095
1;8510;8;1;8;-7;37.4896924979043
1;8231;5;1;8;1;227.093163726672
1;8229;12;1;7;1;25.8461481559006
2;8207;13;2;7;1;244.577005003127
2;8265;13;1;8;2;44.3168924950809
2;8508;14;1;7;-7;54.8447047450121
1;8206;14;1;8;1;62.7768268251993
2;8252;13;1;2;1;73.4918391800588
2;8230;10;1;8;1;43.7526830879763
2;8215;10;1;9;1;42.4848469046785
2;8265;10;2;7;-7;41.2754091515305
2;8438;14;1;7;-7;94.960550093825
2;8514;4;1;9;1;54.8447047450121
2;8362;4;1;7;-7;183.486306959557
2;8218;9;1;8;1;176.646098637604
2;8423;3;1;8;1;46.0016723163669
1;8214;1;2;6;1;78.7671506391651
2;8229;9;2;8;1;33.6868762233105
1;8230;9;2;9;1;23.0704689896221
2;8510;7;1;8;-7;138.155698833161
1;8212;8;2;8;1;132.07524408918
2;8264;14;1;8;1;46.2192907870787
2;8510;4;1;8;-7;163.581811203163
2;8215;3;2;7;1;49.6454273478429
2;8227;8;1;8;4;68.5881540084728
2;8264;8;2;7;-7;41.2754091515305
2;8236;4;1;2;2;61.7449490056975
1;8439;10;2;8;1;69.9413501099024
2;8265;4;1;2;-7;41.0723043498007
2;8542;3;1;2;-7;63.2823516288601
2;8409;3;1;8;-7;43.5947349519286
1;8216;1;1;7;1;56.1465211438986
2;8513;4;1;8;2;59.4150968070963
1;8510;11;2;8;1;143.757140185899
2;8439;5;1;9;1;40.3888174170082
1;8406;15;1;8;1;141.816162041416
2;8265;4;1;8;2;46.2192907870787
1;8236;5;1;8;1;75.297296501075
1;8231;10;1;2;1;188.502670025822
1;8510;4;2;8;1;72.2308374645052
2;8510;8;2;3;1;184.421326046651
2;8229;15;1;5;-7;38.0540732017433
2;8214;7;1;5;1;67.7535636389007
2;8266;7;1;3;1;41.0723043498007
1;8264;15;1;8;1;47.2785155901905
2;8264;13;1;8;2;40.9769773834716
2;8264;8;1;8;-7;36.892670814204
2;8265;3;1;8;2;35.5338122960879
1;8229;5;2;8;2;35.6118802716244
1;8223;3;2;8;1;62.9512068997137
2;8401;5;1;7;-7;92.7072489051578
2;8212;9;2;6;1;137.759210243262
2;8236;7;1;7;2;68.837274229325
1;8230;3;1;8;1;42.2643943628756
1;8329;9;1;7;1;37.8188826380413
1;8406;4;1;8;1;144.069094381539
1;8534;10;1;5;4;134.560997765459
1;8406;14;2;3;3;144.069094381539
2;8510;4;1;7;-7;138.155698833161
2;8320;3;1;8;-7;182.144779715277
2;8432;6;1;6;-7;86.4320455948471
2;8227;12;1;7;2;79.185976416032
2;8439;11;1;5;-7;44.5435659070281
1;8218;7;1;8;2;173.765414981666
1;8215;6;2;7;-7;37.9601032602894
1;8236;6;2;8;1;75.297296501075
2;8563;6;1;7;-7;56.9541164659741
2;8215;7;1;7;1;49.6454273478429
1;8230;13;2;6;4;43.7829520105756
1;8212;11;2;5;-7;154.873774722756
2;8510;6;1;8;1;199.80244626705
1;8206;8;1;8;1;62.0129495076361
1;8230;7;2;8;2;27.4802089829765
1;8230;9;1;8;2;27.4802089829765
1;8264;10;1;8;1;42.5661145264624
2;8264;9;1;8;1;46.6012683968893
2;8204;10;1;8;1;61.3440728691286
1;8513;4;2;9;1;129.577257107479
2;8362;9;1;2;-7;173.165202193082
1;8439;9;2;8;2;79.2275567630611
2;8243;15;1;5;2;19.2286980187252
1;8510;7;1;8;1;131.408740123856
1;8204;5;1;8;1;72.4767184700652
1;8429;6;1;6;-7;47.6228409138166
2;8265;5;1;8;4;41.2754091515305
2;8264;13;1;8;1;41.2754091515305
2;8439;7;1;7;1;46.0016723163669
1;8218;14;1;8;1;149.964213504292
2;8218;4;1;5;3;178.732141370689
1;8232;13;1;8;3;31.22614172955
1;8256;5;1;6;2;38.8711946561952
1;8406;5;1;5;3;125.087313276017
2;8264;5;1;8;-7;43.5947349519286
1;8229;6;1;9;2;29.2096879844082
2;8230;8;1;9;-7;45.3247148776712
2;8423;11;1;8;3;44.5435659070281
2;8264;5;1;8;1;46.2192907870787
1;8212;4;1;8;1;154.618207437735
2;8264;4;1;8;1;39.3992541900973
2;8264;4;1;9;-7;41.0723043498007
1;8218;8;1;5;3;184.32259126134
1;8230;9;1;5;2;23.0704689896221
1;8230;6;1;8;1;27.4802089829765
2;8230;9;1;8;2;28.4478907824985
2;8262;4;2;7;4;21.6115158604015
2;8230;7;2;8;3;43.7526830879763
2;8229;5;1;4;1;30.5524033775126
1;8425;5;1;5;4;53.3270045663704
1;8427;7;1;8;-7;47.6228409138166
2;8263;13;1;7;3;44.3168924950809
1;8212;4;1;6;1;154.618207437735
2;8439;6;1;8;-7;46.0016723163669
2;8423;11;1;9;1;46.0016723163669
2;8230;7;1;2;-7;35.5338122960879
1;8234;3;1;7;1;62.5666365568114
2;8507;13;1;7;3;65.1280868847019
2;8264;6;1;5;-7;41.2754091515305
2;8406;11;1;4;3;86.4320455948471
2;8265;14;1;2;1;41.2754091515305
2;8214;6;1;8;1;67.7535636389007
2;8204;4;1;8;3;85.5208545293146
2;8439;5;1;8;-7;40.3888174170082
1;8236;7;1;7;1;66.934456615708
1;8406;6;1;7;-7;127.894670591019
1;8215;8;1;7;1;38.8711946561952
2;8212;7;2;8;1;184.421326046651
1;8313;4;1;7;4;171.941072232401
1;8230;9;1;3;1;37.8188826380413
2;8232;14;1;3;1;19.2286980187252
2;8439;11;2;7;-7;67.7535636389007
2;8439;7;1;8;1;46.0016723163669
2;8207;13;1;8;1;72.5726301952574
1;8218;11;2;9;1;163.597323822864
2;8207;14;1;5;1;283.254298817575
2;8215;9;1;7;1;42.4848469046785
1;8227;13;1;6;2;56.1465211438986
2;8510;4;1;7;1;178.953495352227
2;8254;11;2;8;2;80.4073391985971
1;8229;9;1;8;1;32.8950976529644
1;8401;10;1;4;1;124.859881797333
2;8510;11;1;7;1;163.581811203163
1;8215;5;1;7;-7;45.4227144694145
1;8230;4;2;6;2;27.4802089829765
1;8222;9;1;8;1;78.7671506391651
2;8218;4;1;5;3;184.591200525352
2;8256;11;1;4;-7;96.4888070383166
2;8232;7;1;3;4;18.9016566431898
1;8215;7;1;7;1;38.8711946561952
2;8230;5;2;9;-7;43.7526830879763
1;8211;6;1;6;4;56.1465211438986
2;8542;6;1;8;4;59.4150968070963
1;8214;4;1;8;1;56.1465211438986
1;8506;5;1;3;3;141.725124961305
1;8228;13;2;8;-7;62.7768268251993
2;8264;11;1;8;-7;36.892670814204
2;8218;8;1;5;2;152.450320759081
2;8409;4;1;5;1;41.2754091515305
2;8510;8;1;7;1;199.80244626705
2;8349;11;1;6;4;214.526073886882
1;8236;7;2;7;2;71.5582184213983
1;8215;4;1;7;1;37.8188826380413
1;8227;8;1;8;-7;62.5666365568114
2;8230;7;1;8;1;30.8669291143436
1;8229;11;1;9;1;32.2064071848605
1;8510;8;2;7;2;139.907708464667
2;8266;5;2;7;4;36.892670814204
1;8425;7;1;7;-7;47.2785155901905
2;8207;7;2;8;1;335.708798598607
1;8251;4;1;7;-7;18.9016566431898
1;8401;10;1;5;2;116.408318917054
2;8223;11;2;8;1;79.185976416032
2;8264;6;1;8;3;43.5947349519286
1;8510;4;1;7;1;131.408740123856
2;8215;9;1;8;1;41.3347069261508
1;8362;9;1;3;2;121.752656900072
2;8215;10;1;7;1;41.3347069261508
2;8229;12;1;7;1;27.0342478370718
2;8409;4;2;4;4;166.309440828089
1;8240;11;1;7;1;28.3681558763369
1;8207;10;2;4;3;262.863091438173
2;8264;11;1;7;-7;40.9769773834716
2;8264;8;1;7;-7;44.3168924950809
1;8218;3;1;4;1;147.570009805384
1;8255;6;1;7;4;22.4709825537248
1;8236;9;1;5;2;72.3533097371917
2;8304;10;1;7;1;46.0016723163669
2;8236;3;1;8;2;72.4341768467132
1;8248;4;2;7;1;33.0320690867332
1;8236;12;1;8;2;64.185553493133
2;8212;4;1;8;1;184.421326046651
2;8206;6;1;8;1;61.3440728691286
1;8304;14;1;7;1;72.2308374645052
2;8508;9;1;9;1;54.8447047450121
2;8510;6;1;8;1;163.581811203163
1;8424;10;1;4;2;66.934456615708
1;8230;11;2;8;1;23.0704689896221
2;8215;12;1;8;2;35.3117728189623
2;8511;6;1;8;1;64.2084348234288
2;8230;9;2;8;1;28.4478907824985
1;8236;8;1;5;3;68.377853158225
1;8231;13;1;3;2;188.502670025822
2;8250;11;1;9;1;19.4228420285719
2;8320;10;1;3;-7;186.54441207555
2;8424;5;2;4;4;85.8400452825536
2;8406;13;2;3;3;87.7177962731095
2;8264;9;1;8;-7;41.2754091515305
2;8207;14;2;7;1;253.53008227499
1;8227;4;1;4;1;78.2748559476704
1;8215;5;1;7;1;37.8188826380413
2;8265;14;1;8;2;40.9769773834716
2;8227;5;2;8;3;86.0587215389328
2;8204;14;2;8;1;68.3585061713908
1;8218;4;2;4;2;175.817439249281
2;8230;5;1;8;2;35.7630626979981
2;8204;6;1;8;1;85.5208545293146
1;8243;5;1;8;1;42.8244229433828
1;8236;13;1;4;2;75.4412225217843
1;8510;7;1;8;1;131.408740123856
2;8236;10;1;6;-7;69.6021328318731
1;8439;5;1;3;4;79.2275567630611
1;8541;6;1;1;2;186.512718563796
2;8204;9;1;8;2;67.7535636389007
2;8513;4;1;8;1;58.2724987915753
1;8510;6;1;8;2;139.907708464667
1;8215;12;1;8;1;37.8188826380413
1;8546;4;1;8;1;153.872992815132
2;8541;4;1;2;-7;59.4150968070963
2;8424;15;2;4;-7;86.4320455948471
1;8439;5;1;8;1;63.417653301129
1;8212;12;1;8;1;146.349854098819
2;8439;9;1;8;-7;46.0315629416536
1;8510;13;2;8;2;110.983404518299
1;8310;4;1;8;-7;38.8711946561952
1;8215;13;1;7;2;32.3082438776559
2;8401;12;1;7;-7;94.960550093825
1;8214;12;1;8;-7;78.2748559476704
2;8236;6;1;9;1;64.3893272791225
2;8215;10;2;7;3;37.9601032602894
2;8264;8;2;8;1;41.2754091515305
1;8510;6;1;7;-7;138.155698833161
2;8525;8;1;7;-7;59.9863958148569
2;8229;9;2;4;1;30.5524033775126
1;8214;3;1;6;1;56.1465211438986
2;8240;10;1;8;4;15.4916503250257
1;8239;8;1;7;1;36.0163456731897
1;8215;4;1;7;3;32.3082438776559
1;8212;9;2;9;1;132.07524408918
1;8264;15;1;9;2;47.6228409138166
2;8230;4;2;8;1;23.8828672127042
1;8331;9;1;4;1;173.207447437724
2;8240;13;1;8;1;15.4916503250257
1;8230;7;2;9;2;42.2643943628756
1;8406;13;1;3;1;116.408318917054
1;8401;13;1;8;1;115.611001664198
1;8232;9;1;8;2;28.6545771165282
2;8534;9;1;5;2;63.2823516288601
1;8207;8;1;8;2;293.681522848165
1;8541;4;2;2;-7;137.675835676697
2;8218;13;1;8;1;150.016425942899
2;8510;6;1;8;-7;40.3888174170082
1;8510;9;1;7;1;131.408740123856
2;8236;6;1;9;-7;72.4341768467132
1;8230;13;1;8;1;27.4802089829765
2;8508;13;2;8;-7;59.4150968070963
2;8230;7;1;4;1;35.7630626979981
2;8214;5;1;8;1;79.185976416032
2;8264;6;2;8;1;40.9769773834716
2;8541;5;1;4;-7;59.4150968070963
1;8227;6;1;8;-7;62.5666365568114
2;8534;10;1;3;3;59.9863958148569
2;8534;11;2;7;-7;59.4150968070963
1;8248;11;1;8;1;30.4095229956046
1;8212;5;2;8;1;132.07524408918
1;8214;5;1;6;1;62.7768268251993
1;8236;4;1;8;4;67.0323140084209
2;8439;9;1;7;1;46.0315629416536
2;8406;5;1;8;1;92.7072489051578
1;8515;8;1;7;-7;137.675835676697
1;8406;8;1;7;1;118.139992325602
1;8215;9;2;6;1;37.9601032602894
2;8406;14;2;5;-7;106.969902582875
2;8264;9;1;9;2;46.6012683968893
1;8543;14;2;4;2;153.872992815132
1;8260;10;1;3;1;27.8856707538307
1;8218;8;1;5;3;175.817439249281
2;8218;8;1;5;1;152.450320759081
1;8244;10;1;4;2;31.8835341870142
1;8423;3;1;8;1;63.417653301129
1;8214;8;1;7;1;78.7671506391651
2;8406;10;2;7;-7;94.960550093825
1;8409;5;1;1;3;50.2988382180268
2;8207;11;1;7;3;262.272498905162
1;8251;10;1;8;3;29.2096879844082
1;8216;7;2;8;4;62.7768268251993
1;8432;12;1;6;3;115.611001664198
2;8439;7;1;8;-7;44.5435659070281
2;8508;9;1;7;3;58.2724987915753
2;8204;5;1;7;-7;68.3585061713908
2;8264;4;1;8;1;44.3168924950809
1;8439;9;2;7;1;72.2308374645052
2;8264;9;1;7;-7;40.9769773834716
1;8206;8;1;8;1;62.7768268251993
2;8541;9;1;2;3;54.8447047450121
2;8601;4;1;8;-7;37.8188826380413
2;8331;6;1;4;-7;236.890205107303
1;8425;11;1;3;1;53.7677236123735
1;8510;7;2;8;2;139.907708464667
2;8230;4;1;9;2;30.8669291143436
2;8232;8;2;8;1;29.0275441306129
1;8529;9;1;5;3;153.872992815132
2;8214;6;1;8;1;86.0587215389328
1;8204;5;1;9;1;62.9512068997137
2;8218;6;1;5;1;184.591200525352
1;8218;10;2;8;2;149.964213504292
2;8223;6;1;8;-7;61.3440728691286
1;8423;5;2;9;1;69.9413501099024
2;8201;4;2;2;3;69.1149013895566
2;8545;3;1;7;4;58.2724987915753
2;8229;4;1;8;1;33.6868762233105
2;8231;7;2;8;3;188.014801780443
2;8230;5;1;8;1;43.7526830879763
2;8211;5;2;5;3;68.3585061713908
1;8232;4;2;8;1;24.066977528141
1;8243;13;1;8;-7;31.8835341870142
2;8264;11;1;5;2;43.5947349519286
2;8501;9;1;7;3;59.9863958148569
2;8207;3;2;9;1;340.95424857671
2;8212;14;2;8;1;137.759210243262
