"W18A1";"W18A6";"W18B1";"W18B9";"W18B10";"W18D1";"W18E38";"weight_2018"
2;6;8214;2;-7;4;1;65.6359828600867
1;5;8214;1;4;3;4;67.610110459546
1;8;8410;1;4;5;4;58.9354337299395
2;11;8205;1;2;7;2;240.263851157349
2;9;8406;1;2;7;2;43.2166569568887
1;7;8351;2;-7;7;1;364.551812845204
1;5;8424;1;1;7;3;31.0737103712154
2;10;8406;1;3;8;-7;31.9602377550574
1;3;8510;1;1;8;-7;17.7730768620675
2;5;8230;1;1;7;3;44.9539390118513
2;3;8229;1;1;5;-7;36.9317096403403
2;4;8240;1;1;7;2;122.748367310052
2;13;8425;1;1;5;4;41.7644028321189
2;4;8415;1;1;8;1;34.8177939401247
1;7;8510;1;2;8;1;17.494372926597
1;4;8510;2;-7;9;1;16.6461881369673
2;11;8508;1;1;4;-7;68.0087227674069
1;5;8262;1;4;6;1;158.481972351332
2;9;8510;1;3;8;1;17.0262627671209
2;5;8204;1;1;7;1;62.5287377338575
1;7;8236;1;1;8;1;58.9354337299395
2;8;8223;1;4;7;1;556.268471111719
1;4;8214;1;4;8;-7;67.610110459546
2;1;8439;1;4;8;1;28.089135067548
2;8;8432;1;4;2;-7;62.5482270508295
1;5;8236;1;4;8;1;63.3555516634303
2;11;8250;1;1;8;4;112.288328777093
1;1;8229;2;-7;6;1;48.1471784687829
1;4;8207;1;1;4;1;447.89991344211
1;5;8212;1;2;5;2;165.381712820244
2;8;8227;1;3;8;2;56.5497629605425
1;2;8406;1;1;7;2;37.9343667824311
2;4;8230;1;2;8;-7;35.963151209481
1;3;8239;1;1;7;1;152.753311976989
1;2;8217;1;3;5;2;71.6371694553902
1;12;8425;2;-7;4;2;37.5012492343349
2;4;8515;1;1;7;-7;80.2954390535469
2;6;8430;1;3;7;-7;41.7644028321189
1;10;8215;2;-7;9;1;37.5257612419977
1;9;8230;2;-7;4;2;56.9333177129465
2;12;8539;1;1;7;1;68.0087227674069
1;2;8439;1;1;6;4;25.7821520854634
2;1;8218;1;3;5;2;178.562187813972
1;3;8261;1;4;8;-7;141.164197916935
2;5;8255;2;-7;7;4;163.785306260781
2;8;8256;1;3;2;-7;223.928455442343
2;4;8266;2;-7;7;4;34.8177939401247
1;1;8406;2;-7;3;2;58.803409540506
1;1;8539;1;2;2;-7;108.505626540852
2;2;8406;1;3;7;-7;31.9602377550574
1;4;8207;1;2;6;1;351.543194367243
2;3;8212;1;2;8;1;80.2954390535469
2;6;8243;2;-7;5;3;122.748367310052
1;1;8510;2;-7;7;1;20.0908569046506
1;4;8243;1;4;3;1;224.80216333294
1;2;8423;1;4;8;1;25.7821520854634
1;4;8427;1;1;7;2;31.8767383268424
2;5;8204;2;-7;8;1;62.5287377338575
2;13;8512;1;3;1;-7;80.2954390535469
1;9;8523;1;1;7;4;91.9022196167268
2;12;8229;1;3;4;1;32.7349243898416
2;10;8230;2;-7;4;3;29.2421688446292
1;1;8513;2;-7;8;1;129.987256497403
1;6;8424;1;4;3;3;53.434760225776
2;8;8232;1;4;7;1;122.748367310052
2;2;8510;1;3;7;3;17.0262627671209
1;3;8423;1;2;9;1;25.7821520854634
2;6;8240;1;1;6;1;129.259026138274
1;9;8230;1;2;8;1;62.0282027227221
2;9;8232;1;2;5;-7;151.810600528435
1;5;8510;2;-7;9;1;16.6461881369673
2;11;8256;1;1;2;-7;240.263851157349
2;5;8218;2;-7;7;1;145.194506472145
1;4;8439;1;2;7;1;25.7821520854634
2;5;8510;1;2;7;-7;17.0262627671209
1;9;8231;1;4;2;1;201.46632185623
1;10;8207;2;-7;8;-7;447.89991344211
1;3;8510;1;4;8;1;17.494372926597
2;3;8406;1;1;7;1;39.016627463231
2;4;8207;1;3;7;3;337.582357485572
2;6;8215;1;3;6;-7;37.8252253758228
2;3;8514;1;2;9;1;73.4816495386454
1;6;8998;1;1;4;1;80.1310400400267
1;12;8231;2;-7;3;-7;350.575771543294
2;6;8359;1;2;8;-7;74.0861310147463
2;10;8232;1;2;8;-7;151.810600528435
1;10;8510;1;4;7;1;17.494372926597
1;4;8423;1;2;7;1;28.3682040369577
2;10;8227;1;2;8;1;67.8799486969921
1;11;8218;2;-7;2;1;147.557999322535
1;11;8236;2;-7;6;1;53.434760225776
2;11;8432;1;3;5;3;56.7103574790626
2;6;8256;1;1;2;-7;223.928455442343
1;12;8230;1;5;6;2;75.8694463295245
2;2;8240;1;3;5;4;143.129559638735
1;5;8218;1;4;8;1;143.154874571557
2;8;8265;1;1;4;2;37.6647223446157
2;13;8227;2;-7;5;3;62.5287377338575
2;3;8212;1;3;8;2;167.979258657
1;8;8230;1;4;8;1;37.5257612419977
2;11;8439;1;2;8;1;25.5655018470119
2;3;8212;1;3;8;1;143.413122025624
2;4;8264;1;2;3;1;34.8177939401247
1;11;8218;2;-7;2;3;145.735384696726
1;2;8223;2;-7;8;1;71.6371694553902
2;6;8510;1;1;8;1;17.2975092107323
2;7;8231;1;2;7;1;417.728124564034
1;5;8243;1;5;3;1;174.586612665517
2;10;8542;1;1;7;-7;68.0087227674069
1;1;8439;1;2;7;1;25.7821520854634
1;9;8256;1;3;2;1;208.353028033726
2;4;8406;1;1;4;-7;39.016627463231
1;6;8508;1;2;9;2;108.505626540852
2;9;8534;1;1;3;-7;68.0087227674069
1;3;8264;1;2;9;-7;25.7821520854634
1;2;8248;1;3;3;4;142.032038288258
2;7;8264;1;3;8;1;34.8177939401247
1;1;8601;2;-7;7;1;34.7547083105179
1;10;8207;2;-7;6;1;437.248976833521
1;7;8562;1;3;8;1;99.2979491292016
2;6;8230;1;4;8;1;44.2047066696615
2;10;8254;2;-7;8;4;240.263851157349
2;9;8215;1;3;9;-7;37.8252253758228
2;10;8211;1;2;7;1;65.6359828600867
1;1;8406;1;2;4;-7;37.9343667824311
1;5;8239;1;1;2;2;194.18723012049
2;1;8406;1;1;7;-7;35.0198022634297
1;6;8239;1;2;4;2;194.18723012049
2;2;8510;1;1;8;-7;17.2975092107323
2;6;8218;2;-7;8;1;145.194506472145
2;13;8409;1;5;2;1;34.8177939401247
2;6;8266;2;-7;7;4;34.8177939401247
1;3;8513;1;2;1;1;108.505626540852
1;2;8234;1;1;8;2;71.6371694553902
2;11;8264;1;2;7;3;34.8177939401247
2;7;8427;1;3;8;3;34.8177939401247
2;12;8248;1;1;2;2;240.263851157349
1;2;8232;1;4;7;1;164.603162774219
2;1;8215;1;2;6;-7;37.8252253758228
2;6;8513;1;2;8;1;44.6625054770934
2;12;8212;1;2;8;1;133.27280033577
2;3;8230;1;1;9;1;35.963151209481
2;7;8560;2;-7;8;-7;80.2954390535469
1;5;8425;1;1;5;3;31.8767383268424
2;13;8515;2;-7;6;2;68.0087227674069
1;5;8423;1;4;7;1;29.9195901999037
2;13;8264;2;-7;7;2;37.6647223446157
2;10;8207;1;2;9;1;265.357290749673
2;1;8236;2;-7;7;3;69.8454765969629
2;5;8439;1;2;9;-7;25.5285231069676
1;4;8265;1;2;8;2;31.8767383268424
1;8;8510;1;4;9;1;17.494372926597
2;2;8510;1;3;7;-7;19.5532706608277
1;10;8337;1;2;4;-7;80.1310400400267
1;4;8251;2;-7;2;1;141.164197916935
2;4;8601;1;2;7;-7;34.8177939401247
2;5;8508;1;3;2;-7;80.2954390535469
2;5;8408;1;1;7;2;34.8177939401247
1;8;8315;2;-7;4;1;80.1310400400267
2;2;8255;1;4;7;4;223.928455442343
2;11;8998;2;-7;8;-7;52.060942792496
2;3;8562;1;1;7;-7;80.2954390535469
2;8;8539;1;1;8;1;80.2954390535469
1;3;8232;1;4;1;-7;224.80216333294
2;6;8229;1;2;5;2;42.3628435183233
2;5;8207;1;3;9;1;62.1204373001919
1;6;8230;1;4;5;2;62.0282027227221
1;3;8510;2;-7;8;1;16.6461881369673
1;11;8215;2;-7;8;1;35.4303168391754
2;7;8216;1;2;8;-7;50.7149034294347
2;2;8214;1;2;9;1;62.5287377338575
2;11;8229;1;2;8;-7;32.7349243898416
2;11;8409;2;-7;5;1;34.8177939401247
2;5;8427;1;2;8;2;34.8177939401247
1;10;8230;1;4;5;4;62.0282027227221
2;4;8265;1;1;8;2;34.8177939401247
2;9;8264;1;2;8;-7;44.7475742260857
2;11;8424;1;2;8;1;43.2166569568887
2;10;8212;2;-7;4;1;139.348473033844
1;7;8218;2;-7;2;1;145.735384696726
1;11;8207;1;4;5;3;352.07262738276
1;4;8406;1;5;2;1;201.46632185623
2;10;8510;1;2;9;-7;17.0262627671209
1;7;8211;2;-7;8;1;71.1693927431894
2;2;8229;1;1;7;1;45.0105208212093
2;10;8207;1;3;7;2;265.357290749673
2;4;8427;1;3;7;1;34.8177939401247
1;9;8508;2;-7;7;1;108.505626540852
2;5;8248;1;3;4;-7;223.928455442343
1;4;8243;1;5;4;1;148.651645216949
2;8;8264;2;-7;9;1;34.8177939401247
1;10;8264;1;2;8;1;34.4831869703515
2;4;8423;1;3;8;-7;122.748367310052
1;4;8264;1;2;9;1;31.8767383268424
2;12;8439;1;1;8;2;29.6252596461835
1;7;8230;2;-7;3;1;50.4636225829904
1;4;8229;1;2;8;1;32.5100925464258
2;8;8510;1;2;9;-7;17.2975092107323
1;5;8331;2;-7;7;4;80.1310400400267
1;4;8236;1;4;8;3;59.3719553578297
2;6;8432;1;1;6;2;31.9602377550574
2;2;8215;1;1;7;-7;45.6127717411273
2;5;8542;1;3;4;1;80.2954390535469
2;11;8205;2;-7;7;1;230.538885835823
1;3;8212;2;-7;8;3;177.136115512878
2;5;8302;2;-7;4;-7;118.904447558095
1;4;8439;1;4;7;1;58.1024383756425
1;4;8255;1;4;4;-7;194.18723012049
2;1;8534;2;-7;7;1;45.6127717411273
2;3;8230;1;2;8;4;40.5738115689352
2;12;8998;1;3;7;1;68.0087227674069
2;8;8320;1;4;6;1;74.0861310147463
2;6;8439;1;1;9;1;25.5285231069676
1;9;8423;1;4;8;1;25.8194982137825
2;12;8230;2;-7;5;-7;29.2421688446292
1;3;8217;1;2;8;1;67.610110459546
1;5;8427;1;2;8;1;31.8767383268424
2;2;8227;2;-7;7;1;62.5287377338575
1;10;8230;2;-7;5;4;135.530872273647
2;4;8432;1;3;7;1;63.0115078339826
2;4;8231;1;3;3;1;247.107798011977
1;3;8231;1;2;6;4;324.133316221888
2;7;8506;2;-7;3;-7;68.0087227674069
1;5;8229;1;4;8;2;35.6474305415175
2;3;8406;1;2;2;-7;31.9602377550574
1;11;8243;1;2;6;-7;224.80216333294
2;4;8216;2;-7;8;1;62.5287377338575
1;3;8427;1;2;6;1;63.3555516634303
1;2;8212;2;-7;7;1;138.575872700505
1;3;8240;2;-7;3;3;164.603162774219
1;9;8231;1;4;2;2;265.577226720543
1;5;8255;2;-7;3;2;150.776546284591
1;4;8439;1;2;8;1;28.3682040369577
2;1;8542;2;-7;7;4;80.2954390535469
1;7;8227;2;-7;8;2;75.1970405436977
1;4;8510;2;-7;8;4;16.6461881369673
2;6;8207;1;2;8;-7;308.198983468715
1;6;8207;1;1;7;1;351.543194367243
2;5;8262;2;-7;7;2;195.475190764185
1;9;8510;2;-7;7;1;16.2285418585574
2;5;8231;2;-7;8;2;28.089135067548
1;4;8255;1;2;3;3;152.753311976989
1;11;8411;2;-7;6;4;34.4831869703515
2;10;8539;1;1;7;2;68.0087227674069
2;11;8215;1;1;7;1;34.5659288173129
2;5;8407;1;1;6;-7;31.9602377550574
1;1;8240;1;2;7;1;111.671202986618
2;8;8230;1;1;8;-7;29.2421688446292
2;5;8231;2;-7;8;1;247.107798011977
2;3;8423;1;2;7;-7;25.5285231069676
2;4;8218;1;1;5;2;137.855003809855
2;2;8265;2;-7;8;1;37.9612951612988
2;12;8239;1;3;2;3;163.785306260781
1;2;8264;1;4;8;1;31.8767383268424
1;6;8331;1;5;6;1;137.193659106926
2;4;8425;1;3;8;1;34.8177939401247
1;5;8214;2;-7;8;1;71.6371694553902
2;2;8234;1;2;7;-7;50.7149034294347
1;6;8236;1;4;8;1;53.434760225776
1;4;8266;1;4;7;1;31.8767383268424
1;11;8227;1;2;8;1;68.9306204983896
1;8;8215;2;-7;7;1;46.7534074736533
2;9;8264;1;2;9;1;37.6647223446157
2;4;8236;1;2;7;1;63.0788998376644
2;3;8214;1;3;3;1;50.7149034294347
1;12;8218;1;5;8;1;145.735384696726
2;2;8212;1;2;8;2;143.413122025624
1;7;8229;1;2;7;1;31.5965860999322
1;3;8243;1;2;8;2;111.671202986618
1;6;8204;1;5;2;2;67.610110459546
1;10;8265;2;-7;9;1;40.9677510533507
2;2;8439;1;3;8;1;28.089135067548
2;11;8423;2;-7;9;1;25.5285231069676
1;8;8207;1;3;6;1;373.860811324546
2;3;8439;2;-7;8;1;29.6252596461835
2;3;8510;2;-7;9;1;16.2007734990058
1;3;8418;2;-7;4;1;34.7547083105179
2;4;8207;1;2;8;1;264.958256858071
1;8;8266;1;4;8;1;64.7872498099862
2;9;8264;2;-7;8;2;34.8177939401247
2;6;8232;1;1;6;1;143.129559638735
1;5;8439;1;2;9;1;28.3682040369577
1;1;8214;1;4;8;1;58.1024383756425
1;11;8218;1;2;7;1;145.735384696726
1;6;8230;1;2;9;1;50.4636225829904
2;3;8243;2;-7;5;1;151.810600528435
2;8;8406;1;1;5;-7;43.2166569568887
1;4;8508;2;-7;8;1;129.987256497403
1;12;8231;1;4;3;-7;34.6321536841877
2;1;8255;1;3;7;-7;223.928455442343
2;4;8264;2;-7;8;2;37.9612951612988
2;1;8212;1;1;8;4;179.918280309355
2;1;8232;1;2;5;-7;274.762858202313
2;8;8406;1;1;7;1;43.2166569568887
1;12;8215;2;-7;8;2;35.4303168391754
2;8;8215;1;2;4;-7;33.787238326761
1;9;8207;2;-7;6;3;408.914432160406
2;3;8508;1;2;6;-7;80.2954390535469
2;3;8229;2;-7;5;3;97.1029343447457
1;3;8523;1;2;7;1;108.505626540852
2;10;8239;1;2;7;2;176.148623127717
2;10;8217;2;-7;7;1;65.6359828600867
2;5;8218;1;2;5;-7;142.095116353267
2;5;8265;2;-7;8;-7;37.9612951612988
2;2;8215;1;3;7;2;44.6625054770934
2;6;8231;2;-7;8;2;348.027141891447
2;7;8231;1;5;3;3;262.253115003588
1;7;8510;1;2;7;2;17.494372926597
1;6;8236;1;2;2;1;59.3719553578297
2;4;8432;2;-7;6;-7;31.9602377550574
2;5;8227;2;-7;7;-7;62.5287377338575
1;5;8244;1;3;5;1;141.164197916935
2;1;8212;1;1;6;1;140.752396181062
1;1;8216;2;-7;8;4;71.6371694553902
1;5;8510;1;2;8;1;17.7730768620675
1;6;8236;1;4;2;1;59.3719553578297
1;7;8406;2;-7;8;1;42.0178939775888
2;2;8240;1;2;2;3;151.810600528435
2;4;8261;2;-7;5;2;122.748367310052
2;2;8232;2;-7;8;1;165.996033746757
1;7;8510;1;2;7;1;17.494372926597
2;4;8227;1;4;8;1;62.5287377338575
2;3;8349;1;2;6;1;74.0861310147463
1;5;8212;1;2;6;1;164.279462215597
2;11;8510;1;3;8;2;17.0262627671209
2;8;8427;2;-7;6;1;40.9612412333552
2;6;8251;2;-7;6;3;151.810600528435
1;6;8236;1;4;4;1;63.3555516634303
2;4;8230;1;4;6;2;44.2047066696615
2;7;8261;1;3;8;1;122.748367310052
1;3;8348;1;2;2;-7;80.1310400400267
2;3;8215;2;-7;8;1;45.6127717411273
1;3;8607;1;1;8;1;31.8767383268424
1;6;8510;1;2;8;1;17.494372926597
1;7;8406;1;2;7;1;42.0178939775888
1;2;8229;2;-7;8;1;34.0942209782288
2;5;8431;1;3;2;1;39.016627463231
1;6;8408;1;2;5;4;31.8767383268424
2;5;8204;1;2;5;-7;62.1204373001919
2;13;8563;1;2;8;-7;68.0087227674069
2;9;8534;1;1;1;-7;68.0087227674069
2;3;8204;1;5;9;1;65.6359828600867
2;2;8218;1;5;7;-7;174.906123627859
2;2;8409;1;1;5;-7;34.8177939401247
2;6;8248;1;1;4;-7;163.785306260781
1;2;8214;1;4;9;1;71.1693927431894
1;2;8510;1;2;7;1;17.494372926597
1;5;8218;2;-7;8;1;150.776546284591
1;3;8525;1;2;8;1;40.9677510533507
1;2;8264;1;4;8;1;31.8767383268424
1;6;8218;1;4;4;1;191.46228085271
2;1;8214;2;-7;9;1;65.6359828600867
2;7;8256;1;1;7;3;240.263851157349
2;5;8207;1;5;6;1;264.958256858071
1;11;8240;1;4;7;1;164.603162774219
1;11;8264;1;2;8;1;34.4831869703515
2;9;8234;1;2;7;-7;56.5497629605425
2;3;8534;1;1;3;-7;80.2954390535469
2;4;8204;2;-7;9;1;69.0798461237612
2;6;8227;2;-7;9;2;62.5287377338575
1;8;8229;1;1;5;1;32.1817080988778
2;6;8542;1;1;3;1;68.0087227674069
2;13;8207;1;4;8;1;55.3912129575918
2;5;8207;2;-7;4;1;337.582357485572
1;10;8231;2;-7;3;2;453.524185562264
2;4;8212;1;3;5;1;143.413122025624
2;6;8240;1;2;5;3;122.748367310052
1;3;8227;1;2;9;1;71.1693927431894
2;1;8236;1;1;6;4;67.2393020561023
1;5;8264;1;2;8;1;31.8767383268424
2;3;8207;2;-7;7;3;264.958256858071
1;3;8230;1;4;8;1;62.0282027227221
1;9;8256;1;1;2;1;208.353028033726
2;3;8512;2;-7;8;-7;96.1920977240324
1;4;8240;1;2;8;1;111.671202986618
2;3;8243;1;1;8;-7;137.806920177096
2;4;8218;1;1;6;-7;137.855003809855
1;3;8243;1;5;6;2;164.603162774219
2;3;8215;1;2;8;1;45.6127717411273
1;11;8240;1;2;9;1;129.134848915855
1;6;8231;1;4;2;1;201.46632185623
2;3;8231;1;3;3;2;247.107798011977
2;1;8427;1;2;8;-7;34.8177939401247
2;2;8264;1;5;8;1;44.7475742260857
2;6;8215;1;2;8;1;33.787238326761
2;1;8542;1;1;2;2;80.2954390535469
2;2;8999;1;1;5;-7;80.2954390535469
1;7;8236;2;-7;8;1;53.434760225776
1;1;8408;1;1;3;1;31.8767383268424
2;13;8251;2;-7;7;1;112.288328777093
2;1;8317;1;1;4;-7;74.0861310147463
1;5;8218;1;4;2;1;191.46228085271
2;5;8212;1;3;8;2;143.413122025624
2;11;8214;1;2;8;1;52.0357340960613
2;11;8510;1;1;8;1;16.2285418585574
2;3;8405;2;-7;3;3;67.2393020561023
2;5;8204;2;-7;6;-7;69.0798461237612
2;6;8415;1;1;8;-7;34.8177939401247
1;4;8501;2;-7;1;-7;129.987256497403
2;1;8212;2;-7;8;2;179.918280309355
1;6;8240;1;2;8;1;111.671202986618
2;8;8265;1;1;8;2;265.357290749673
1;7;8523;2;-7;8;1;35.4303168391754
2;3;8331;1;2;4;-7;74.0861310147463
1;11;8236;1;2;9;1;53.434760225776
2;7;8406;1;1;2;-7;43.2166569568887
1;4;8215;1;2;8;2;46.7534074736533
1;7;8232;1;2;7;1;148.651645216949
1;11;8601;2;-7;8;2;34.4831869703515
1;7;8349;1;2;8;2;80.1310400400267
1;4;8444;1;4;8;2;25.7821520854634
2;12;8243;2;-7;8;1;112.288328777093
2;8;8229;2;-7;9;2;33.341126728719
2;8;8515;2;-7;8;2;33.341126728719
2;9;8998;1;3;6;3;80.2954390535469
2;2;8513;1;2;7;-7;73.4816495386454
1;5;8248;1;1;5;3;152.753311976989
1;5;8230;1;2;9;3;62.0282027227221
2;5;8537;1;1;3;-7;80.2954390535469
1;4;8542;2;-7;9;1;91.9022196167268
2;12;8406;1;2;2;2;43.2166569568887
1;2;8510;1;2;8;1;17.494372926597
1;3;8510;1;4;8;1;17.7730768620675
2;6;8432;1;3;3;3;56.7103574790626
1;8;8207;2;-7;8;1;408.914432160406
1;3;8229;1;4;4;1;40.8896998424114
2;11;8218;2;-7;5;-7;154.083966068582
2;1;8515;1;1;2;3;80.2954390535469
1;2;8236;2;-7;8;2;59.4354547910541
2;5;8423;1;2;8;1;28.089135067548
2;5;8266;1;1;7;-7;34.8177939401247
1;2;8256;1;1;7;-7;152.753311976989
2;2;8207;2;-7;8;-7;274.762858202313
1;4;8212;1;2;7;-7;141.195454433612
1;4;8215;1;5;6;1;50.0929365431336
1;9;8215;2;-7;7;1;35.4303168391754
2;4;8230;2;-7;8;2;44.9539390118513
1;12;8215;1;2;8;1;34.6321536841877
1;10;8218;1;2;4;1;145.735384696726
2;1;8534;1;1;4;-7;80.2954390535469
2;11;8508;1;3;5;1;96.1920977240324
1;1;8513;2;-7;9;1;71.6371694553902
1;4;8256;2;-7;6;4;194.18723012049
1;1;8230;1;5;6;-7;135.530872273647
1;7;8218;1;2;5;1;147.557999322535
2;4;8218;1;5;5;1;142.095116353267
2;12;8236;1;2;6;-7;56.7103574790626
2;12;8232;1;2;7;1;25.5655018470119
1;2;8212;1;4;8;1;141.195454433612
1;11;8252;1;1;7;-7;208.353028033726
2;10;8230;2;-7;5;-7;29.2421688446292
2;8;8543;2;-7;4;-7;96.1920977240324
1;2;8230;2;-7;8;1;63.079528228738
2;5;8515;1;2;9;1;80.2954390535469
1;3;8423;1;4;7;1;25.7821520854634
1;7;8405;1;5;2;-7;37.9343667824311
2;7;8539;1;1;5;1;25.5285231069676
2;2;8204;2;-7;8;1;62.5287377338575
1;4;8510;1;2;8;1;31.8767383268424
2;6;8265;2;-7;7;3;34.8177939401247
2;6;8215;2;-7;9;1;34.5659288173129
1;8;8212;1;4;8;1;131.211937521916
1;4;8215;2;-7;8;2;46.7534074736533
2;7;8232;2;-7;5;4;183.575319080148
1;10;8215;1;4;6;1;35.4303168391754
1;4;8345;1;5;2;1;66.0076445491317
2;6;8218;1;4;8;3;137.855003809855
1;12;8212;2;-7;8;1;137.193659106926
2;9;8231;1;2;2;2;247.107798011977
2;11;8230;2;-7;8;2;54.068737654359
1;3;8508;1;4;9;1;108.505626540852
1;4;8510;2;-7;4;1;35.6474305415175
1;5;8420;1;4;8;1;40.9677510533507
2;10;8515;1;3;7;3;68.0087227674069
2;5;8510;1;3;8;-7;17.2975092107323
1;10;8510;1;5;8;1;16.2285418585574
1;8;8218;2;-7;8;1;160.0077634212
1;6;8205;1;2;4;-7;194.18723012049
1;6;8218;1;4;2;3;147.557999322535
2;6;8406;2;-7;2;-7;39.016627463231
2;7;8231;1;3;3;1;556.268471111719
1;5;8243;1;1;5;1;224.80216333294
1;2;8510;1;2;8;1;17.7730768620675
2;10;8509;2;-7;7;1;29.6252596461835
2;4;8545;1;3;4;2;62.1204373001919
1;9;8215;1;4;7;1;46.7534074736533
2;9;8304;2;-7;8;1;74.0861310147463
1;10;8214;2;-7;6;2;75.1970405436977
1;10;8432;2;-7;7;2;63.3555516634303
1;5;8264;1;2;9;1;25.7821520854634
1;9;8231;1;4;2;1;350.575771543294
2;2;8218;1;2;7;2;174.906123627859
1;3;8236;1;2;8;1;59.4354547910541
2;3;8265;1;1;9;-7;34.8177939401247
2;3;8525;1;3;5;-7;80.2954390535469
1;6;8218;1;4;6;4;191.46228085271
1;2;8255;1;4;3;1;208.353028033726
2;10;8207;1;2;5;2;337.582357485572
2;6;8310;2;-7;4;1;74.0861310147463
2;2;8236;2;-7;3;-7;69.8454765969629
1;4;8406;1;2;8;1;31.0737103712154
1;10;8255;2;-7;2;3;208.353028033726
2;4;8304;1;1;7;1;74.0861310147463
2;2;8229;1;1;4;-7;42.3628435183233
2;4;8542;1;1;7;-7;108.505626540852
2;9;8236;1;4;7;-7;56.7103574790626
1;5;8265;1;1;8;1;34.8177939401247
1;8;8230;1;2;8;1;41.0327160567181
2;3;8424;2;-7;9;1;60.4810602683451
1;10;8207;1;3;6;2;352.07262738276
2;4;8248;1;4;1;2;142.095116353267
1;11;8264;1;2;8;2;34.4831869703515
1;7;8439;1;2;7;1;28.3682040369577
2;5;8542;1;2;3;-7;80.2954390535469
2;9;8230;1;2;8;1;40.5738115689352
1;5;8357;1;1;5;4;80.1310400400267
1;8;8227;1;1;7;2;75.1970405436977
2;13;8212;2;-7;8;3;139.348473033844
1;4;8511;1;2;2;-7;108.505626540852
2;5;8207;1;2;8;1;337.582357485572
1;1;8230;1;2;7;1;135.530872273647
1;8;8231;1;4;2;1;340.572614336266
2;3;8218;1;5;8;1;145.194506472145
2;4;8265;1;1;8;-7;34.8177939401247
2;9;8510;1;2;7;-7;17.0262627671209
1;2;8218;1;1;9;1;191.46228085271
2;3;8427;1;1;8;-7;34.8177939401247
2;7;8236;1;1;7;1;62.5482270508295
2;4;8231;1;3;4;-7;262.253115003588
2;11;8229;2;-7;8;1;32.7349243898416
1;7;8204;1;3;3;1;75.1970405436977
1;9;8256;1;3;2;1;199.919691256252
2;2;8263;1;3;6;3;97.1029343447457
2;9;8264;2;-7;8;1;34.8177939401247
1;12;8229;2;-7;9;1;31.5965860999322
2;6;8410;1;3;5;3;39.016627463231
2;10;8264;1;2;9;1;37.6647223446157
2;2;8230;2;-7;8;2;44.9539390118513
2;2;8423;1;2;8;-7;28.089135067548
2;10;8230;1;3;4;-7;54.068737654359
1;5;8439;1;3;8;-7;25.7821520854634
2;3;8423;1;1;6;1;25.5285231069676
2;6;8236;1;3;2;-7;70.0539705411917
2;10;8439;1;2;8;-7;25.5655018470119
2;6;8438;2;-7;6;1;43.2166569568887
2;2;8264;1;1;7;-7;34.8177939401247
1;2;8510;1;2;9;1;20.0908569046506
2;5;8224;1;3;7;-7;62.1204373001919
2;6;8236;1;3;8;3;56.7103574790626
2;5;8248;1;2;5;-7;163.785306260781
1;6;8409;1;1;4;3;31.8767383268424
2;2;8427;2;-7;8;4;34.8177939401247
1;7;8515;2;-7;8;1;99.2979491292016
1;12;8407;2;-7;7;1;42.0178939775888
2;7;8207;1;2;7;2;265.357290749673
1;9;8510;1;2;6;1;17.494372926597
2;6;8423;1;1;7;3;28.089135067548
1;8;8240;1;4;9;1;111.671202986618
2;7;8264;1;3;8;-7;34.8177939401247
2;7;8542;1;5;2;-7;96.1920977240324
1;10;8218;1;2;8;1;145.735384696726
2;10;8211;1;2;8;2;50.7149034294347
2;2;8515;1;3;7;-7;73.4816495386454
2;11;8534;1;3;2;-7;68.0087227674069
2;2;8230;1;2;8;2;52.060942792496
2;9;8401;1;1;5;3;140.339978451488
2;5;8230;1;3;8;-7;54.068737654359
1;1;8216;2;-7;6;1;71.6371694553902
1;4;8336;1;2;9;1;106.795807410619
1;10;8227;1;3;7;1;63.4599362275951
2;7;8439;1;2;8;1;25.5655018470119
2;4;8230;2;-7;8;1;44.9539390118513
2;11;8212;1;1;7;1;133.27280033577
2;7;8231;1;2;3;4;429.997461333682
1;4;8214;1;2;9;1;58.1024383756425
1;3;8206;1;1;8;2;71.6371694553902
2;6;8410;2;-7;6;-7;31.9602377550574
1;7;8240;1;2;4;1;158.481972351332
1;7;8229;1;4;9;3;31.5965860999322
1;5;8264;1;2;9;1;31.8767383268424
1;13;8439;1;2;8;1;25.8194982137825
1;5;8212;2;-7;8;1;141.195454433612
2;2;8998;1;1;6;-7;39.016627463231
1;6;8601;1;2;6;1;34.4831869703515
2;11;8336;1;1;7;-7;104.676566691599
1;12;8212;2;-7;7;2;163.429155491523
1;6;8234;1;2;8;1;71.1693927431894
2;3;8264;1;3;5;4;34.8177939401247
1;11;8401;1;2;3;1;42.0178939775888
1;1;8515;2;-7;8;2;99.2979491292016
2;10;8539;1;2;6;-7;68.0087227674069
2;8;8513;2;-7;1;-7;80.2954390535469
2;2;8239;2;-7;2;1;33.1874785657354
2;9;8262;2;-7;8;1;122.748367310052
1;3;8427;1;2;3;2;31.8767383268424
1;10;8236;1;4;8;2;53.434760225776
1;7;8207;2;-7;6;1;408.914432160406
1;4;8215;1;2;7;1;45.7793779605382
1;7;8424;2;-7;2;2;31.0737103712154
1;6;8214;2;-7;5;1;75.1970405436977
1;13;8207;1;4;4;1;373.860811324546
1;10;8510;1;4;7;1;16.2285418585574
1;7;8248;1;1;2;2;208.353028033726
2;4;8231;1;2;4;4;247.107798011977
